RAM_ID,CAS_Latency,ECC_Support,Buffered,Channels,Heat_Sink,XMP_Profiles
32970,CL11,No,No,Single,Yes,No
32971,CL11,No,No,Quad,Yes,Yes
32972,CL40,No,No,Quad,Yes,No
32973,CL19,Yes,No,Dual,Yes,Yes
32974,CL16,No,No,Dual,Yes,Yes
32975,CL38,No,No,Single,Yes,Yes
32976,CL19,No,No,Quad,Yes,No
32977,CL16,Yes,Yes,Dual,Yes,Yes
32978,CL40,Yes,No,Quad,Yes,No
32979,CL38,Yes,Yes,Quad,No,No
32980,CL36,No,No,Dual,No,No
32981,CL19,No,No,Single,Yes,Yes
32982,CL19,No,No,Quad,Yes,No
32983,CL16,Yes,Yes,Single,Yes,No
32984,CL17,Yes,Yes,Dual,No,No
32985,CL11,No,No,Quad,No,Yes
32986,CL36,No,No,Single,No,Yes
32987,CL16,No,No,Quad,Yes,No
32988,CL11,No,No,Quad,No,Yes
32989,CL18,No,No,Single,Yes,No
32990,CL13,No,No,Dual,Yes,Yes
32991,CL19,No,No,Quad,No,No
32992,CL11,No,No,Dual,No,No
32993,CL36,Yes,No,Quad,No,No
32994,CL18,No,No,Quad,No,No
32995,CL36,No,No,Quad,No,Yes
32996,CL11,No,No,Single,No,No
32997,CL36,Yes,Yes,Quad,No,No
32998,CL40,Yes,No,Single,Yes,Yes
32999,CL18,Yes,No,Quad,Yes,Yes
33000,CL16,Yes,No,Quad,No,Yes
33001,CL36,Yes,Yes,Single,No,No
33002,CL13,Yes,No,Single,No,No
33003,CL11,No,No,Dual,No,Yes
33004,CL38,No,No,Dual,Yes,No
33005,CL36,Yes,Yes,Single,No,Yes
33006,CL40,No,No,Quad,No,No
33007,CL15,No,No,Single,Yes,No
33008,CL17,No,No,Dual,No,Yes
33009,CL38,No,No,Dual,Yes,Yes
33010,CL13,No,No,Quad,Yes,Yes
33011,CL18,Yes,Yes,Single,No,No
33012,CL13,Yes,No,Dual,Yes,Yes
33013,CL13,Yes,No,Quad,No,Yes
33014,CL36,Yes,Yes,Single,No,No
33015,CL38,Yes,No,Dual,Yes,No
33016,CL16,No,No,Dual,Yes,No
33017,CL40,Yes,Yes,Dual,No,No
33018,CL15,No,No,Quad,No,No
33019,CL16,No,No,Single,No,No
33020,CL17,No,No,Single,Yes,Yes
33021,CL36,Yes,Yes,Dual,Yes,No
33022,CL38,No,No,Single,Yes,Yes
33023,CL17,Yes,No,Single,No,Yes
33024,CL15,No,No,Dual,No,Yes
33025,CL19,Yes,Yes,Quad,Yes,Yes
33026,CL16,Yes,No,Quad,No,Yes
33027,CL40,Yes,No,Quad,No,No
33028,CL15,No,No,Dual,No,Yes
33029,CL40,No,No,Single,Yes,Yes
33030,CL15,No,No,Quad,Yes,No
33031,CL11,No,No,Single,No,Yes
33032,CL19,No,No,Single,Yes,No
33033,CL15,No,No,Quad,No,Yes
33034,CL13,Yes,Yes,Single,Yes,Yes
33035,CL11,No,No,Quad,No,No
33036,CL40,No,No,Quad,No,No
33037,CL15,Yes,No,Single,Yes,No
33038,CL18,Yes,No,Quad,No,Yes
33039,CL16,No,No,Single,Yes,No
33040,CL17,Yes,Yes,Single,No,Yes
33041,CL11,Yes,No,Dual,No,No
33042,CL40,No,No,Dual,Yes,Yes
33043,CL11,Yes,No,Single,No,Yes
33044,CL16,No,No,Dual,Yes,Yes
33045,CL16,Yes,No,Dual,Yes,Yes
33046,CL17,Yes,Yes,Dual,Yes,Yes
33047,CL17,Yes,Yes,Single,Yes,Yes
33048,CL36,No,No,Dual,Yes,Yes
33049,CL38,Yes,No,Single,No,No
33050,CL38,No,No,Quad,Yes,Yes
33051,CL13,Yes,Yes,Quad,No,Yes
33052,CL16,No,No,Quad,Yes,No
33053,CL40,No,No,Dual,No,No
33054,CL36,No,No,Single,No,No
33055,CL15,Yes,No,Quad,No,No
33056,CL16,Yes,Yes,Single,No,No
33057,CL16,No,No,Quad,No,Yes
33058,CL40,No,No,Dual,No,No
33059,CL16,Yes,Yes,Single,Yes,No
33060,CL16,Yes,No,Dual,Yes,No
33061,CL19,Yes,Yes,Dual,Yes,No
33062,CL19,Yes,Yes,Single,No,No
33063,CL11,No,No,Dual,Yes,Yes
33064,CL19,No,No,Dual,No,Yes
33065,CL11,Yes,No,Dual,No,No
33066,CL18,No,No,Single,No,No
33067,CL18,Yes,No,Single,Yes,No
33068,CL19,No,No,Single,Yes,Yes
33069,CL15,Yes,Yes,Dual,Yes,Yes
33070,CL19,No,No,Quad,Yes,Yes
33071,CL13,Yes,Yes,Dual,No,No
33072,CL16,Yes,No,Dual,No,Yes
33073,CL15,Yes,Yes,Single,Yes,No
33074,CL16,Yes,Yes,Single,Yes,No
33075,CL40,No,No,Single,Yes,No
33076,CL17,Yes,Yes,Single,No,Yes
33077,CL17,Yes,No,Single,Yes,No
33078,CL11,No,No,Single,No,Yes
33079,CL38,Yes,No,Single,No,Yes
33080,CL11,Yes,Yes,Quad,Yes,No
33081,CL40,Yes,No,Quad,No,Yes
33082,CL19,Yes,No,Single,Yes,No
33083,CL17,Yes,Yes,Quad,No,Yes
33084,CL38,No,No,Quad,Yes,Yes
33085,CL16,No,No,Quad,Yes,Yes
33086,CL38,No,No,Quad,No,No
33087,CL18,No,No,Single,No,No
33088,CL18,Yes,No,Single,No,No
33089,CL15,No,No,Quad,No,No
33090,CL17,No,No,Dual,No,No
33091,CL17,Yes,Yes,Quad,No,No
33092,CL40,Yes,No,Dual,Yes,Yes
33093,CL40,No,No,Single,Yes,Yes
33094,CL40,Yes,Yes,Quad,Yes,Yes
33095,CL18,No,No,Dual,No,Yes
33096,CL40,No,No,Dual,Yes,No
33097,CL15,Yes,Yes,Dual,Yes,Yes
33098,CL13,No,No,Single,No,Yes
33099,CL13,No,No,Dual,Yes,No
33100,CL15,Yes,No,Dual,No,No
33101,CL16,Yes,Yes,Single,Yes,Yes
33102,CL19,No,No,Quad,No,No
33103,CL16,Yes,Yes,Single,Yes,Yes
33104,CL16,No,No,Dual,No,No
33105,CL18,No,No,Dual,Yes,Yes
33106,CL36,Yes,Yes,Single,Yes,Yes
33107,CL18,No,No,Quad,Yes,No
33108,CL36,Yes,No,Dual,No,Yes
33109,CL38,Yes,Yes,Quad,Yes,Yes
33110,CL15,No,No,Dual,Yes,Yes
33111,CL17,Yes,Yes,Quad,Yes,Yes
33112,CL13,No,No,Dual,Yes,No
33113,CL18,No,No,Single,No,Yes
33114,CL36,Yes,No,Quad,No,Yes
33115,CL17,No,No,Single,No,No
33116,CL13,Yes,No,Dual,Yes,Yes
33117,CL11,No,No,Quad,Yes,Yes
33118,CL11,Yes,Yes,Quad,Yes,No
33119,CL13,No,No,Single,Yes,Yes
33120,CL40,No,No,Quad,Yes,No
33121,CL13,No,No,Single,Yes,Yes
33122,CL11,No,No,Dual,Yes,Yes
33123,CL38,Yes,Yes,Single,Yes,No
33124,CL40,Yes,No,Quad,No,Yes
33125,CL40,No,No,Single,Yes,Yes
33126,CL17,Yes,Yes,Quad,Yes,No
33127,CL16,Yes,Yes,Single,No,Yes
33128,CL38,Yes,No,Dual,No,Yes
33129,CL40,No,No,Quad,Yes,No
33130,CL17,Yes,No,Single,Yes,Yes
33131,CL13,Yes,Yes,Dual,Yes,No
33132,CL40,No,No,Quad,Yes,Yes
33133,CL40,Yes,Yes,Quad,Yes,No
33134,CL36,No,No,Dual,No,Yes
33135,CL19,Yes,No,Single,No,Yes
33136,CL13,No,No,Dual,Yes,Yes
33137,CL11,No,No,Quad,Yes,No
33138,CL36,No,No,Single,No,No
33139,CL15,Yes,No,Single,No,No
33140,CL17,No,No,Dual,No,No
33141,CL40,Yes,No,Quad,No,Yes
33142,CL38,No,No,Quad,No,Yes
33143,CL16,Yes,No,Dual,No,No
33144,CL11,Yes,Yes,Quad,No,Yes
33145,CL36,No,No,Single,Yes,No
33146,CL17,No,No,Single,No,No
33147,CL18,No,No,Dual,Yes,Yes
33148,CL38,Yes,Yes,Quad,No,No
33149,CL38,No,No,Quad,No,Yes
33150,CL17,No,No,Dual,No,No
33151,CL17,Yes,No,Single,No,Yes
33152,CL17,Yes,Yes,Dual,No,No
33153,CL15,No,No,Dual,No,No
33154,CL18,Yes,No,Single,No,Yes
33155,CL15,No,No,Quad,No,No
33156,CL16,Yes,Yes,Quad,No,Yes
33157,CL16,No,No,Single,No,Yes
33158,CL15,Yes,Yes,Quad,No,No
33159,CL11,Yes,No,Dual,No,No
33160,CL15,No,No,Dual,No,No
33161,CL19,Yes,No,Dual,No,No
33162,CL38,Yes,Yes,Quad,No,Yes
33163,CL16,No,No,Single,No,No
33164,CL13,Yes,Yes,Single,No,No
33165,CL18,Yes,No,Dual,Yes,Yes
33166,CL38,Yes,No,Single,No,No
33167,CL18,Yes,No,Dual,Yes,No
33168,CL17,No,No,Single,No,Yes
33169,CL38,No,No,Dual,No,Yes
33170,CL40,No,No,Dual,No,No
33171,CL19,Yes,Yes,Dual,No,Yes
33172,CL18,No,No,Single,No,No
33173,CL40,No,No,Quad,No,Yes
33174,CL17,No,No,Quad,No,No
33175,CL40,No,No,Quad,Yes,No
33176,CL19,No,No,Dual,No,Yes
33177,CL11,Yes,No,Dual,No,Yes
33178,CL18,No,No,Quad,Yes,No
33179,CL15,Yes,Yes,Dual,No,No
33180,CL19,No,No,Dual,No,No
33181,CL11,No,No,Dual,No,Yes
33182,CL40,Yes,No,Dual,No,Yes
33183,CL38,Yes,No,Single,No,No
33184,CL11,No,No,Dual,No,Yes
33185,CL38,Yes,No,Quad,Yes,Yes
33186,CL16,Yes,Yes,Quad,No,No
33187,CL38,Yes,Yes,Dual,No,Yes
33188,CL18,Yes,No,Single,No,Yes
33189,CL19,No,No,Quad,Yes,Yes
33190,CL13,Yes,No,Quad,Yes,No
33191,CL11,Yes,No,Dual,No,No
33192,CL17,No,No,Single,No,Yes
33193,CL16,No,No,Dual,Yes,No
33194,CL40,No,No,Single,Yes,Yes
33195,CL38,Yes,No,Dual,No,Yes
33196,CL40,Yes,Yes,Single,Yes,No
33197,CL13,No,No,Dual,No,Yes
33198,CL40,No,No,Single,No,Yes
33199,CL19,No,No,Quad,No,Yes
33200,CL19,No,No,Dual,Yes,No
33201,CL13,Yes,No,Quad,No,No
33202,CL15,Yes,Yes,Quad,Yes,No
33203,CL40,No,No,Single,Yes,Yes
33204,CL18,No,No,Single,No,Yes
33205,CL17,No,No,Single,Yes,No
33206,CL18,Yes,No,Dual,No,No
33207,CL19,Yes,No,Quad,Yes,Yes
33208,CL15,No,No,Dual,No,Yes
33209,CL40,Yes,Yes,Dual,No,Yes
33210,CL40,No,No,Single,Yes,No
33211,CL16,Yes,Yes,Dual,No,Yes
33212,CL16,No,No,Dual,No,Yes
33213,CL38,No,No,Quad,No,No
33214,CL40,Yes,No,Single,No,Yes
33215,CL36,Yes,Yes,Quad,No,No
33216,CL18,No,No,Dual,No,No
33217,CL17,No,No,Quad,No,No
33218,CL11,Yes,Yes,Single,No,No
33219,CL17,No,No,Dual,Yes,Yes
33220,CL18,No,No,Single,No,No
33221,CL18,No,No,Quad,Yes,Yes
33222,CL17,No,No,Dual,No,Yes
33223,CL17,Yes,Yes,Dual,Yes,No
33224,CL18,No,No,Dual,Yes,No
33225,CL40,No,No,Single,Yes,Yes
33226,CL13,No,No,Dual,No,Yes
33227,CL38,No,No,Single,No,Yes
33228,CL16,Yes,No,Single,Yes,Yes
33229,CL19,No,No,Dual,Yes,Yes
33230,CL40,Yes,No,Single,Yes,Yes
33231,CL40,No,No,Single,Yes,No
33232,CL18,No,No,Quad,No,Yes
33233,CL19,Yes,No,Quad,No,Yes
33234,CL18,Yes,No,Single,No,Yes
33235,CL18,No,No,Quad,No,No
33236,CL11,No,No,Dual,Yes,No
33237,CL15,No,No,Dual,No,No
33238,CL19,No,No,Dual,Yes,Yes
33239,CL11,Yes,Yes,Dual,Yes,Yes
33240,CL15,Yes,No,Single,Yes,No
33241,CL18,Yes,Yes,Quad,No,Yes
33242,CL19,Yes,Yes,Single,Yes,No
33243,CL17,Yes,No,Single,Yes,No
33244,CL17,No,No,Dual,Yes,No
33245,CL15,No,No,Quad,No,Yes
33246,CL11,No,No,Quad,Yes,Yes
33247,CL15,Yes,No,Dual,Yes,Yes
33248,CL16,No,No,Single,No,Yes
33249,CL40,No,No,Single,Yes,Yes
33250,CL36,Yes,Yes,Dual,No,Yes
33251,CL38,Yes,Yes,Quad,Yes,Yes
33252,CL13,Yes,Yes,Dual,No,No
33253,CL15,Yes,Yes,Dual,Yes,No
33254,CL13,Yes,Yes,Dual,Yes,Yes
33255,CL16,Yes,Yes,Quad,Yes,Yes
33256,CL15,Yes,Yes,Dual,No,Yes
33257,CL13,Yes,No,Quad,Yes,No
33258,CL13,Yes,No,Dual,Yes,No
33259,CL13,No,No,Dual,Yes,Yes
33260,CL17,Yes,Yes,Single,No,Yes
33261,CL38,No,No,Dual,No,No
33262,CL17,No,No,Single,Yes,Yes
33263,CL11,Yes,Yes,Dual,No,Yes
33264,CL17,No,No,Single,Yes,No
33265,CL16,No,No,Single,No,No
33266,CL40,No,No,Single,Yes,No
33267,CL36,Yes,Yes,Dual,Yes,No
33268,CL36,Yes,Yes,Dual,Yes,No
33269,CL36,No,No,Dual,No,Yes
33270,CL38,Yes,Yes,Quad,No,Yes
33271,CL11,No,No,Quad,Yes,No
33272,CL11,No,No,Quad,Yes,Yes
33273,CL19,Yes,Yes,Single,No,No
33274,CL13,Yes,Yes,Quad,No,No
33275,CL16,No,No,Single,No,No
33276,CL11,Yes,Yes,Quad,No,No
33277,CL15,No,No,Single,No,No
33278,CL17,No,No,Single,No,Yes
33279,CL40,No,No,Single,Yes,Yes
33280,CL38,No,No,Dual,No,Yes
33281,CL36,No,No,Dual,Yes,Yes
33282,CL15,Yes,Yes,Dual,Yes,No
33283,CL36,Yes,No,Single,Yes,Yes
33284,CL16,Yes,No,Single,Yes,Yes
33285,CL18,Yes,No,Single,Yes,Yes
33286,CL19,No,No,Single,Yes,No
33287,CL16,Yes,Yes,Single,Yes,No
33288,CL38,No,No,Single,Yes,No
33289,CL17,No,No,Single,No,No
33290,CL38,No,No,Dual,Yes,Yes
33291,CL11,Yes,Yes,Dual,Yes,No
33292,CL17,No,No,Single,Yes,No
33293,CL40,Yes,Yes,Single,Yes,Yes
33294,CL17,No,No,Single,Yes,No
33295,CL16,Yes,No,Dual,No,Yes
33296,CL15,No,No,Quad,Yes,Yes
33297,CL15,No,No,Single,Yes,Yes
33298,CL13,No,No,Single,Yes,No
33299,CL36,No,No,Single,Yes,Yes
33300,CL40,No,No,Dual,Yes,No
33301,CL18,Yes,Yes,Quad,Yes,No
33302,CL17,No,No,Quad,No,Yes
33303,CL11,Yes,No,Single,No,No
33304,CL15,Yes,No,Quad,No,No
33305,CL19,Yes,Yes,Quad,Yes,Yes
33306,CL18,Yes,No,Quad,No,Yes
33307,CL13,Yes,No,Quad,Yes,Yes
33308,CL19,No,No,Dual,No,Yes
33309,CL13,No,No,Single,No,Yes
33310,CL19,No,No,Quad,Yes,No
33311,CL17,No,No,Single,Yes,No
33312,CL15,Yes,Yes,Single,No,No
33313,CL18,No,No,Quad,No,Yes
33314,CL36,Yes,Yes,Single,Yes,Yes
33315,CL17,Yes,No,Dual,No,No
33316,CL18,No,No,Quad,No,Yes
33317,CL36,No,No,Quad,No,Yes
33318,CL13,No,No,Dual,Yes,Yes
33319,CL13,No,No,Dual,Yes,No
33320,CL11,No,No,Dual,No,No
33321,CL16,Yes,No,Dual,Yes,No
33322,CL13,No,No,Quad,Yes,No
33323,CL16,Yes,Yes,Quad,No,Yes
33324,CL38,Yes,No,Single,Yes,No
33325,CL16,No,No,Dual,No,Yes
33326,CL17,No,No,Single,No,No
33327,CL36,Yes,No,Quad,Yes,Yes
33328,CL38,No,No,Single,No,Yes
33329,CL13,No,No,Quad,Yes,Yes
33330,CL18,No,No,Single,Yes,Yes
33331,CL17,Yes,No,Quad,No,No
33332,CL36,Yes,Yes,Dual,No,No
33333,CL11,Yes,No,Single,No,No
33334,CL38,No,No,Single,No,No
33335,CL17,No,No,Quad,Yes,No
33336,CL15,No,No,Quad,Yes,No
33337,CL13,Yes,Yes,Single,No,No
33338,CL38,Yes,Yes,Quad,No,No
33339,CL16,No,No,Quad,Yes,Yes
33340,CL38,No,No,Quad,No,Yes
33341,CL18,No,No,Dual,Yes,Yes
33342,CL19,No,No,Quad,No,Yes
33343,CL38,No,No,Quad,Yes,Yes
33344,CL18,Yes,No,Quad,Yes,No
33345,CL13,No,No,Quad,No,Yes
33346,CL19,No,No,Dual,No,Yes
33347,CL40,No,No,Quad,No,No
33348,CL38,Yes,Yes,Dual,Yes,No
33349,CL17,No,No,Single,No,No
33350,CL19,Yes,No,Single,No,Yes
33351,CL40,No,No,Dual,Yes,Yes
33352,CL13,Yes,Yes,Quad,Yes,Yes
33353,CL19,No,No,Single,No,Yes
33354,CL17,No,No,Single,No,No
33355,CL16,Yes,Yes,Single,No,No
33356,CL15,No,No,Single,Yes,Yes
33357,CL38,No,No,Dual,Yes,No
33358,CL40,No,No,Quad,No,No
33359,CL13,Yes,No,Quad,Yes,No
33360,CL38,No,No,Single,No,No
33361,CL38,No,No,Dual,No,No
33362,CL13,No,No,Dual,No,Yes
33363,CL40,Yes,Yes,Single,Yes,No
33364,CL11,No,No,Quad,Yes,No
33365,CL19,No,No,Dual,No,No
33366,CL17,No,No,Dual,Yes,No
33367,CL18,No,No,Dual,No,No
33368,CL11,No,No,Quad,No,No
33369,CL19,No,No,Quad,No,Yes
33370,CL13,No,No,Dual,Yes,Yes
33371,CL16,Yes,Yes,Dual,No,Yes
33372,CL13,Yes,No,Dual,No,No
33373,CL16,No,No,Dual,Yes,Yes
33374,CL13,No,No,Quad,No,No
33375,CL16,Yes,Yes,Dual,No,No
33376,CL36,No,No,Quad,No,No
33377,CL40,No,No,Dual,No,Yes
33378,CL36,No,No,Quad,Yes,No
33379,CL16,No,No,Single,Yes,Yes
33380,CL13,Yes,No,Dual,Yes,No
33381,CL36,Yes,No,Dual,Yes,No
33382,CL36,No,No,Dual,No,No
33383,CL36,Yes,Yes,Dual,Yes,Yes
33384,CL15,Yes,Yes,Quad,No,Yes
33385,CL15,No,No,Single,No,No
33386,CL36,No,No,Quad,No,No
33387,CL16,No,No,Single,Yes,No
33388,CL15,Yes,Yes,Single,Yes,No
33389,CL18,Yes,Yes,Dual,Yes,No
33390,CL36,No,No,Single,Yes,Yes
33391,CL19,Yes,No,Quad,Yes,Yes
33392,CL17,No,No,Quad,Yes,No
33393,CL11,No,No,Quad,Yes,No
33394,CL18,Yes,Yes,Dual,No,Yes
33395,CL16,No,No,Single,No,Yes
33396,CL15,No,No,Quad,Yes,No
33397,CL40,No,No,Dual,Yes,Yes
33398,CL36,No,No,Quad,No,Yes
33399,CL18,No,No,Dual,Yes,No
33400,CL19,Yes,Yes,Single,Yes,Yes
33401,CL19,Yes,No,Single,No,No
33402,CL38,Yes,No,Quad,Yes,Yes
33403,CL17,No,No,Dual,No,No
33404,CL36,No,No,Single,Yes,Yes
33405,CL16,Yes,No,Dual,Yes,No
33406,CL13,Yes,No,Single,No,Yes
33407,CL16,No,No,Single,Yes,No
33408,CL16,Yes,Yes,Quad,Yes,No
33409,CL38,Yes,Yes,Quad,No,Yes
33410,CL17,No,No,Quad,Yes,No
33411,CL13,Yes,Yes,Quad,Yes,Yes
33412,CL36,No,No,Dual,Yes,No
33413,CL36,Yes,No,Dual,No,Yes
33414,CL13,Yes,Yes,Dual,Yes,No
33415,CL18,No,No,Dual,No,No
33416,CL19,Yes,Yes,Quad,Yes,Yes
33417,CL19,No,No,Dual,Yes,Yes
33418,CL38,No,No,Dual,No,Yes
33419,CL36,No,No,Single,No,No
33420,CL38,No,No,Single,No,No
33421,CL15,Yes,No,Quad,Yes,Yes
33422,CL18,Yes,Yes,Single,Yes,Yes
33423,CL18,Yes,Yes,Single,Yes,No
33424,CL17,Yes,Yes,Dual,Yes,No
33425,CL16,Yes,Yes,Single,Yes,No
33426,CL17,No,No,Dual,No,Yes
33427,CL38,No,No,Dual,Yes,No
33428,CL19,Yes,Yes,Quad,Yes,Yes
33429,CL11,Yes,No,Quad,Yes,Yes
33430,CL16,Yes,Yes,Quad,Yes,No
33431,CL16,Yes,No,Dual,No,Yes
33432,CL19,No,No,Quad,No,Yes
33433,CL16,Yes,Yes,Quad,No,Yes
33434,CL40,No,No,Single,No,No
33435,CL18,Yes,No,Single,Yes,Yes
33436,CL11,No,No,Single,Yes,No
33437,CL15,Yes,No,Dual,No,No
33438,CL19,Yes,Yes,Dual,No,Yes
33439,CL15,No,No,Single,Yes,Yes
33440,CL11,Yes,Yes,Single,No,No
33441,CL11,Yes,Yes,Dual,Yes,No
33442,CL13,Yes,Yes,Quad,Yes,No
33443,CL18,Yes,No,Single,Yes,Yes
33444,CL38,Yes,Yes,Single,No,No
33445,CL36,No,No,Quad,No,No
33446,CL36,No,No,Dual,Yes,Yes
33447,CL18,Yes,Yes,Single,No,No
33448,CL40,Yes,No,Single,Yes,No
33449,CL16,Yes,Yes,Quad,No,Yes
33450,CL36,Yes,Yes,Quad,No,Yes
33451,CL38,Yes,Yes,Single,Yes,Yes
33452,CL11,No,No,Single,Yes,No
33453,CL17,No,No,Dual,Yes,No
33454,CL40,Yes,Yes,Single,No,Yes
33455,CL19,Yes,No,Single,Yes,No
33456,CL19,Yes,Yes,Single,Yes,Yes
33457,CL38,Yes,No,Dual,No,No
33458,CL13,No,No,Single,Yes,Yes
33459,CL17,Yes,No,Quad,Yes,No
33460,CL13,No,No,Dual,Yes,No
33461,CL38,Yes,Yes,Dual,Yes,No
33462,CL17,No,No,Dual,No,No
33463,CL11,No,No,Single,Yes,No
33464,CL16,No,No,Quad,No,Yes
33465,CL40,Yes,Yes,Quad,Yes,No
33466,CL16,Yes,No,Single,Yes,Yes
33467,CL17,No,No,Quad,Yes,No
33468,CL36,No,No,Single,Yes,No
33469,CL40,Yes,Yes,Single,Yes,No
33470,CL36,Yes,No,Quad,No,Yes
33471,CL36,Yes,Yes,Quad,Yes,Yes
33472,CL40,Yes,No,Quad,No,No
33473,CL17,No,No,Single,No,Yes
33474,CL13,No,No,Single,Yes,No
33475,CL16,Yes,No,Quad,Yes,No
33476,CL36,Yes,No,Quad,Yes,No
33477,CL11,No,No,Single,No,No
33478,CL15,Yes,Yes,Single,Yes,No
33479,CL17,Yes,No,Quad,Yes,Yes
33480,CL15,No,No,Single,No,No
33481,CL16,No,No,Single,No,Yes
33482,CL19,No,No,Quad,No,Yes
33483,CL13,No,No,Quad,Yes,No
33484,CL17,Yes,Yes,Dual,No,Yes
33485,CL16,Yes,Yes,Dual,No,No
33486,CL16,Yes,No,Dual,No,Yes
33487,CL40,Yes,Yes,Quad,Yes,No
33488,CL11,Yes,Yes,Single,Yes,Yes
33489,CL36,No,No,Quad,No,No
33490,CL40,Yes,No,Quad,No,No
33491,CL40,Yes,Yes,Dual,Yes,No
33492,CL36,No,No,Quad,No,No
33493,CL13,Yes,Yes,Quad,Yes,Yes
33494,CL13,Yes,Yes,Quad,Yes,No
33495,CL11,Yes,No,Dual,Yes,Yes
33496,CL38,Yes,Yes,Dual,Yes,Yes
33497,CL19,Yes,No,Single,No,Yes
33498,CL40,No,No,Quad,No,Yes
33499,CL18,Yes,No,Dual,Yes,No
33500,CL13,No,No,Single,Yes,No
33501,CL15,Yes,Yes,Dual,No,No
33502,CL16,Yes,No,Dual,No,Yes
33503,CL11,No,No,Single,Yes,No
33504,CL18,No,No,Dual,Yes,Yes
33505,CL38,Yes,Yes,Quad,No,Yes
33506,CL18,No,No,Single,Yes,Yes
33507,CL16,No,No,Single,No,No
33508,CL18,Yes,Yes,Quad,Yes,Yes
33509,CL13,Yes,No,Single,Yes,Yes
33510,CL11,No,No,Dual,Yes,No
33511,CL36,Yes,No,Dual,Yes,No
33512,CL40,No,No,Quad,No,No
33513,CL40,No,No,Dual,No,Yes
33514,CL13,No,No,Quad,No,No
33515,CL18,Yes,No,Single,No,Yes
33516,CL17,No,No,Single,No,No
33517,CL19,Yes,No,Dual,Yes,No
33518,CL36,No,No,Single,No,Yes
33519,CL16,Yes,Yes,Single,No,Yes
33520,CL15,Yes,Yes,Quad,No,Yes
33521,CL16,No,No,Quad,Yes,No
33522,CL13,No,No,Dual,Yes,Yes
33523,CL15,Yes,Yes,Dual,No,Yes
33524,CL36,No,No,Dual,No,No
33525,CL17,Yes,Yes,Dual,No,No
33526,CL16,No,No,Dual,Yes,No
33527,CL16,Yes,No,Single,No,Yes
33528,CL13,No,No,Quad,No,No
33529,CL36,No,No,Single,Yes,No
33530,CL15,Yes,Yes,Quad,No,Yes
33531,CL16,Yes,No,Dual,No,No
33532,CL18,Yes,Yes,Single,No,Yes
33533,CL15,Yes,Yes,Dual,No,Yes
33534,CL11,No,No,Quad,No,Yes
33535,CL11,No,No,Single,Yes,No
33536,CL36,No,No,Dual,No,Yes
33537,CL11,No,No,Dual,No,Yes
33538,CL13,No,No,Dual,No,No
33539,CL36,Yes,Yes,Quad,Yes,Yes
33540,CL11,No,No,Dual,No,Yes
33541,CL11,No,No,Single,Yes,Yes
33542,CL36,Yes,Yes,Quad,No,Yes
33543,CL38,Yes,Yes,Dual,Yes,Yes
33544,CL15,No,No,Single,No,Yes
33545,CL13,No,No,Quad,Yes,Yes
33546,CL40,No,No,Dual,Yes,No
33547,CL40,No,No,Dual,Yes,Yes
33548,CL19,Yes,No,Dual,No,Yes
33549,CL19,No,No,Dual,No,No
33550,CL19,Yes,Yes,Dual,Yes,No
33551,CL13,No,No,Dual,Yes,Yes
33552,CL17,Yes,Yes,Quad,No,No
33553,CL40,No,No,Quad,Yes,Yes
33554,CL38,Yes,Yes,Quad,Yes,No
33555,CL19,No,No,Single,No,No
33556,CL18,No,No,Quad,No,No
33557,CL38,Yes,No,Quad,No,No
33558,CL16,No,No,Quad,No,No
33559,CL18,No,No,Single,Yes,Yes
33560,CL15,No,No,Single,Yes,No
33561,CL17,No,No,Quad,Yes,No
33562,CL38,Yes,No,Dual,No,No
33563,CL36,No,No,Quad,No,Yes
33564,CL17,Yes,Yes,Single,No,No
33565,CL36,Yes,Yes,Quad,Yes,No
33566,CL17,No,No,Quad,No,No
33567,CL15,No,No,Dual,Yes,Yes
33568,CL38,Yes,Yes,Dual,No,Yes
33569,CL16,No,No,Single,Yes,No
33570,CL19,Yes,No,Dual,No,No
33571,CL18,Yes,No,Quad,No,No
33572,CL36,No,No,Quad,No,Yes
33573,CL11,No,No,Dual,Yes,Yes
33574,CL36,No,No,Quad,Yes,Yes
33575,CL15,No,No,Quad,No,Yes
33576,CL15,Yes,No,Single,No,No
33577,CL11,Yes,No,Dual,Yes,Yes
33578,CL40,No,No,Quad,No,Yes
33579,CL13,No,No,Dual,No,No
33580,CL36,No,No,Single,Yes,No
33581,CL15,No,No,Single,Yes,No
33582,CL13,No,No,Dual,No,No
33583,CL16,Yes,No,Quad,No,No
33584,CL17,No,No,Quad,Yes,No
33585,CL40,Yes,Yes,Quad,No,No
33586,CL17,No,No,Dual,Yes,Yes
33587,CL40,Yes,No,Quad,Yes,No
33588,CL13,No,No,Quad,No,Yes
33589,CL17,Yes,Yes,Single,Yes,No
33590,CL19,Yes,No,Quad,Yes,Yes
33591,CL11,Yes,No,Single,Yes,No
33592,CL38,No,No,Single,Yes,No
33593,CL38,No,No,Quad,No,Yes
33594,CL36,No,No,Dual,Yes,No
33595,CL36,Yes,Yes,Dual,Yes,Yes
33596,CL18,No,No,Dual,Yes,Yes
33597,CL18,Yes,Yes,Dual,Yes,No
33598,CL38,No,No,Single,Yes,Yes
33599,CL11,No,No,Quad,No,Yes
33600,CL40,No,No,Single,Yes,No
