Processor_ID,L3_Cache_MB,Lithography_nm,Integrated_GPU,PCIe_Version,Max_Memory_GB,Memory_Type,ECC_Support
24025,12,3,No,3.0,32,LPDDR5,Yes
24026,4,10,Yes,3.0,128,LPDDR5X,No
24027,2,5,No,5.0,256,LPDDR5,No
24028,4,5,Yes,4.0,512,LPDDR5X,No
24029,2,10,Yes,5.0,1024,DDR5,Yes
24030,256,5,No,5.0,128,DDR4,Yes
24031,96,5,No,3.0,128,HBM2,No
24032,8,14,No,5.0,128,LPDDR4X,No
24033,96,14,Yes,5.0,256,DDR4,No
24034,96,3,No,5.0,64,DDR5,Yes
24035,2,14,Yes,5.0,1024,LPDDR5X,No
24036,12,14,No,5.0,32,HBM2,Yes
24037,12,3,No,5.0,128,LPDDR4X,Yes
24038,256,14,Yes,4.0,128,LPDDR5,Yes
24039,2,10,No,5.0,256,LPDDR5,Yes
24040,8,3,No,3.0,2048,DDR5,No
24041,128,5,No,3.0,16,LPDDR5X,Yes
24042,2,10,No,4.0,256,DDR5,No
24043,8,14,No,3.0,2048,LPDDR5,No
24044,8,5,Yes,5.0,4096,LPDDR4X,No
24045,8,7,Yes,5.0,2048,DDR5,No
24046,128,5,No,5.0,16,LPDDR4X,Yes
24047,96,3,No,5.0,1024,HBM2,Yes
24048,128,14,Yes,3.0,1024,LPDDR5,No
24049,96,14,No,3.0,16,DDR5,Yes
24050,256,3,No,5.0,64,DDR5,Yes
24051,64,3,No,5.0,128,LPDDR5,No
24052,256,10,Yes,3.0,4096,LPDDR5,No
24053,12,14,Yes,4.0,256,LPDDR4X,No
24054,12,3,No,3.0,64,HBM2,No
24055,16,14,No,3.0,4096,HBM2,Yes
24056,128,5,Yes,4.0,4096,LPDDR4X,No
24057,64,7,Yes,4.0,32,LPDDR4X,No
24058,8,14,No,5.0,128,HBM2,Yes
24059,32,10,Yes,4.0,32,DDR5,Yes
24060,128,10,Yes,3.0,4096,DDR4,No
24061,4,3,No,3.0,4096,DDR5,Yes
24062,16,7,No,5.0,512,DDR5,No
24063,128,7,No,4.0,32,HBM2,Yes
24064,64,5,Yes,5.0,256,DDR5,Yes
24065,256,7,No,3.0,16,DDR4,Yes
24066,96,14,Yes,4.0,1024,LPDDR5,No
24067,4,5,Yes,4.0,16,DDR4,No
24068,8,10,No,4.0,2048,LPDDR5X,Yes
24069,16,7,No,5.0,256,LPDDR5,No
24070,16,14,No,3.0,4096,LPDDR5X,No
24071,16,7,Yes,5.0,1024,HBM2,Yes
24072,32,7,Yes,5.0,2048,LPDDR5X,Yes
24073,96,10,No,3.0,128,LPDDR4X,No
24074,256,10,No,4.0,1024,DDR5,Yes
24075,96,5,Yes,3.0,512,LPDDR5,No
24076,2,10,No,5.0,512,DDR4,Yes
24077,256,3,No,5.0,512,HBM2,Yes
24078,256,3,Yes,3.0,64,LPDDR5,Yes
24079,64,3,No,3.0,16,DDR5,Yes
24080,96,7,No,5.0,64,HBM2,Yes
24081,32,5,Yes,5.0,32,HBM2,Yes
24082,8,5,No,3.0,2048,LPDDR5X,Yes
24083,64,10,Yes,5.0,128,LPDDR5X,No
24084,12,3,No,4.0,2048,LPDDR5,Yes
24085,12,3,Yes,3.0,128,DDR5,No
24086,256,10,No,3.0,1024,LPDDR5,Yes
24087,256,14,Yes,4.0,32,DDR4,No
24088,2,14,Yes,5.0,16,LPDDR5,Yes
24089,16,7,No,4.0,1024,DDR5,No
24090,12,3,No,5.0,256,LPDDR5,No
24091,12,7,Yes,5.0,256,HBM2,No
24092,96,5,No,5.0,4096,LPDDR4X,No
24093,16,14,Yes,4.0,16,LPDDR5X,Yes
24094,256,7,No,4.0,32,DDR4,Yes
24095,2,5,Yes,3.0,64,LPDDR4X,No
24096,16,14,Yes,4.0,32,LPDDR4X,No
24097,64,3,No,4.0,1024,LPDDR4X,Yes
24098,8,7,Yes,4.0,128,LPDDR5X,No
24099,8,7,No,4.0,256,LPDDR4X,Yes
24100,32,10,Yes,3.0,256,LPDDR4X,No
24101,96,10,Yes,3.0,512,DDR5,Yes
24102,16,10,Yes,5.0,32,HBM2,No
24103,128,10,Yes,4.0,1024,LPDDR5X,Yes
24104,4,10,No,4.0,16,LPDDR5X,Yes
24105,32,3,No,5.0,512,DDR5,No
24106,32,3,Yes,3.0,64,LPDDR5X,Yes
24107,64,10,Yes,3.0,32,LPDDR5X,No
24108,32,14,No,3.0,4096,DDR4,No
24109,96,10,No,4.0,2048,DDR4,No
24110,4,14,No,4.0,2048,LPDDR4X,Yes
24111,128,5,No,3.0,64,HBM2,No
24112,128,7,No,5.0,1024,LPDDR5X,No
24113,128,3,Yes,3.0,1024,DDR5,Yes
24114,8,3,Yes,3.0,16,DDR5,Yes
24115,64,14,No,5.0,16,HBM2,Yes
24116,96,3,No,3.0,256,LPDDR5X,Yes
24117,64,10,Yes,4.0,128,HBM2,Yes
24118,12,14,No,4.0,4096,DDR4,No
24119,4,3,No,5.0,4096,DDR5,No
24120,16,14,Yes,5.0,64,HBM2,Yes
24121,16,10,Yes,3.0,512,DDR5,Yes
24122,4,7,Yes,5.0,4096,LPDDR5,No
24123,4,5,Yes,3.0,64,LPDDR5X,Yes
24124,32,14,No,3.0,32,LPDDR5X,No
24125,8,5,Yes,3.0,4096,LPDDR4X,Yes
24126,64,5,Yes,4.0,16,DDR5,Yes
24127,4,14,Yes,5.0,4096,HBM2,No
24128,96,10,Yes,5.0,128,DDR5,Yes
24129,8,10,No,5.0,128,DDR4,No
24130,2,5,Yes,4.0,4096,LPDDR5,No
24131,12,5,No,3.0,32,LPDDR4X,Yes
24132,4,10,No,3.0,32,LPDDR5X,Yes
24133,128,14,No,5.0,1024,HBM2,Yes
24134,16,14,No,5.0,4096,DDR4,Yes
24135,4,10,Yes,3.0,512,LPDDR5X,Yes
24136,128,5,No,5.0,4096,HBM2,No
24137,32,5,Yes,4.0,1024,LPDDR5X,Yes
24138,256,5,No,4.0,1024,HBM2,Yes
24139,8,10,Yes,3.0,1024,DDR5,No
24140,4,14,No,3.0,256,DDR4,Yes
24141,8,14,Yes,3.0,1024,DDR5,Yes
24142,16,10,Yes,5.0,512,HBM2,No
24143,32,3,No,4.0,256,LPDDR4X,Yes
24144,96,3,Yes,4.0,512,LPDDR5,No
24145,96,7,Yes,3.0,4096,LPDDR4X,Yes
24146,256,14,No,3.0,1024,LPDDR4X,Yes
24147,2,5,Yes,3.0,2048,DDR4,No
24148,64,14,Yes,5.0,1024,DDR5,Yes
24149,128,3,No,5.0,64,LPDDR4X,No
24150,16,10,No,5.0,4096,DDR4,No
24151,4,3,No,5.0,64,HBM2,No
24152,64,14,Yes,5.0,64,HBM2,No
24153,2,10,No,3.0,512,LPDDR5,No
24154,32,7,No,3.0,1024,LPDDR5X,No
24155,96,14,No,4.0,64,DDR5,Yes
24156,4,10,Yes,5.0,32,DDR5,Yes
24157,256,5,Yes,4.0,1024,LPDDR5,Yes
24158,256,3,No,3.0,4096,LPDDR4X,Yes
24159,8,3,Yes,3.0,512,LPDDR5,No
24160,12,7,Yes,4.0,4096,DDR4,Yes
24161,16,14,Yes,5.0,512,DDR5,No
24162,2,3,Yes,4.0,128,DDR5,Yes
24163,16,5,Yes,5.0,32,DDR4,No
24164,2,7,No,3.0,512,LPDDR5X,Yes
24165,32,14,No,5.0,4096,LPDDR5X,Yes
24166,256,10,Yes,4.0,32,LPDDR4X,No
24167,256,7,No,4.0,512,HBM2,Yes
24168,12,10,Yes,3.0,256,DDR5,No
24169,16,10,Yes,3.0,128,LPDDR5X,Yes
24170,4,10,No,4.0,64,LPDDR5X,No
24171,8,7,No,4.0,1024,DDR5,Yes
24172,256,14,Yes,4.0,2048,LPDDR4X,Yes
24173,12,14,Yes,4.0,16,LPDDR5X,No
24174,16,5,No,5.0,1024,LPDDR4X,No
24175,256,7,Yes,4.0,4096,DDR5,Yes
24176,96,14,No,5.0,2048,LPDDR5,No
24177,16,10,Yes,3.0,32,LPDDR5X,No
24178,16,10,No,4.0,512,HBM2,Yes
24179,12,5,No,4.0,2048,DDR5,No
24180,64,10,Yes,4.0,4096,LPDDR5,No
24181,96,7,Yes,3.0,1024,LPDDR5X,Yes
24182,96,7,Yes,4.0,64,DDR4,No
24183,16,14,No,4.0,4096,LPDDR5X,Yes
24184,2,3,No,5.0,512,LPDDR5,No
24185,16,7,Yes,5.0,1024,LPDDR5,Yes
24186,16,10,Yes,4.0,256,LPDDR4X,No
24187,128,7,No,4.0,1024,LPDDR4X,No
24188,2,5,Yes,4.0,4096,DDR5,No
24189,96,5,Yes,3.0,1024,LPDDR5X,No
24190,4,14,No,5.0,32,LPDDR4X,No
24191,16,10,Yes,3.0,32,HBM2,Yes
24192,32,5,No,4.0,128,LPDDR5,Yes
24193,12,3,Yes,4.0,1024,LPDDR4X,Yes
24194,16,3,No,4.0,16,LPDDR4X,No
24195,12,3,No,5.0,64,DDR4,No
24196,12,14,Yes,3.0,512,HBM2,Yes
24197,8,7,No,5.0,4096,DDR4,No
24198,96,14,Yes,5.0,512,DDR4,Yes
24199,4,3,Yes,4.0,32,LPDDR4X,No
24200,128,7,No,5.0,128,DDR5,No
24201,12,14,Yes,5.0,32,DDR5,Yes
24202,4,5,No,3.0,16,LPDDR4X,Yes
24203,16,7,Yes,4.0,16,LPDDR5X,Yes
24204,2,3,Yes,5.0,64,LPDDR5X,No
24205,32,5,Yes,4.0,512,LPDDR5X,No
24206,2,14,Yes,4.0,16,LPDDR5,No
24207,96,14,No,4.0,128,HBM2,No
24208,16,7,No,3.0,128,DDR5,Yes
24209,96,3,Yes,5.0,1024,LPDDR4X,No
24210,16,14,Yes,4.0,16,HBM2,No
24211,2,5,No,5.0,32,LPDDR4X,No
24212,32,3,Yes,3.0,1024,LPDDR5X,No
24213,128,5,Yes,5.0,16,LPDDR5,Yes
24214,128,14,Yes,3.0,512,LPDDR5X,No
24215,4,14,No,3.0,512,LPDDR5,No
24216,256,5,No,3.0,16,DDR5,No
24217,2,3,Yes,5.0,2048,LPDDR5,No
24218,12,14,No,3.0,16,LPDDR5,Yes
24219,12,7,No,4.0,256,LPDDR4X,No
24220,4,14,Yes,4.0,1024,DDR5,Yes
24221,8,14,Yes,3.0,2048,DDR4,No
24222,4,10,Yes,5.0,4096,LPDDR5,No
24223,96,5,Yes,3.0,32,LPDDR5,Yes
24224,256,7,Yes,3.0,2048,HBM2,No
24225,16,14,Yes,4.0,128,LPDDR4X,No
24226,128,3,No,4.0,128,HBM2,Yes
24227,4,14,No,3.0,64,DDR5,No
24228,16,14,Yes,5.0,64,LPDDR4X,Yes
24229,12,10,No,5.0,128,DDR5,No
24230,12,5,Yes,3.0,512,LPDDR4X,No
24231,16,10,Yes,3.0,128,HBM2,Yes
24232,16,5,Yes,3.0,2048,LPDDR4X,No
24233,16,5,Yes,4.0,256,HBM2,No
24234,12,10,No,3.0,16,LPDDR5X,Yes
24235,8,14,No,4.0,4096,LPDDR5,Yes
24236,8,5,Yes,5.0,1024,DDR5,Yes
24237,16,10,No,5.0,512,HBM2,No
24238,128,3,No,4.0,1024,LPDDR5,Yes
24239,4,5,No,5.0,64,LPDDR4X,No
24240,4,14,No,4.0,1024,LPDDR5X,No
24241,16,5,Yes,4.0,2048,LPDDR5X,Yes
24242,12,5,Yes,5.0,512,HBM2,No
24243,4,14,No,5.0,16,DDR5,No
24244,32,7,No,5.0,32,LPDDR5X,Yes
24245,96,7,No,4.0,16,DDR4,No
24246,128,3,No,5.0,16,HBM2,No
24247,256,3,No,4.0,4096,LPDDR5,No
24248,4,5,Yes,4.0,32,LPDDR4X,No
24249,8,14,Yes,4.0,512,LPDDR4X,No
24250,32,3,Yes,3.0,16,HBM2,No
24251,96,3,No,3.0,2048,LPDDR4X,No
24252,4,14,Yes,3.0,16,DDR5,Yes
24253,64,7,Yes,4.0,4096,DDR4,Yes
24254,16,10,No,5.0,2048,LPDDR5X,Yes
24255,256,3,No,4.0,2048,LPDDR4X,No
24256,16,7,Yes,5.0,4096,DDR5,No
24257,2,3,No,4.0,1024,HBM2,Yes
24258,8,3,No,3.0,256,LPDDR5X,No
24259,12,14,No,3.0,256,LPDDR4X,Yes
24260,32,7,No,4.0,1024,DDR4,Yes
24261,2,7,Yes,3.0,16,LPDDR5,Yes
24262,2,7,No,5.0,32,DDR5,Yes
24263,256,14,Yes,4.0,512,LPDDR5X,No
24264,64,14,Yes,5.0,512,DDR4,No
24265,4,5,No,4.0,16,LPDDR4X,No
24266,16,5,No,3.0,256,DDR5,No
24267,16,10,No,5.0,2048,LPDDR5X,Yes
24268,256,7,No,4.0,512,HBM2,Yes
24269,96,5,Yes,3.0,16,DDR5,No
24270,256,5,No,3.0,512,HBM2,Yes
24271,16,3,Yes,3.0,512,LPDDR4X,No
24272,12,10,Yes,3.0,128,LPDDR5X,Yes
24273,128,14,No,4.0,32,LPDDR4X,No
24274,8,10,Yes,3.0,2048,LPDDR4X,No
24275,256,5,Yes,5.0,4096,LPDDR5X,Yes
24276,128,10,Yes,4.0,256,LPDDR5,No
24277,16,5,No,5.0,16,DDR5,No
24278,256,10,No,4.0,16,LPDDR5X,Yes
24279,8,10,No,4.0,2048,LPDDR5X,Yes
24280,128,5,No,5.0,16,HBM2,Yes
24281,2,14,No,4.0,4096,HBM2,No
24282,12,7,Yes,3.0,512,DDR4,No
24283,2,3,No,4.0,128,LPDDR5,Yes
24284,12,3,No,4.0,512,DDR5,No
24285,256,5,No,3.0,4096,LPDDR4X,Yes
24286,16,7,Yes,3.0,256,HBM2,Yes
24287,96,10,No,4.0,4096,HBM2,No
24288,4,5,No,4.0,32,HBM2,No
24289,64,3,Yes,5.0,512,DDR4,Yes
24290,12,7,No,4.0,1024,HBM2,Yes
24291,96,3,No,5.0,64,DDR4,Yes
24292,8,3,Yes,3.0,32,HBM2,No
24293,16,7,Yes,3.0,128,LPDDR5X,Yes
24294,96,5,No,3.0,32,DDR5,Yes
24295,12,14,Yes,5.0,4096,HBM2,Yes
24296,96,7,No,4.0,32,LPDDR4X,No
24297,4,10,Yes,5.0,256,LPDDR5X,Yes
24298,8,3,No,5.0,64,DDR5,No
24299,4,10,No,3.0,512,HBM2,Yes
24300,96,7,No,3.0,64,DDR4,Yes
24301,12,7,No,5.0,16,HBM2,No
24302,2,14,Yes,3.0,4096,HBM2,Yes
24303,256,14,No,4.0,512,LPDDR5X,No
24304,8,10,Yes,5.0,64,DDR5,No
24305,32,14,No,5.0,32,DDR5,No
24306,64,10,Yes,4.0,128,LPDDR5,Yes
24307,96,10,Yes,3.0,32,LPDDR4X,Yes
24308,12,5,Yes,3.0,4096,DDR4,No
24309,16,7,No,3.0,256,LPDDR4X,No
24310,256,5,No,5.0,512,DDR4,Yes
24311,96,14,No,3.0,1024,LPDDR4X,No
24312,2,7,Yes,5.0,128,LPDDR5X,No
24313,128,7,Yes,4.0,256,LPDDR5,No
24314,256,5,Yes,5.0,16,LPDDR5,Yes
24315,16,10,No,4.0,2048,LPDDR4X,Yes
24316,8,7,No,3.0,32,LPDDR5X,Yes
24317,128,7,No,4.0,1024,LPDDR4X,Yes
24318,128,10,No,3.0,32,DDR4,Yes
24319,2,5,Yes,4.0,1024,LPDDR4X,No
24320,8,10,Yes,5.0,2048,LPDDR4X,No
24321,256,5,Yes,3.0,4096,LPDDR5X,No
24322,256,10,No,3.0,32,HBM2,Yes
24323,128,10,Yes,5.0,128,DDR4,No
24324,12,10,No,3.0,64,HBM2,No
24325,8,3,Yes,3.0,128,DDR4,No
24326,16,10,No,5.0,128,LPDDR4X,Yes
24327,2,10,No,3.0,4096,LPDDR5,No
24328,64,14,No,5.0,4096,LPDDR5X,Yes
24329,4,3,Yes,4.0,1024,LPDDR5,No
24330,8,3,Yes,3.0,1024,DDR4,No
24331,12,10,No,5.0,4096,LPDDR4X,Yes
24332,12,10,No,4.0,16,LPDDR5,No
24333,256,7,Yes,5.0,128,LPDDR5,Yes
24334,16,14,Yes,3.0,32,LPDDR5,Yes
24335,4,3,No,5.0,512,LPDDR5,Yes
24336,12,5,Yes,5.0,64,HBM2,No
24337,256,14,No,5.0,64,HBM2,Yes
24338,2,5,No,4.0,32,LPDDR4X,No
24339,2,10,Yes,3.0,64,LPDDR4X,Yes
24340,8,3,No,3.0,64,DDR4,No
24341,16,3,Yes,4.0,128,LPDDR5X,Yes
24342,128,3,Yes,3.0,32,LPDDR5X,No
24343,16,3,Yes,3.0,128,DDR5,No
24344,2,10,No,4.0,16,DDR4,No
24345,8,3,No,3.0,64,DDR4,No
24346,96,3,Yes,4.0,1024,LPDDR5X,No
24347,8,7,No,3.0,4096,DDR5,No
24348,2,10,No,3.0,128,LPDDR5X,Yes
24349,8,5,Yes,5.0,4096,LPDDR5X,Yes
24350,16,5,Yes,3.0,1024,LPDDR4X,No
24351,128,3,No,4.0,256,LPDDR4X,Yes
24352,256,10,No,5.0,64,DDR4,Yes
24353,12,10,Yes,4.0,256,DDR4,No
24354,256,14,No,5.0,128,LPDDR5,Yes
24355,64,3,No,3.0,2048,DDR5,No
24356,4,3,No,3.0,64,LPDDR5,Yes
24357,16,10,Yes,3.0,1024,LPDDR4X,Yes
24358,8,10,Yes,5.0,4096,DDR4,Yes
24359,256,3,Yes,3.0,2048,DDR4,No
24360,4,5,Yes,3.0,64,LPDDR5X,No
24361,256,7,Yes,3.0,32,LPDDR5,No
24362,256,5,Yes,4.0,64,HBM2,Yes
24363,16,7,No,5.0,2048,LPDDR4X,No
24364,96,14,Yes,3.0,32,HBM2,Yes
24365,2,5,Yes,5.0,32,LPDDR5X,Yes
24366,96,5,No,5.0,64,DDR4,No
24367,16,7,Yes,4.0,2048,HBM2,Yes
24368,32,7,No,4.0,32,HBM2,No
24369,64,14,No,5.0,32,LPDDR4X,Yes
24370,256,10,No,5.0,4096,DDR5,Yes
24371,128,10,Yes,4.0,32,DDR5,No
24372,128,3,No,5.0,32,LPDDR5,Yes
24373,12,3,Yes,4.0,16,LPDDR4X,No
24374,16,10,No,3.0,16,DDR5,Yes
24375,96,7,Yes,5.0,512,LPDDR5X,Yes
24376,16,14,Yes,5.0,512,LPDDR5,No
24377,96,10,No,3.0,16,DDR4,Yes
24378,2,3,Yes,4.0,4096,DDR5,No
24379,256,7,Yes,3.0,512,LPDDR5,Yes
24380,96,3,No,4.0,256,HBM2,Yes
24381,64,10,No,3.0,128,HBM2,No
24382,2,3,Yes,3.0,512,DDR4,Yes
24383,128,10,Yes,4.0,1024,LPDDR5,No
24384,64,7,No,4.0,1024,LPDDR5,Yes
24385,4,7,No,3.0,16,DDR5,Yes
24386,256,3,Yes,3.0,256,LPDDR5,No
24387,96,5,No,5.0,4096,HBM2,No
24388,128,10,No,5.0,2048,LPDDR5,No
24389,96,7,No,4.0,256,LPDDR4X,No
24390,2,3,No,4.0,512,DDR5,No
24391,128,3,No,3.0,512,HBM2,No
24392,12,5,No,5.0,64,HBM2,Yes
24393,32,10,Yes,4.0,2048,LPDDR5X,No
24394,2,10,Yes,3.0,4096,LPDDR4X,No
24395,128,10,Yes,3.0,512,LPDDR4X,No
24396,64,14,No,3.0,128,DDR5,No
24397,128,7,Yes,4.0,16,HBM2,No
24398,12,14,Yes,3.0,64,DDR4,No
24399,256,5,No,5.0,128,LPDDR5,Yes
24400,4,10,Yes,4.0,2048,HBM2,No
24401,4,7,Yes,5.0,2048,LPDDR4X,Yes
24402,64,3,Yes,3.0,16,LPDDR5,No
24403,4,5,No,5.0,64,LPDDR5X,Yes
24404,12,7,Yes,4.0,16,LPDDR5X,No
24405,12,14,Yes,3.0,1024,DDR5,Yes
24406,12,10,No,4.0,64,LPDDR5X,No
24407,8,3,No,4.0,32,HBM2,No
24408,128,5,No,3.0,2048,DDR4,Yes
24409,12,7,Yes,3.0,1024,DDR5,No
24410,8,10,Yes,4.0,512,DDR4,No
24411,2,5,No,4.0,16,LPDDR5X,No
24412,4,7,No,5.0,128,LPDDR4X,Yes
24413,128,10,No,3.0,512,DDR5,No
24414,16,5,Yes,4.0,32,DDR4,Yes
24415,256,3,No,4.0,4096,HBM2,Yes
24416,2,7,No,3.0,256,LPDDR5X,No
24417,128,3,Yes,4.0,512,LPDDR5X,No
24418,4,10,Yes,5.0,256,LPDDR4X,Yes
24419,64,5,No,3.0,4096,DDR5,No
24420,8,14,Yes,4.0,16,DDR4,No
24421,4,5,Yes,5.0,512,LPDDR4X,Yes
24422,128,7,Yes,3.0,32,DDR4,No
24423,64,7,No,5.0,32,LPDDR5,Yes
24424,2,14,No,3.0,64,LPDDR5,No
24425,128,3,No,3.0,2048,DDR5,Yes
24426,12,10,Yes,5.0,1024,HBM2,Yes
24427,2,3,No,5.0,32,DDR5,Yes
24428,96,7,Yes,5.0,32,LPDDR5,No
24429,4,14,No,3.0,256,LPDDR4X,Yes
24430,64,3,Yes,4.0,4096,HBM2,Yes
24431,2,3,No,3.0,128,DDR4,Yes
24432,64,5,No,5.0,128,LPDDR5X,No
24433,96,14,No,3.0,64,LPDDR5X,No
24434,64,10,No,3.0,1024,DDR5,No
24435,32,10,No,3.0,4096,LPDDR4X,Yes
24436,12,7,Yes,3.0,256,LPDDR5,Yes
24437,96,14,Yes,5.0,16,DDR5,No
24438,16,3,Yes,3.0,128,DDR4,No
24439,32,5,Yes,5.0,1024,LPDDR5X,Yes
24440,8,7,No,4.0,16,LPDDR4X,No
24441,8,5,No,5.0,2048,LPDDR5,Yes
24442,64,5,No,4.0,32,DDR5,No
24443,96,7,No,4.0,2048,LPDDR5X,Yes
24444,32,3,No,4.0,16,LPDDR4X,Yes
24445,256,5,No,5.0,2048,LPDDR5X,No
24446,12,7,Yes,4.0,64,HBM2,No
24447,128,10,Yes,4.0,4096,HBM2,No
24448,128,10,Yes,4.0,32,HBM2,Yes
24449,16,5,No,3.0,512,LPDDR5,Yes
24450,96,3,Yes,5.0,256,DDR4,No
24451,256,3,No,3.0,32,DDR5,Yes
24452,8,5,No,5.0,64,DDR5,Yes
24453,8,7,Yes,3.0,2048,LPDDR5X,Yes
24454,256,7,Yes,3.0,32,HBM2,Yes
24455,256,5,No,3.0,64,LPDDR5X,No
24456,96,7,No,5.0,64,LPDDR5,Yes
24457,64,10,No,5.0,2048,LPDDR4X,Yes
24458,12,14,Yes,4.0,64,LPDDR4X,No
24459,128,10,No,3.0,32,DDR5,No
24460,4,14,No,3.0,4096,LPDDR5,Yes
24461,8,14,Yes,5.0,32,LPDDR5X,No
24462,32,5,No,4.0,16,LPDDR5,Yes
24463,4,5,Yes,5.0,32,HBM2,Yes
24464,2,3,Yes,3.0,4096,HBM2,Yes
24465,8,3,No,5.0,1024,LPDDR5X,Yes
24466,16,14,Yes,5.0,512,DDR4,Yes
24467,4,5,No,3.0,32,DDR4,Yes
24468,32,3,Yes,5.0,32,LPDDR5,No
24469,2,7,Yes,4.0,1024,LPDDR5,Yes
24470,8,14,Yes,5.0,1024,HBM2,No
24471,32,14,Yes,3.0,16,DDR5,No
24472,64,10,No,5.0,128,DDR4,Yes
24473,256,10,No,3.0,16,DDR5,No
24474,8,7,Yes,5.0,128,LPDDR5X,No
24475,96,5,No,5.0,64,LPDDR4X,No
24476,256,3,No,4.0,16,HBM2,Yes
24477,64,5,Yes,5.0,512,HBM2,No
24478,4,3,Yes,3.0,256,DDR4,No
24479,96,10,Yes,4.0,128,HBM2,Yes
24480,64,10,No,5.0,32,DDR4,Yes
24481,256,10,No,4.0,1024,HBM2,Yes
24482,12,7,No,5.0,128,DDR4,No
24483,4,7,No,4.0,16,LPDDR5,No
24484,2,10,No,5.0,1024,LPDDR5,Yes
24485,64,10,Yes,4.0,16,DDR5,Yes
24486,32,14,No,4.0,512,DDR4,Yes
24487,2,5,No,5.0,2048,DDR4,Yes
24488,64,14,No,5.0,1024,DDR5,Yes
24489,12,10,No,4.0,64,DDR5,Yes
24490,2,14,No,3.0,4096,LPDDR5,No
24491,96,14,Yes,3.0,32,DDR4,No
24492,4,5,No,5.0,64,LPDDR5,No
24493,16,10,No,3.0,1024,HBM2,No
24494,128,14,Yes,5.0,256,LPDDR5X,No
24495,2,3,Yes,4.0,128,LPDDR5X,Yes
24496,64,3,Yes,5.0,256,HBM2,No
24497,256,14,Yes,4.0,16,LPDDR5,Yes
24498,96,10,No,5.0,128,HBM2,No
24499,12,10,Yes,3.0,16,DDR5,No
24500,256,7,Yes,5.0,256,DDR5,No
24501,128,14,No,3.0,64,LPDDR5,No
24502,2,3,No,3.0,32,DDR5,Yes
24503,128,7,Yes,5.0,128,HBM2,No
24504,64,10,No,4.0,4096,HBM2,Yes
24505,16,7,Yes,3.0,2048,LPDDR5,Yes
24506,256,7,Yes,4.0,32,LPDDR5X,Yes
24507,12,7,No,3.0,64,LPDDR5X,Yes
24508,64,14,Yes,3.0,512,LPDDR5,Yes
24509,8,3,Yes,3.0,4096,HBM2,No
24510,8,10,Yes,5.0,256,LPDDR5X,Yes
24511,256,14,Yes,5.0,128,LPDDR5,No
24512,8,10,Yes,5.0,64,LPDDR4X,No
24513,256,14,No,3.0,512,LPDDR5X,No
24514,16,3,Yes,3.0,32,DDR5,Yes
24515,2,10,Yes,3.0,4096,LPDDR4X,No
24516,2,7,Yes,3.0,2048,LPDDR5X,No
24517,4,5,Yes,4.0,32,LPDDR5X,Yes
24518,2,3,Yes,5.0,2048,DDR5,No
24519,8,3,No,5.0,1024,LPDDR4X,Yes
24520,4,14,No,4.0,256,HBM2,Yes
24521,8,10,No,3.0,256,LPDDR4X,Yes
24522,16,5,Yes,3.0,128,DDR4,Yes
24523,128,7,Yes,4.0,512,LPDDR4X,No
24524,96,10,No,5.0,512,DDR5,Yes
24525,12,14,Yes,4.0,2048,LPDDR4X,Yes
24526,8,5,No,5.0,2048,DDR4,No
24527,64,10,No,3.0,4096,HBM2,No
24528,16,5,Yes,3.0,512,DDR5,No
24529,4,7,Yes,3.0,1024,LPDDR5,Yes
24530,96,14,No,5.0,2048,LPDDR4X,Yes
24531,256,10,No,4.0,16,DDR5,Yes
24532,12,3,No,4.0,64,LPDDR5,Yes
24533,4,14,Yes,5.0,64,DDR5,Yes
24534,96,14,No,3.0,2048,HBM2,No
24535,8,5,No,4.0,128,LPDDR4X,No
24536,12,10,No,3.0,16,DDR5,No
24537,16,7,No,5.0,16,DDR4,Yes
24538,96,3,No,4.0,32,DDR4,No
24539,64,10,No,4.0,4096,LPDDR4X,No
24540,64,7,Yes,4.0,512,LPDDR5,No
24541,128,14,No,3.0,64,HBM2,Yes
24542,2,3,No,3.0,16,DDR5,No
24543,16,14,Yes,3.0,512,LPDDR5,No
24544,4,3,No,4.0,128,LPDDR5X,No
24545,256,7,Yes,3.0,256,LPDDR5X,Yes
24546,8,10,No,5.0,64,DDR4,Yes
24547,32,10,Yes,4.0,16,HBM2,Yes
24548,64,14,Yes,3.0,256,HBM2,No
24549,4,7,No,5.0,512,LPDDR5,No
24550,32,7,Yes,5.0,64,LPDDR4X,Yes
24551,128,3,No,3.0,4096,LPDDR5X,Yes
24552,12,3,Yes,3.0,4096,LPDDR5X,Yes
24553,8,5,Yes,4.0,256,LPDDR5,Yes
24554,8,7,No,3.0,1024,LPDDR5,Yes
24555,96,5,Yes,3.0,128,LPDDR5X,Yes
24556,12,3,No,4.0,16,LPDDR5X,No
24557,4,14,No,4.0,32,DDR4,No
24558,16,3,Yes,3.0,2048,LPDDR5X,No
24559,96,5,No,3.0,4096,LPDDR4X,No
24560,128,3,No,5.0,128,LPDDR5,Yes
24561,256,5,Yes,3.0,64,LPDDR4X,Yes
24562,96,10,No,3.0,1024,LPDDR5,No
24563,32,14,No,3.0,128,DDR5,No
24564,96,14,No,5.0,1024,DDR5,No
24565,128,3,No,4.0,32,HBM2,No
24566,32,7,No,5.0,64,HBM2,Yes
24567,32,3,Yes,3.0,2048,LPDDR4X,No
