chicken_id,breed_id,farm_id,farmer_id,gender,hatch_date,age_days,weight_kg,height_cm,production_type,health_status,vaccination_status,egg_production_weekly,province,feed_type_id,market_value
1421,9,153,55,Female,12/18/2022,379,1.52,30.8,Ornamental,Under Treatment,None,0,Lampung,8,141168
1422,3,79,64,Male,6/25/2023,190,2.94,43,Fighting,Under Treatment,Complete,0,Kalimantan Selatan,4,60704
1423,7,64,18,Male,12/25/2022,372,4.29,68.3,Meat,Under Treatment,Partial,0,Jawa Tengah,4,52099
1424,11,190,69,Male,10/31/2022,427,2.31,28.3,Egg,Healthy,None,6,Sulawesi Selatan,4,115209
1425,5,107,9,Female,5/9/2023,237,2.46,63.5,Fighting,Under Treatment,Partial,0,Lampung,8,30970
1426,10,62,29,Male,11/5/2022,422,2.58,55.5,Ornamental,Healthy,None,0,DI Yogyakarta,2,29724
1427,11,143,35,Female,12/8/2022,389,3.25,42.2,Dual Purpose,Healthy,None,0,Bali,7,91908
1428,7,33,49,Female,5/20/2022,591,3.85,54.1,Dual Purpose,Recovered,Complete,4,Sumatera Utara,1,112602
1429,13,93,99,Male,7/20/2023,165,2.74,36.6,Fighting,Minor Issues,Partial,0,Kalimantan Selatan,7,61330
1430,9,51,83,Female,9/29/2023,94,1.19,25.8,Ornamental,Recovered,Complete,6,Sumatera Utara,3,142051
1431,5,55,84,Female,10/25/2022,433,1.49,55.3,Dual Purpose,Minor Issues,Complete,0,Lampung,1,48516
1432,1,106,6,Female,11/9/2023,53,3.72,65.5,Fighting,Under Treatment,Partial,5,Jawa Tengah,4,51125
1433,11,39,65,Male,8/13/2023,141,1.89,63.9,Fighting,Recovered,Partial,0,Kalimantan Selatan,3,80684
1434,5,19,11,Female,2/28/2023,307,2.93,53.5,Meat,Minor Issues,Partial,0,DI Yogyakarta,4,105457
1435,2,52,29,Male,10/2/2023,91,3.04,55.7,Ornamental,Recovered,None,0,DI Yogyakarta,7,54052
1436,12,69,43,Male,1/19/2022,712,2.94,36.6,Ornamental,Under Treatment,Partial,0,Sulawesi Selatan,6,84065
1437,2,74,15,Female,1/28/2022,703,3.89,37,Dual Purpose,Healthy,Complete,6,Jawa Timur,1,45488
1438,5,35,49,Male,9/24/2023,99,4.31,54.7,Fighting,Recovered,Partial,1,Jawa Barat,4,81090
1439,9,7,79,Male,2/27/2022,673,1.84,29.3,Egg,Under Treatment,Partial,5,Sumatera Utara,3,114314
1440,1,39,48,Male,6/18/2023,197,4.02,65.7,Ornamental,Under Treatment,Partial,2,Banten,3,47669
1441,3,88,72,Female,7/7/2023,178,0.85,64,Ornamental,Minor Issues,Partial,0,Sulawesi Selatan,1,87024
1442,8,26,23,Female,7/12/2023,173,2.01,28.1,Dual Purpose,Recovered,Complete,0,Banten,7,124419
1443,10,106,35,Male,3/1/2023,306,2.21,49.2,Egg,Recovered,None,5,Sulawesi Selatan,5,122703
1444,5,112,74,Female,6/14/2023,201,1.22,31.3,Dual Purpose,Minor Issues,Complete,0,Jawa Barat,3,32520
1445,9,43,57,Male,1/6/2023,360,2.57,44.5,Egg,Healthy,Partial,0,Sumatera Utara,7,118547
1446,13,70,30,Female,8/3/2022,516,2.35,69,Meat,Healthy,Complete,0,DI Yogyakarta,6,61910
1447,10,160,7,Female,1/18/2022,713,4.23,55,Egg,Under Treatment,None,4,Jawa Barat,2,135977
1448,15,198,80,Female,4/18/2022,623,1.64,63.4,Fighting,Healthy,Partial,0,Banten,7,120653
1449,6,110,23,Female,8/24/2022,495,1.8,51.3,Ornamental,Under Treatment,None,5,Sulawesi Selatan,3,145779
1450,2,126,87,Female,6/24/2022,556,1.97,28.5,Meat,Minor Issues,None,0,Sulawesi Selatan,4,86329
1451,8,62,76,Male,8/13/2022,506,4.23,31.5,Ornamental,Healthy,Complete,1,Jawa Timur,1,61081
1452,7,13,47,Male,9/22/2023,101,3.71,35.1,Fighting,Minor Issues,Partial,0,Jawa Timur,4,98175
1453,5,102,10,Female,9/7/2023,116,3.89,60.6,Ornamental,Recovered,Partial,0,Lampung,2,96830
1454,3,193,38,Female,3/25/2023,282,1.15,25.4,Fighting,Recovered,Complete,0,Sulawesi Selatan,6,64831
1455,12,186,43,Male,4/7/2023,269,2.7,57.4,Meat,Minor Issues,None,0,Jawa Barat,4,149584
1456,7,168,59,Female,5/8/2022,603,2.34,51.7,Meat,Recovered,Complete,0,Sumatera Utara,4,67964
1457,7,181,62,Male,3/8/2023,299,3.6,63.4,Dual Purpose,Healthy,Partial,6,Sulawesi Selatan,3,64809
1458,3,58,77,Female,6/14/2022,566,4.08,49.9,Egg,Recovered,Partial,0,Jawa Barat,1,149684
1459,1,128,60,Female,5/10/2022,601,1.8,61.3,Ornamental,Healthy,Complete,7,Sulawesi Selatan,2,98717
1460,11,146,42,Female,12/5/2023,27,1.6,52.4,Fighting,Healthy,None,7,Kalimantan Selatan,5,47953
1461,10,17,41,Female,10/14/2022,444,1.23,57.6,Dual Purpose,Healthy,Partial,3,Bali,7,146622
1462,11,80,54,Female,10/24/2023,69,2.08,43.2,Dual Purpose,Under Treatment,Complete,0,Jawa Timur,8,71100
1463,15,195,58,Male,9/25/2023,98,0.99,31.4,Egg,Healthy,None,0,Sumatera Utara,8,79007
1464,7,55,40,Female,4/19/2023,257,1.27,64,Ornamental,Recovered,Complete,0,Jawa Tengah,2,70293
1465,1,164,7,Male,3/13/2022,659,2.09,64.6,Meat,Under Treatment,Complete,0,Sulawesi Selatan,1,127422
1466,7,44,43,Female,9/29/2022,459,3.96,27.9,Ornamental,Minor Issues,Partial,4,Banten,7,109468
1467,7,150,54,Female,6/9/2022,571,1.42,58.3,Egg,Healthy,None,4,Banten,3,142694
1468,2,193,35,Female,11/3/2022,424,1.07,39.1,Meat,Under Treatment,None,2,Bali,1,119502
1469,14,173,6,Male,5/12/2022,599,4.18,29.1,Egg,Recovered,None,0,DI Yogyakarta,6,73436
1470,15,75,58,Female,3/19/2022,653,1.44,60.5,Fighting,Under Treatment,Partial,0,Jawa Tengah,4,68229
1471,15,28,12,Female,7/19/2023,166,2.98,25.3,Dual Purpose,Minor Issues,Complete,6,DI Yogyakarta,8,40048
1472,1,26,80,Female,11/23/2023,39,1.59,35,Fighting,Healthy,Partial,0,Kalimantan Selatan,6,33105
1473,3,89,85,Male,1/4/2023,362,1.55,58.4,Dual Purpose,Recovered,Partial,7,Kalimantan Selatan,3,97693
1474,14,121,26,Female,6/23/2022,557,2.33,29.6,Ornamental,Minor Issues,Partial,0,Kalimantan Selatan,6,70949
1475,11,119,31,Female,10/5/2023,88,1.84,61.4,Meat,Minor Issues,Partial,0,Jawa Timur,5,37203
1476,2,198,13,Female,10/13/2023,80,3.75,49.2,Meat,Under Treatment,None,0,Jawa Timur,7,140749
1477,14,153,64,Male,4/11/2022,630,4.26,32.7,Egg,Minor Issues,None,0,Sulawesi Selatan,7,28966
1478,9,90,79,Female,8/29/2022,490,1.14,60.7,Egg,Minor Issues,None,0,Sulawesi Selatan,1,26324
1479,13,50,92,Female,2/2/2023,333,3.99,64.8,Meat,Healthy,Partial,3,Jawa Timur,5,124761
1480,14,100,39,Female,3/7/2022,665,0.94,58,Meat,Under Treatment,Partial,1,Kalimantan Selatan,1,81357
1481,12,6,37,Male,12/24/2022,373,1.36,30.5,Egg,Recovered,Partial,1,Kalimantan Selatan,7,144447
1482,6,54,80,Male,12/17/2022,380,1.35,67.1,Dual Purpose,Minor Issues,Complete,7,Sulawesi Selatan,3,36289
1483,9,77,77,Male,4/8/2022,633,2.95,56.4,Fighting,Healthy,Complete,0,Bali,2,109209
1484,4,62,39,Female,9/30/2023,93,1.21,32.1,Egg,Under Treatment,Partial,2,Bali,8,134113
1485,7,123,32,Male,4/4/2023,272,3.06,50.7,Egg,Recovered,Complete,7,Bali,1,76407
1486,13,44,95,Male,12/24/2023,8,3.25,64.4,Ornamental,Under Treatment,None,1,Jawa Tengah,5,64466
1487,3,6,13,Male,2/7/2023,328,1.07,60.7,Egg,Healthy,Complete,3,Sumatera Utara,7,72159
1488,12,5,29,Male,5/6/2022,605,1.64,61.2,Dual Purpose,Healthy,None,0,Banten,6,62266
1489,7,100,81,Male,4/23/2022,618,3.96,60.1,Dual Purpose,Minor Issues,None,0,Banten,6,147810
1490,6,20,64,Male,3/19/2022,653,4.35,57.6,Ornamental,Recovered,Partial,0,DI Yogyakarta,2,120722
1491,6,186,21,Male,6/6/2023,209,4.36,40.9,Egg,Recovered,None,3,Bali,4,58423
1492,5,159,23,Male,12/12/2023,20,2.48,43.4,Fighting,Recovered,Partial,0,Bali,3,130674
1493,12,54,91,Male,10/26/2022,432,0.86,52,Meat,Minor Issues,Complete,3,Sulawesi Selatan,5,122015
1494,14,51,39,Female,10/29/2022,429,2.93,63.9,Meat,Healthy,None,4,Jawa Barat,2,91369
1495,15,160,6,Female,7/21/2023,164,1.94,65.7,Dual Purpose,Under Treatment,Partial,4,Kalimantan Selatan,8,107066
1496,2,19,2,Male,5/18/2022,593,1.88,28.8,Ornamental,Recovered,Partial,0,Sumatera Utara,3,59852
1497,1,114,19,Female,9/4/2022,484,2.69,47.3,Dual Purpose,Minor Issues,None,0,DI Yogyakarta,7,99883
1498,10,167,29,Female,12/29/2022,368,1.8,36.4,Ornamental,Healthy,None,4,Lampung,7,122776
1499,13,1,97,Female,3/16/2022,656,3.64,35.3,Ornamental,Minor Issues,Partial,2,Sulawesi Selatan,7,130120
1500,8,115,23,Female,10/11/2023,82,4.43,30,Fighting,Under Treatment,None,0,Sulawesi Selatan,7,116981
1501,9,178,77,Female,10/6/2023,87,2.8,25.8,Meat,Minor Issues,Complete,0,DI Yogyakarta,3,97166
1502,8,64,85,Female,12/15/2022,382,2.66,53.9,Fighting,Minor Issues,None,5,Jawa Timur,4,66311
1503,5,65,45,Female,8/20/2023,134,2.67,64.7,Meat,Recovered,Complete,0,Banten,4,92492
1504,15,198,36,Female,1/30/2023,336,2.73,62.4,Ornamental,Minor Issues,Partial,7,Bali,7,144101
1505,1,48,4,Female,11/14/2023,48,2.82,35.2,Ornamental,Minor Issues,None,0,Lampung,2,29047
1506,15,127,53,Female,6/21/2022,559,2.18,31.2,Meat,Under Treatment,None,2,Jawa Barat,3,138158
1507,11,106,49,Male,11/4/2023,58,3.66,35.5,Meat,Under Treatment,Partial,0,Banten,8,31007
1508,12,66,15,Male,6/29/2022,551,2.33,67.7,Ornamental,Healthy,Complete,0,Sumatera Utara,6,109230
1509,12,80,71,Female,3/8/2022,664,2.56,41.1,Meat,Under Treatment,Partial,2,Sumatera Utara,2,29685
1510,9,82,85,Female,11/12/2023,50,2.51,28,Ornamental,Recovered,Partial,0,Lampung,7,101243
1511,14,87,71,Male,8/1/2022,518,2.63,34.2,Egg,Under Treatment,Partial,1,Jawa Tengah,1,129054
1512,1,75,77,Female,9/20/2022,468,1.09,57,Meat,Healthy,None,4,DI Yogyakarta,6,57802
1513,4,83,81,Male,7/15/2022,535,4.2,34.5,Dual Purpose,Under Treatment,Complete,7,Sumatera Utara,2,103196
1514,7,79,20,Female,7/29/2023,156,1.35,48.6,Meat,Recovered,Complete,0,Banten,6,108068
1515,14,116,32,Male,6/23/2023,192,1.42,56.3,Ornamental,Recovered,None,0,Sumatera Utara,8,57942
1516,12,138,37,Male,10/2/2022,456,0.95,45.5,Dual Purpose,Under Treatment,None,0,Lampung,3,43926
1517,10,195,18,Male,10/11/2023,82,4.34,38.3,Dual Purpose,Minor Issues,Complete,0,Jawa Barat,5,26185
1518,7,195,76,Female,12/1/2022,396,2.04,63.2,Ornamental,Under Treatment,None,0,DI Yogyakarta,2,144472
1519,8,166,70,Male,8/6/2022,513,1.97,57.4,Egg,Under Treatment,Partial,0,Lampung,6,34533
1520,6,54,54,Female,12/29/2023,3,1.46,62.2,Fighting,Recovered,Partial,0,Jawa Barat,2,31958
1521,10,45,71,Female,7/26/2023,159,2.22,30.1,Meat,Healthy,Complete,0,Banten,6,103455
1522,5,51,36,Female,4/21/2022,620,1.95,63.2,Dual Purpose,Healthy,Complete,0,Jawa Barat,6,139992
1523,3,143,83,Male,11/8/2023,54,1.77,51.9,Egg,Minor Issues,Partial,6,Sulawesi Selatan,6,48747
1524,7,181,94,Female,10/26/2022,432,1.89,34.2,Meat,Healthy,Partial,0,Bali,8,58093
1525,6,182,53,Male,9/24/2023,99,1.4,58.9,Meat,Recovered,Complete,0,Sulawesi Selatan,2,84301
1526,10,136,22,Female,7/7/2022,543,1.71,26.4,Ornamental,Recovered,None,1,Jawa Tengah,2,29680
1527,6,133,51,Female,5/22/2023,224,1.05,50.5,Ornamental,Recovered,None,0,Sulawesi Selatan,3,32437
1528,12,85,23,Male,2/20/2023,315,4.44,58.5,Meat,Healthy,None,0,Jawa Timur,1,112179
1529,4,36,89,Female,9/16/2022,472,2.56,56.4,Fighting,Healthy,Complete,5,Jawa Tengah,5,146202
1530,14,149,21,Female,3/20/2023,287,2.98,46.8,Dual Purpose,Healthy,Complete,0,DI Yogyakarta,7,27903
1531,2,95,96,Female,10/1/2023,92,3.06,25.9,Ornamental,Minor Issues,Complete,0,DI Yogyakarta,2,133111
1532,5,30,91,Female,8/26/2022,493,3.24,31.5,Ornamental,Recovered,Partial,5,Banten,5,113405
1533,11,68,38,Female,10/1/2022,457,3.81,44.2,Fighting,Under Treatment,Partial,0,Sumatera Utara,6,131349
1534,12,63,83,Male,7/28/2022,522,4.44,39.2,Meat,Minor Issues,Complete,0,Bali,5,67483
1535,3,57,87,Male,11/21/2022,406,2.6,42.2,Fighting,Minor Issues,Partial,1,Kalimantan Selatan,3,48653
1536,3,119,93,Female,8/6/2023,148,4.35,64.1,Egg,Recovered,Partial,0,Sumatera Utara,7,38442
1537,11,17,16,Female,9/3/2023,120,4.41,69.1,Fighting,Healthy,None,0,Jawa Timur,4,36391
1538,6,61,2,Female,6/15/2023,200,2.8,52.8,Dual Purpose,Recovered,Partial,4,Jawa Tengah,1,117007
1539,13,151,18,Female,1/23/2022,708,1.84,29.1,Ornamental,Recovered,Complete,0,Sulawesi Selatan,8,113986
1540,11,145,93,Female,1/16/2022,715,2.89,32.9,Ornamental,Minor Issues,Partial,7,Lampung,7,139789
1541,7,196,82,Female,4/21/2023,255,2.63,69.9,Meat,Recovered,Partial,0,Jawa Barat,1,71889
1542,6,126,82,Male,10/24/2022,434,1.59,61.4,Ornamental,Healthy,Complete,0,Banten,5,114904
1543,14,59,76,Female,3/18/2023,289,2.84,52.3,Egg,Healthy,None,0,Sumatera Utara,8,36846
1544,7,38,24,Female,11/11/2022,416,2.47,65.7,Egg,Under Treatment,None,7,Jawa Tengah,7,76258
1545,7,63,47,Female,7/9/2023,176,3.98,67,Egg,Minor Issues,None,0,Jawa Timur,8,74657
1546,15,92,93,Female,2/16/2023,319,1.13,43.4,Egg,Healthy,None,0,Jawa Barat,3,143445
1547,10,125,86,Female,5/28/2022,583,4.36,62.1,Dual Purpose,Minor Issues,Complete,6,DI Yogyakarta,8,74420
1548,11,19,77,Female,7/9/2022,541,2.39,31.9,Meat,Healthy,Partial,0,Kalimantan Selatan,8,26232
1549,11,94,93,Female,3/21/2022,651,2.27,44.1,Dual Purpose,Minor Issues,Complete,0,Bali,8,103076
1550,5,69,78,Female,3/28/2022,644,0.96,68.1,Dual Purpose,Minor Issues,Partial,0,Lampung,5,38491
1551,9,22,97,Male,9/22/2023,101,3.39,59.7,Ornamental,Minor Issues,None,6,Jawa Barat,3,103084
1552,15,56,94,Female,12/4/2022,393,4.5,59.9,Egg,Healthy,None,0,Bali,1,82394
1553,9,146,82,Female,4/27/2022,614,3.85,28.4,Ornamental,Minor Issues,None,0,Jawa Timur,7,55195
1554,4,50,42,Female,4/8/2023,268,0.82,58,Fighting,Healthy,Complete,0,Banten,1,76835
1555,14,187,32,Female,1/28/2023,338,1.4,54.9,Egg,Minor Issues,None,1,Jawa Timur,4,42581
1556,14,116,94,Female,2/28/2022,672,2.8,40.3,Ornamental,Healthy,None,0,Jawa Timur,7,62022
1557,14,111,7,Female,7/5/2022,545,2.38,39.2,Dual Purpose,Healthy,Partial,4,Jawa Tengah,2,116396
1558,10,131,91,Female,10/27/2023,66,2.65,32.3,Dual Purpose,Minor Issues,None,0,Jawa Tengah,1,52723
1559,5,179,17,Male,3/25/2022,647,2.98,30.1,Meat,Recovered,Complete,6,Sulawesi Selatan,2,60505
1560,13,128,83,Female,8/7/2023,147,2.6,34.7,Ornamental,Minor Issues,Partial,0,Banten,6,142049
1561,14,41,30,Female,6/5/2023,210,0.97,46.7,Fighting,Recovered,Complete,0,Jawa Tengah,8,92413
1562,6,166,65,Male,11/30/2023,32,1.72,47.9,Egg,Recovered,None,0,Jawa Barat,1,147928
1563,6,19,67,Female,1/7/2023,359,3.17,65,Meat,Minor Issues,Complete,3,Jawa Timur,3,50210
1564,7,93,43,Male,12/19/2023,13,4.28,51,Fighting,Healthy,Partial,0,Jawa Timur,6,78700
1565,8,49,46,Female,10/24/2023,69,3.68,63.6,Egg,Minor Issues,None,0,Jawa Timur,6,113182
1566,5,17,19,Male,9/3/2022,485,3.6,40.1,Dual Purpose,Minor Issues,None,0,Lampung,1,47787
1567,7,102,65,Male,10/20/2023,73,1.06,27.6,Fighting,Healthy,Partial,7,DI Yogyakarta,3,141289
1568,14,15,69,Male,12/23/2023,9,2.1,32.4,Ornamental,Minor Issues,None,0,DI Yogyakarta,4,90500
1569,3,40,35,Female,2/25/2023,310,4.36,39.1,Dual Purpose,Under Treatment,Partial,1,Jawa Barat,3,72603
1570,7,174,1,Male,11/1/2022,426,4.07,41.5,Egg,Recovered,Partial,0,Jawa Barat,8,97633
1571,8,75,37,Male,1/28/2023,338,1.76,52.7,Dual Purpose,Under Treatment,Complete,0,Banten,8,96834
1572,11,135,59,Female,7/8/2023,177,2.85,31.3,Ornamental,Healthy,Partial,0,Lampung,7,34083
1573,15,89,71,Male,4/16/2022,625,3.51,46.1,Fighting,Minor Issues,None,0,Jawa Timur,3,81184
1574,8,2,53,Female,10/30/2023,63,3.07,45.9,Ornamental,Recovered,None,0,Jawa Barat,5,127496
1575,13,59,24,Male,10/6/2022,452,2.79,37.9,Ornamental,Minor Issues,Complete,4,Bali,1,102064
1576,15,132,4,Male,3/28/2022,644,2.77,57.4,Egg,Under Treatment,Partial,0,Sumatera Utara,1,112507
1577,8,132,31,Female,9/6/2022,482,4.03,63.4,Egg,Minor Issues,None,0,Bali,1,134433
1578,11,68,60,Female,3/29/2022,643,1.92,41.6,Fighting,Healthy,Complete,0,Sulawesi Selatan,1,135427
1579,4,49,81,Female,9/7/2023,116,3.76,55.8,Dual Purpose,Recovered,Complete,0,Jawa Timur,4,31843
1580,5,101,47,Female,3/22/2023,285,3.33,69.5,Egg,Healthy,None,0,DI Yogyakarta,5,49790
1581,5,151,42,Male,9/22/2022,466,3.94,69.6,Meat,Minor Issues,Complete,0,Lampung,7,27139
1582,8,94,63,Female,6/10/2022,570,4.44,34,Egg,Under Treatment,None,2,DI Yogyakarta,5,61204
1583,13,2,10,Male,2/25/2023,310,0.81,33.2,Dual Purpose,Under Treatment,Partial,0,Kalimantan Selatan,4,50064
1584,13,90,95,Male,5/15/2023,231,4.39,37.6,Meat,Recovered,Complete,1,DI Yogyakarta,2,55552
1585,14,192,33,Male,11/22/2023,40,3.95,47.6,Ornamental,Under Treatment,None,2,Jawa Barat,6,135043
1586,1,178,7,Male,7/20/2022,530,1.65,41.8,Meat,Under Treatment,Complete,5,Jawa Barat,6,86271
1587,8,35,12,Male,9/16/2023,107,1.47,59.1,Dual Purpose,Minor Issues,None,5,Kalimantan Selatan,8,109220
1588,2,41,88,Male,10/25/2022,433,3.35,38,Dual Purpose,Minor Issues,None,2,Banten,5,98112
1589,11,120,34,Male,1/18/2022,713,1.57,53.6,Egg,Recovered,Complete,0,Lampung,3,59978
1590,11,164,8,Female,4/14/2023,262,2.67,28.8,Dual Purpose,Recovered,Partial,0,Bali,3,25865
1591,5,198,50,Female,9/15/2023,108,4.17,55.2,Egg,Under Treatment,Complete,0,Sumatera Utara,5,66586
1592,5,193,87,Female,11/4/2022,423,4.4,55.1,Fighting,Recovered,Complete,2,Sulawesi Selatan,1,38891
1593,8,76,37,Female,2/21/2022,679,3.84,45.9,Dual Purpose,Healthy,Partial,1,Sumatera Utara,2,51677
1594,10,3,89,Male,9/10/2022,478,3.92,49.4,Egg,Healthy,None,0,Jawa Timur,4,50831
1595,11,22,2,Male,1/15/2023,351,2.49,38,Fighting,Minor Issues,None,2,Lampung,4,25035
1596,5,77,54,Female,11/28/2023,34,2.9,65.9,Fighting,Under Treatment,None,0,Sulawesi Selatan,8,116062
1597,3,113,61,Female,2/16/2022,684,2.56,42.5,Meat,Minor Issues,None,2,Sulawesi Selatan,7,29804
1598,6,76,4,Female,12/18/2022,379,3.16,28.6,Fighting,Minor Issues,Partial,0,Bali,1,64584
1599,9,124,61,Female,1/31/2022,700,4.01,33.8,Egg,Minor Issues,Complete,0,Sulawesi Selatan,2,40521
1600,8,101,53,Male,11/24/2023,38,3.52,31.5,Egg,Healthy,Partial,0,Jawa Tengah,6,72539
1601,8,144,62,Male,4/2/2023,274,0.89,44,Egg,Recovered,Complete,0,Jawa Timur,6,134474
1602,1,163,74,Male,7/6/2023,179,1.51,27.4,Dual Purpose,Recovered,Partial,0,Sumatera Utara,8,121446
1603,8,167,19,Male,1/14/2022,717,1.89,36.7,Meat,Recovered,None,0,Sumatera Utara,3,95546
1604,9,45,55,Female,11/4/2022,423,4.32,67,Meat,Under Treatment,None,0,Banten,8,105654
1605,5,181,86,Male,10/7/2022,451,1.78,45.8,Meat,Under Treatment,Partial,0,Sulawesi Selatan,7,114658
1606,2,110,77,Male,6/15/2022,565,3.23,45.8,Ornamental,Healthy,Partial,0,Kalimantan Selatan,5,89911
1607,7,88,91,Male,11/18/2023,44,4.06,67.7,Ornamental,Under Treatment,Partial,4,Sulawesi Selatan,2,122278
1608,3,177,62,Female,1/26/2023,340,2.97,46.5,Egg,Under Treatment,Complete,0,Banten,5,126112
1609,4,164,77,Male,7/4/2022,546,2.16,31.3,Meat,Recovered,None,5,Jawa Timur,1,91532
1610,1,87,59,Female,10/23/2022,435,2.12,40.6,Dual Purpose,Minor Issues,None,0,Kalimantan Selatan,5,118353
1611,9,103,73,Female,2/1/2022,699,2.46,63.2,Ornamental,Under Treatment,Complete,0,Jawa Tengah,2,29977
1612,12,40,97,Male,9/1/2022,487,1,32.5,Dual Purpose,Under Treatment,None,0,Bali,4,137354
1613,6,81,91,Male,9/9/2023,114,3.59,44.2,Fighting,Under Treatment,Partial,0,Jawa Tengah,5,125161
1614,12,57,21,Female,12/3/2023,29,1.1,57.8,Egg,Minor Issues,Complete,0,Jawa Tengah,7,79487
1615,3,119,39,Male,6/29/2023,186,1.56,34.3,Fighting,Healthy,Partial,0,Bali,3,109981
1616,5,137,29,Male,8/3/2023,151,1.56,53.5,Fighting,Healthy,Partial,0,Sumatera Utara,1,107292
1617,1,15,95,Male,9/18/2022,470,4.48,62.1,Ornamental,Recovered,Complete,7,Jawa Timur,1,60003
1618,2,134,43,Female,4/26/2023,250,2.77,57.5,Fighting,Under Treatment,Complete,0,Sulawesi Selatan,2,126166
1619,11,86,71,Male,8/17/2022,502,3.1,38.1,Ornamental,Under Treatment,None,2,Jawa Tengah,8,113594
1620,15,110,99,Female,5/26/2023,220,2.54,53.7,Meat,Recovered,Partial,0,Kalimantan Selatan,7,124120
1621,9,29,89,Female,3/29/2023,278,3.57,41.7,Egg,Recovered,Partial,0,Jawa Timur,3,100631
1622,9,114,15,Female,7/30/2023,155,2.18,67.9,Dual Purpose,Under Treatment,None,0,Jawa Tengah,2,25703
1623,2,83,51,Female,6/12/2023,203,1.01,31.5,Dual Purpose,Recovered,Complete,0,Jawa Timur,2,146064
1624,11,136,81,Female,1/2/2022,729,1.31,35.9,Fighting,Minor Issues,Complete,6,Bali,6,131317
1625,8,165,43,Male,1/2/2023,364,0.99,43.5,Fighting,Minor Issues,Complete,0,Lampung,4,43115
1626,5,171,92,Female,11/15/2022,412,0.88,69.5,Egg,Under Treatment,Partial,7,Sulawesi Selatan,1,116407
1627,4,79,93,Male,3/13/2022,659,1.63,37.2,Fighting,Healthy,Partial,1,Jawa Tengah,3,49782
1628,11,164,67,Male,7/8/2022,542,1.19,65,Dual Purpose,Minor Issues,Partial,0,Banten,1,140577
1629,7,191,10,Female,1/2/2023,364,4.44,52.9,Dual Purpose,Healthy,Partial,2,Kalimantan Selatan,4,145603
1630,12,16,21,Female,1/24/2023,342,1.97,34.8,Egg,Minor Issues,Partial,0,Jawa Timur,7,104660
1631,1,1,43,Female,1/9/2022,722,3.04,37.9,Ornamental,Minor Issues,None,0,Bali,1,34521
1632,6,183,16,Female,3/3/2023,304,2.18,28.9,Meat,Healthy,Complete,0,DI Yogyakarta,2,85039
1633,7,17,67,Male,9/5/2023,118,4.13,51.6,Dual Purpose,Healthy,Complete,0,DI Yogyakarta,5,149111
1634,12,34,95,Male,5/24/2022,587,1.13,69.3,Meat,Minor Issues,Complete,1,Sumatera Utara,8,33953
1635,2,158,97,Female,10/5/2023,88,3.16,29.1,Fighting,Under Treatment,Complete,5,Jawa Tengah,8,76711
1636,8,169,39,Female,9/12/2022,476,3.42,46.2,Dual Purpose,Healthy,Complete,7,Jawa Timur,6,99608
1637,9,87,26,Female,9/15/2022,473,2.04,45.4,Fighting,Under Treatment,Partial,0,Bali,7,76515
1638,10,103,32,Male,7/4/2022,546,2.81,30,Dual Purpose,Under Treatment,Partial,0,Banten,4,53409
1639,4,35,55,Female,6/18/2022,562,1.01,40.8,Ornamental,Recovered,Partial,3,Jawa Timur,1,84216
1640,4,95,54,Male,2/19/2022,681,1.63,35.1,Ornamental,Minor Issues,None,0,Jawa Tengah,6,34244
1641,13,61,61,Male,4/21/2022,620,1.71,43.7,Ornamental,Recovered,Complete,0,Lampung,4,147350
1642,8,130,11,Female,7/14/2022,536,2.69,67.3,Fighting,Healthy,Partial,0,DI Yogyakarta,1,129024
1643,14,188,33,Female,10/3/2022,455,4.34,69.9,Meat,Minor Issues,None,0,DI Yogyakarta,8,56329
1644,6,8,39,Male,4/1/2023,275,2.03,27.7,Dual Purpose,Minor Issues,None,4,Banten,1,131368
1645,10,142,95,Male,4/22/2022,619,1.08,40.1,Fighting,Healthy,Partial,0,Jawa Timur,3,32670
1646,2,115,42,Male,12/19/2022,378,3.13,34.8,Egg,Minor Issues,None,0,Sumatera Utara,3,91395
1647,11,127,53,Female,9/12/2023,111,1.06,27.5,Meat,Recovered,Complete,1,Kalimantan Selatan,8,138741
1648,12,169,49,Female,2/24/2023,311,2.3,58.8,Egg,Recovered,Complete,0,Kalimantan Selatan,7,50195
1649,6,120,45,Male,5/15/2022,596,4.36,31.3,Ornamental,Under Treatment,Complete,3,DI Yogyakarta,4,107440
1650,1,134,53,Male,2/24/2023,311,2.16,58.8,Ornamental,Healthy,Complete,2,Banten,7,36622
1651,8,48,93,Male,12/8/2022,389,3.24,27.4,Dual Purpose,Minor Issues,None,0,Kalimantan Selatan,2,88268
1652,10,50,21,Female,8/3/2023,151,4,36.9,Ornamental,Healthy,Partial,0,DI Yogyakarta,2,73551
1653,8,80,15,Female,6/22/2022,558,2.46,26.3,Dual Purpose,Minor Issues,Partial,3,Jawa Tengah,2,26295
1654,8,42,38,Female,10/20/2022,438,2.96,43.3,Ornamental,Recovered,None,2,Bali,4,106323
1655,13,88,43,Female,9/29/2023,94,3.81,40.3,Dual Purpose,Healthy,None,6,Jawa Tengah,3,142306
1656,4,83,17,Male,5/16/2022,595,1.16,60.3,Dual Purpose,Under Treatment,Partial,6,Bali,3,91523
1657,1,73,100,Male,3/7/2023,300,1.22,32.8,Meat,Under Treatment,Complete,4,Kalimantan Selatan,5,84936
