market_name,product_type,date,price_per_kg,supply_kg,demand_level
Pasar Anyar,Dressed Chicken,2023-04-04,62395,1265,Very High
Pasar Anyar,Dressed Chicken,2023-04-07,22983,1752,Low
Pasar Anyar,Dressed Chicken,2023-04-10,31932,1057,Medium
Pasar Anyar,Dressed Chicken,2023-04-13,31252,2263,Low
Pasar Anyar,Dressed Chicken,2023-04-16,54793,2285,Low
Pasar Anyar,Dressed Chicken,2023-04-19,61034,2212,High
Pasar Anyar,Dressed Chicken,2023-04-22,46345,1207,High
Pasar Anyar,Dressed Chicken,2023-04-25,59598,525,Low
Pasar Anyar,Dressed Chicken,2023-04-28,43158,2649,Medium
Pasar Anyar,Dressed Chicken,2023-05-01,44618,383,Medium
Pasar Anyar,Dressed Chicken,2023-05-04,38502,1103,Medium
Pasar Anyar,Dressed Chicken,2023-05-07,46351,1818,High
Pasar Anyar,Dressed Chicken,2023-05-10,56394,809,Very High
Pasar Anyar,Dressed Chicken,2023-05-13,50559,2047,Medium
Pasar Anyar,Dressed Chicken,2023-05-16,40491,2343,Low
Pasar Anyar,Dressed Chicken,2023-05-19,47731,391,Medium
Pasar Anyar,Dressed Chicken,2023-05-22,27485,1733,Medium
Pasar Anyar,Dressed Chicken,2023-05-25,28423,2395,Very High
Pasar Anyar,Dressed Chicken,2023-05-28,26013,989,Low
Pasar Anyar,Dressed Chicken,2023-05-31,53952,2354,Low
Pasar Anyar,Dressed Chicken,2023-06-03,36986,286,Low
Pasar Anyar,Dressed Chicken,2023-06-06,47823,1259,Very High
Pasar Anyar,Dressed Chicken,2023-06-09,38331,2391,Medium
Pasar Anyar,Dressed Chicken,2023-06-12,34678,2974,High
Pasar Anyar,Dressed Chicken,2023-06-15,36865,2484,Very High
Pasar Anyar,Dressed Chicken,2023-06-18,35935,2179,Medium
Pasar Anyar,Dressed Chicken,2023-06-21,42071,1021,High
Pasar Anyar,Dressed Chicken,2023-06-24,61671,2975,High
Pasar Anyar,Dressed Chicken,2023-06-27,49081,1081,Very High
Pasar Anyar,Dressed Chicken,2023-06-30,44122,604,Low
Pasar Anyar,Dressed Chicken,2023-07-03,26137,1795,High
Pasar Anyar,Dressed Chicken,2023-07-06,32809,1128,Medium
Pasar Anyar,Dressed Chicken,2023-07-09,48556,160,Medium
Pasar Anyar,Dressed Chicken,2023-07-12,41074,2834,Low
Pasar Anyar,Dressed Chicken,2023-07-15,38034,413,Medium
Pasar Anyar,Dressed Chicken,2023-07-18,52242,2075,Low
Pasar Anyar,Dressed Chicken,2023-07-21,32687,1443,Very High
Pasar Anyar,Dressed Chicken,2023-07-24,43583,1337,Medium
Pasar Anyar,Dressed Chicken,2023-07-27,25293,258,Very High
Pasar Anyar,Dressed Chicken,2023-07-30,50346,2812,Low
Pasar Anyar,Dressed Chicken,2023-08-02,30582,2860,Medium
Pasar Anyar,Dressed Chicken,2023-08-05,34078,2977,High
Pasar Anyar,Dressed Chicken,2023-08-08,54581,1803,Very High
Pasar Anyar,Dressed Chicken,2023-08-11,31506,2257,Low
Pasar Anyar,Dressed Chicken,2023-08-14,41853,1447,Low
Pasar Anyar,Dressed Chicken,2023-08-17,38198,2888,Low
Pasar Anyar,Dressed Chicken,2023-08-20,55103,136,Very High
Pasar Anyar,Dressed Chicken,2023-08-23,47223,2359,Very High
Pasar Anyar,Dressed Chicken,2023-08-26,42800,1384,High
Pasar Anyar,Dressed Chicken,2023-08-29,47927,2393,High
Pasar Anyar,Dressed Chicken,2023-09-01,43711,845,Low
Pasar Anyar,Dressed Chicken,2023-09-04,36214,1723,Medium
Pasar Anyar,Dressed Chicken,2023-09-07,24335,2555,Low
Pasar Anyar,Dressed Chicken,2023-09-10,31868,1804,High
Pasar Anyar,Dressed Chicken,2023-09-13,53735,1883,Medium
Pasar Anyar,Dressed Chicken,2023-09-16,39292,2019,High
Pasar Anyar,Dressed Chicken,2023-09-19,42841,963,Medium
Pasar Anyar,Dressed Chicken,2023-09-22,42517,1904,Medium
Pasar Anyar,Dressed Chicken,2023-09-25,30535,941,Very High
Pasar Anyar,Dressed Chicken,2023-09-28,60444,2467,Low
Pasar Anyar,Dressed Chicken,2023-10-01,40945,2510,Low
Pasar Anyar,Dressed Chicken,2023-10-04,42179,943,Low
Pasar Anyar,Dressed Chicken,2023-10-07,38072,2351,Medium
Pasar Anyar,Dressed Chicken,2023-10-10,36787,186,Medium
Pasar Anyar,Dressed Chicken,2023-10-13,20901,1322,Medium
Pasar Anyar,Dressed Chicken,2023-10-16,34189,517,Medium
Pasar Anyar,Dressed Chicken,2023-10-19,42764,1354,Medium
Pasar Anyar,Dressed Chicken,2023-10-22,39828,1360,High
Pasar Anyar,Dressed Chicken,2023-10-25,34995,2995,High
Pasar Anyar,Dressed Chicken,2023-10-28,56675,2181,Medium
Pasar Anyar,Dressed Chicken,2023-10-31,40465,2898,High
Pasar Anyar,Dressed Chicken,2023-11-03,50885,1845,Very High
Pasar Anyar,Dressed Chicken,2023-11-06,43068,810,Medium
Pasar Anyar,Dressed Chicken,2023-11-09,31970,2364,Low
Pasar Anyar,Dressed Chicken,2023-11-12,49450,2372,Low
Pasar Anyar,Dressed Chicken,2023-11-15,29700,2192,Low
Pasar Anyar,Dressed Chicken,2023-11-18,54874,1596,Low
Pasar Anyar,Dressed Chicken,2023-11-21,62443,575,Very High
Pasar Anyar,Dressed Chicken,2023-11-24,49052,919,High
Pasar Anyar,Dressed Chicken,2023-11-27,39080,610,High
Pasar Anyar,Dressed Chicken,2023-11-30,28357,2662,Medium
Pasar Anyar,Dressed Chicken,2023-12-03,50949,1531,High
Pasar Anyar,Dressed Chicken,2023-12-06,47707,855,Low
Pasar Anyar,Dressed Chicken,2023-12-09,24987,1586,High
Pasar Anyar,Dressed Chicken,2023-12-12,43965,1529,Very High
Pasar Anyar,Dressed Chicken,2023-12-15,38952,1303,Low
Pasar Anyar,Dressed Chicken,2023-12-18,35096,238,Medium
Pasar Anyar,Dressed Chicken,2023-12-21,57413,2694,Very High
Pasar Anyar,Dressed Chicken,2023-12-24,28239,1470,High
Pasar Anyar,Dressed Chicken,2023-12-27,32742,1479,High
Pasar Anyar,Dressed Chicken,2023-12-30,39644,843,Low
Pasar Anyar,Chicken Meat,2023-01-01,29048,854,High
Pasar Anyar,Chicken Meat,2023-01-04,50943,2465,Very High
Pasar Anyar,Chicken Meat,2023-01-07,34527,1308,Medium
Pasar Anyar,Chicken Meat,2023-01-10,48345,1981,Low
Pasar Anyar,Chicken Meat,2023-01-13,39783,666,Medium
Pasar Anyar,Chicken Meat,2023-01-16,35324,1170,Medium
Pasar Anyar,Chicken Meat,2023-01-19,44475,1380,Medium
Pasar Anyar,Chicken Meat,2023-01-22,52864,2846,High
Pasar Anyar,Chicken Meat,2023-01-25,34265,1800,Medium
Pasar Anyar,Chicken Meat,2023-01-28,33738,1003,Low
Pasar Anyar,Chicken Meat,2023-01-31,54174,2737,High
Pasar Anyar,Chicken Meat,2023-02-03,45624,1984,High
Pasar Anyar,Chicken Meat,2023-02-06,56687,1880,High
Pasar Anyar,Chicken Meat,2023-02-09,46367,2331,Medium
Pasar Anyar,Chicken Meat,2023-02-12,55423,2211,High
Pasar Anyar,Chicken Meat,2023-02-15,52931,2683,Low
Pasar Anyar,Chicken Meat,2023-02-18,40372,1781,Very High
Pasar Anyar,Chicken Meat,2023-02-21,32010,1368,High
Pasar Anyar,Chicken Meat,2023-02-24,43877,833,Medium
Pasar Anyar,Chicken Meat,2023-02-27,47473,2979,Medium
Pasar Anyar,Chicken Meat,2023-03-02,39840,2080,Medium
Pasar Anyar,Chicken Meat,2023-03-05,49657,1609,High
Pasar Anyar,Chicken Meat,2023-03-08,31103,765,Very High
Pasar Anyar,Chicken Meat,2023-03-11,37821,2127,High
Pasar Anyar,Chicken Meat,2023-03-14,21516,1426,Low
Pasar Anyar,Chicken Meat,2023-03-17,29703,2270,Low
Pasar Anyar,Chicken Meat,2023-03-20,30155,699,Medium
Pasar Anyar,Chicken Meat,2023-03-23,29973,2801,Very High
Pasar Anyar,Chicken Meat,2023-03-26,58951,949,High
Pasar Anyar,Chicken Meat,2023-03-29,31408,791,Very High
Pasar Anyar,Chicken Meat,2023-04-01,50943,199,High
Pasar Anyar,Chicken Meat,2023-04-04,56168,1844,High
Pasar Anyar,Chicken Meat,2023-04-07,46461,510,Very High
Pasar Anyar,Chicken Meat,2023-04-10,51806,1444,High
Pasar Anyar,Chicken Meat,2023-04-13,49554,864,Very High
Pasar Anyar,Chicken Meat,2023-04-16,38500,2076,Medium
Pasar Anyar,Chicken Meat,2023-04-19,43845,1986,High
Pasar Anyar,Chicken Meat,2023-04-22,57532,232,Low
Pasar Anyar,Chicken Meat,2023-04-25,51448,1191,Very High
Pasar Anyar,Chicken Meat,2023-04-28,34088,2589,High
Pasar Anyar,Chicken Meat,2023-05-01,39959,782,Medium
Pasar Anyar,Chicken Meat,2023-05-04,42248,544,Very High
Pasar Anyar,Chicken Meat,2023-05-07,36859,2006,Very High
Pasar Anyar,Chicken Meat,2023-05-10,57628,2477,Low
Pasar Anyar,Chicken Meat,2023-05-13,53605,1701,Medium
Pasar Anyar,Chicken Meat,2023-05-16,56245,2031,Medium
Pasar Anyar,Chicken Meat,2023-05-19,30421,1874,Medium
Pasar Anyar,Chicken Meat,2023-05-22,35234,1632,Medium
Pasar Anyar,Chicken Meat,2023-05-25,43243,783,High
Pasar Anyar,Chicken Meat,2023-05-28,33172,1688,Medium
Pasar Anyar,Chicken Meat,2023-05-31,54986,1893,Medium
Pasar Anyar,Chicken Meat,2023-06-03,47074,1861,Low
Pasar Anyar,Chicken Meat,2023-06-06,32123,999,High
Pasar Anyar,Chicken Meat,2023-06-09,30615,1696,Very High
Pasar Anyar,Chicken Meat,2023-06-12,22659,1252,High
Pasar Anyar,Chicken Meat,2023-06-15,42838,866,Low
Pasar Anyar,Chicken Meat,2023-06-18,46333,2830,Very High
Pasar Anyar,Chicken Meat,2023-06-21,38953,731,Very High
Pasar Anyar,Chicken Meat,2023-06-24,38383,1934,Low
Pasar Anyar,Chicken Meat,2023-06-27,49190,1529,Very High
Pasar Anyar,Chicken Meat,2023-06-30,40118,2577,Very High
Pasar Anyar,Chicken Meat,2023-07-03,32926,852,Medium
Pasar Anyar,Chicken Meat,2023-07-06,43046,1789,Low
Pasar Anyar,Chicken Meat,2023-07-09,45597,1946,Medium
Pasar Anyar,Chicken Meat,2023-07-12,55562,2099,High
Pasar Anyar,Chicken Meat,2023-07-15,33350,743,Medium
Pasar Anyar,Chicken Meat,2023-07-18,32832,2476,Low
Pasar Anyar,Chicken Meat,2023-07-21,39321,2373,High
Pasar Anyar,Chicken Meat,2023-07-24,52267,1809,Medium
Pasar Anyar,Chicken Meat,2023-07-27,36574,1476,Low
Pasar Anyar,Chicken Meat,2023-07-30,47611,2694,Medium
Pasar Anyar,Chicken Meat,2023-08-02,56423,1284,Low
Pasar Anyar,Chicken Meat,2023-08-05,35107,2977,Very High
Pasar Anyar,Chicken Meat,2023-08-08,58612,1229,Medium
Pasar Anyar,Chicken Meat,2023-08-11,37942,2524,Medium
Pasar Anyar,Chicken Meat,2023-08-14,50625,1577,Very High
Pasar Anyar,Chicken Meat,2023-08-17,54315,2797,Low
Pasar Anyar,Chicken Meat,2023-08-20,32684,2488,Low
Pasar Anyar,Chicken Meat,2023-08-23,29610,565,Very High
Pasar Anyar,Chicken Meat,2023-08-26,37096,2567,Low
Pasar Anyar,Chicken Meat,2023-08-29,46048,551,High
Pasar Anyar,Chicken Meat,2023-09-01,55258,125,Medium
Pasar Anyar,Chicken Meat,2023-09-04,32683,1669,Low
Pasar Anyar,Chicken Meat,2023-09-07,53067,793,Low
Pasar Anyar,Chicken Meat,2023-09-10,49897,1001,Medium
Pasar Anyar,Chicken Meat,2023-09-13,39720,211,High
Pasar Anyar,Chicken Meat,2023-09-16,46908,2989,Very High
Pasar Anyar,Chicken Meat,2023-09-19,40943,2227,High
Pasar Anyar,Chicken Meat,2023-09-22,40075,119,Medium
Pasar Anyar,Chicken Meat,2023-09-25,49099,2672,Medium
Pasar Anyar,Chicken Meat,2023-09-28,41146,559,Medium
Pasar Anyar,Chicken Meat,2023-10-01,51539,2706,Very High
Pasar Anyar,Chicken Meat,2023-10-04,52284,1689,Medium
Pasar Anyar,Chicken Meat,2023-10-07,36861,2752,Low
Pasar Anyar,Chicken Meat,2023-10-10,53574,2625,Medium
Pasar Anyar,Chicken Meat,2023-10-13,58009,2272,Low
Pasar Anyar,Chicken Meat,2023-10-16,32650,331,Medium
Pasar Anyar,Chicken Meat,2023-10-19,47124,2105,Very High
Pasar Anyar,Chicken Meat,2023-10-22,55219,566,Medium
Pasar Anyar,Chicken Meat,2023-10-25,36627,2298,Medium
Pasar Anyar,Chicken Meat,2023-10-28,36973,1381,Low
Pasar Anyar,Chicken Meat,2023-10-31,51788,1201,Low
Pasar Anyar,Chicken Meat,2023-11-03,30583,2248,Medium
Pasar Anyar,Chicken Meat,2023-11-06,32678,2842,High
Pasar Anyar,Chicken Meat,2023-11-09,35023,1210,High
Pasar Anyar,Chicken Meat,2023-11-12,49816,887,High
Pasar Anyar,Chicken Meat,2023-11-15,32110,648,High
Pasar Anyar,Chicken Meat,2023-11-18,35072,1877,Medium
Pasar Anyar,Chicken Meat,2023-11-21,41800,2572,Medium
Pasar Anyar,Chicken Meat,2023-11-24,40949,2797,Medium
Pasar Anyar,Chicken Meat,2023-11-27,37023,485,Very High
Pasar Anyar,Chicken Meat,2023-11-30,60298,2840,Low
Pasar Anyar,Chicken Meat,2023-12-03,31967,1365,Very High
Pasar Anyar,Chicken Meat,2023-12-06,36995,1101,Medium
Pasar Anyar,Chicken Meat,2023-12-09,52999,127,Medium
Pasar Anyar,Chicken Meat,2023-12-12,33643,588,High
Pasar Anyar,Chicken Meat,2023-12-15,47052,2804,High
Pasar Anyar,Chicken Meat,2023-12-18,55988,1540,Very High
Pasar Anyar,Chicken Meat,2023-12-21,43150,1339,Very High
Pasar Anyar,Chicken Meat,2023-12-24,52801,2112,Very High
Pasar Anyar,Chicken Meat,2023-12-27,34021,2111,Low
Pasar Anyar,Chicken Meat,2023-12-30,31087,997,Medium
Pasar Anyar,Eggs (per dozen),2023-01-01,25401,202,Medium
Pasar Anyar,Eggs (per dozen),2023-01-04,28653,453,Very High
Pasar Anyar,Eggs (per dozen),2023-01-07,17014,1664,Very High
Pasar Anyar,Eggs (per dozen),2023-01-10,34751,1871,Very High
Pasar Anyar,Eggs (per dozen),2023-01-13,23438,2625,Low
Pasar Anyar,Eggs (per dozen),2023-01-16,35002,1106,Medium
Pasar Anyar,Eggs (per dozen),2023-01-19,32388,824,Low
Pasar Anyar,Eggs (per dozen),2023-01-22,17886,706,Very High
Pasar Anyar,Eggs (per dozen),2023-01-25,32449,505,High
Pasar Anyar,Eggs (per dozen),2023-01-28,39440,1081,Very High
Pasar Anyar,Eggs (per dozen),2023-01-31,35142,1184,Low
Pasar Anyar,Eggs (per dozen),2023-02-03,24478,1807,High
Pasar Anyar,Eggs (per dozen),2023-02-06,33198,440,High
Pasar Anyar,Eggs (per dozen),2023-02-09,25993,1208,Very High
Pasar Anyar,Eggs (per dozen),2023-02-12,35854,563,High
Pasar Anyar,Eggs (per dozen),2023-02-15,30093,2192,Medium
Pasar Anyar,Eggs (per dozen),2023-02-18,33237,2530,High
Pasar Anyar,Eggs (per dozen),2023-02-21,28241,1131,Low
Pasar Anyar,Eggs (per dozen),2023-02-24,14770,703,Medium
Pasar Anyar,Eggs (per dozen),2023-02-27,38937,1247,Low
Pasar Anyar,Eggs (per dozen),2023-03-02,26200,2095,High
Pasar Anyar,Eggs (per dozen),2023-03-05,37287,569,Low
Pasar Anyar,Eggs (per dozen),2023-03-08,19558,2660,Very High
Pasar Anyar,Eggs (per dozen),2023-03-11,28286,2493,Medium
Pasar Anyar,Eggs (per dozen),2023-03-14,33298,1123,Medium
Pasar Anyar,Eggs (per dozen),2023-03-17,17567,2125,Medium
Pasar Anyar,Eggs (per dozen),2023-03-20,25053,1422,Medium
Pasar Anyar,Eggs (per dozen),2023-03-23,25131,2327,Very High
Pasar Anyar,Eggs (per dozen),2023-03-26,29723,1403,Very High
Pasar Anyar,Eggs (per dozen),2023-03-29,30841,1835,Medium
Pasar Anyar,Eggs (per dozen),2023-04-01,32482,1018,Medium
Pasar Anyar,Eggs (per dozen),2023-04-04,23050,2184,Low
Pasar Anyar,Eggs (per dozen),2023-04-07,30976,1648,Medium
Pasar Anyar,Eggs (per dozen),2023-04-10,29472,264,Very High
Pasar Anyar,Eggs (per dozen),2023-04-13,25311,2012,Very High
Pasar Anyar,Eggs (per dozen),2023-04-16,20245,1331,Medium
Pasar Anyar,Eggs (per dozen),2023-04-19,28678,1497,High
Pasar Anyar,Eggs (per dozen),2023-04-22,24798,1041,High
Pasar Anyar,Eggs (per dozen),2023-04-25,35647,2205,Very High
Pasar Anyar,Eggs (per dozen),2023-04-28,33552,728,Medium
Pasar Anyar,Eggs (per dozen),2023-05-01,27462,413,Medium
Pasar Anyar,Eggs (per dozen),2023-05-04,24102,2440,Medium
Pasar Anyar,Eggs (per dozen),2023-05-07,29811,1483,Low
Pasar Anyar,Eggs (per dozen),2023-05-10,33880,2983,Medium
Pasar Anyar,Eggs (per dozen),2023-05-13,24585,1212,Very High
Pasar Anyar,Eggs (per dozen),2023-05-16,25924,2078,Very High
Pasar Anyar,Eggs (per dozen),2023-05-19,38536,111,Medium
Pasar Anyar,Eggs (per dozen),2023-05-22,29426,753,High
Pasar Anyar,Eggs (per dozen),2023-05-25,30737,2910,Low
Pasar Anyar,Eggs (per dozen),2023-05-28,26435,2150,Medium
Pasar Anyar,Eggs (per dozen),2023-05-31,27780,2823,Low
Pasar Anyar,Eggs (per dozen),2023-06-03,30563,1659,Low
Pasar Anyar,Eggs (per dozen),2023-06-06,19239,2233,Medium
Pasar Anyar,Eggs (per dozen),2023-06-09,25676,374,High
Pasar Anyar,Eggs (per dozen),2023-06-12,17230,704,Medium
Pasar Anyar,Eggs (per dozen),2023-06-15,39443,607,High
Pasar Anyar,Eggs (per dozen),2023-06-18,29902,2553,High
Pasar Anyar,Eggs (per dozen),2023-06-21,29251,2957,Low
Pasar Anyar,Eggs (per dozen),2023-06-24,37046,1206,Medium
Pasar Anyar,Eggs (per dozen),2023-06-27,36488,941,High
Pasar Anyar,Eggs (per dozen),2023-06-30,32353,260,Low
Pasar Anyar,Eggs (per dozen),2023-07-03,18470,1288,Medium
Pasar Anyar,Eggs (per dozen),2023-07-06,27759,1950,Medium
Pasar Anyar,Eggs (per dozen),2023-07-09,29235,928,Very High
Pasar Anyar,Eggs (per dozen),2023-07-12,31636,1541,Medium
Pasar Anyar,Eggs (per dozen),2023-07-15,30528,2508,Medium
Pasar Anyar,Eggs (per dozen),2023-07-18,31996,1079,Very High
Pasar Anyar,Eggs (per dozen),2023-07-21,23651,1496,Very High
Pasar Anyar,Eggs (per dozen),2023-07-24,21955,1145,Low
Pasar Anyar,Eggs (per dozen),2023-07-27,24860,2361,Medium
Pasar Anyar,Eggs (per dozen),2023-07-30,31995,2881,Very High
Pasar Anyar,Eggs (per dozen),2023-08-02,29153,203,Medium
Pasar Anyar,Eggs (per dozen),2023-08-05,34556,2505,Medium
Pasar Anyar,Eggs (per dozen),2023-08-08,29660,250,Very High
Pasar Anyar,Eggs (per dozen),2023-08-11,25550,1187,Low
Pasar Anyar,Eggs (per dozen),2023-08-14,32905,1793,Very High
Pasar Anyar,Eggs (per dozen),2023-08-17,25091,2229,Low
Pasar Anyar,Eggs (per dozen),2023-08-20,23615,2047,Medium
Pasar Anyar,Eggs (per dozen),2023-08-23,37929,1971,Very High
Pasar Anyar,Eggs (per dozen),2023-08-26,27641,1543,High
Pasar Anyar,Eggs (per dozen),2023-08-29,20714,615,Low
Pasar Anyar,Eggs (per dozen),2023-09-01,28355,217,High
Pasar Anyar,Eggs (per dozen),2023-09-04,31417,2443,High
Pasar Anyar,Eggs (per dozen),2023-09-07,29821,2991,Low
Pasar Anyar,Eggs (per dozen),2023-09-10,33628,2978,Very High
Pasar Anyar,Eggs (per dozen),2023-09-13,24852,323,Low
Pasar Anyar,Eggs (per dozen),2023-09-16,28244,263,Very High
Pasar Anyar,Eggs (per dozen),2023-09-19,26864,2537,Low
Pasar Anyar,Eggs (per dozen),2023-09-22,37866,1983,Low
Pasar Anyar,Eggs (per dozen),2023-09-25,29050,511,Medium
Pasar Anyar,Eggs (per dozen),2023-09-28,26634,929,Low
Pasar Anyar,Eggs (per dozen),2023-10-01,32174,1761,High
Pasar Anyar,Eggs (per dozen),2023-10-04,34268,1230,Very High
Pasar Anyar,Eggs (per dozen),2023-10-07,17403,2396,Very High
Pasar Anyar,Eggs (per dozen),2023-10-10,27321,2581,Low
Pasar Anyar,Eggs (per dozen),2023-10-13,21075,2190,Low
Pasar Anyar,Eggs (per dozen),2023-10-16,27368,997,Low
Pasar Anyar,Eggs (per dozen),2023-10-19,33421,2698,Low
Pasar Anyar,Eggs (per dozen),2023-10-22,35711,1301,Very High
Pasar Anyar,Eggs (per dozen),2023-10-25,17792,1696,Very High
Pasar Anyar,Eggs (per dozen),2023-10-28,28547,692,Medium
Pasar Anyar,Eggs (per dozen),2023-10-31,19925,1681,High
Pasar Anyar,Eggs (per dozen),2023-11-03,31126,1055,Medium
Pasar Anyar,Eggs (per dozen),2023-11-06,33856,1067,High
Pasar Anyar,Eggs (per dozen),2023-11-09,26262,1141,Medium
Pasar Anyar,Eggs (per dozen),2023-11-12,30562,567,Medium
Pasar Anyar,Eggs (per dozen),2023-11-15,29231,1496,High
Pasar Anyar,Eggs (per dozen),2023-11-18,28459,1800,Medium
Pasar Anyar,Eggs (per dozen),2023-11-21,39617,2102,Low
Pasar Anyar,Eggs (per dozen),2023-11-24,18610,269,Low
Pasar Anyar,Eggs (per dozen),2023-11-27,20594,875,Medium
Pasar Anyar,Eggs (per dozen),2023-11-30,32895,2254,Very High
Pasar Anyar,Eggs (per dozen),2023-12-03,26306,1327,Medium
Pasar Anyar,Eggs (per dozen),2023-12-06,35544,1521,Very High
Pasar Anyar,Eggs (per dozen),2023-12-09,27506,675,Medium
Pasar Anyar,Eggs (per dozen),2023-12-12,17786,413,Low
Pasar Anyar,Eggs (per dozen),2023-12-15,25761,1959,Low
Pasar Anyar,Eggs (per dozen),2023-12-18,33731,1360,Low
Pasar Anyar,Eggs (per dozen),2023-12-21,37084,2030,Very High
Pasar Anyar,Eggs (per dozen),2023-12-24,22137,1268,High
Pasar Anyar,Eggs (per dozen),2023-12-27,32715,2313,High
Pasar Anyar,Eggs (per dozen),2023-12-30,36308,213,Medium
Pasar Anyar,Organic Chicken,2023-01-01,47678,1647,Low
Pasar Anyar,Organic Chicken,2023-01-04,59688,2684,Low
Pasar Anyar,Organic Chicken,2023-01-07,69951,1893,Medium
Pasar Anyar,Organic Chicken,2023-01-10,62946,396,Very High
Pasar Anyar,Organic Chicken,2023-01-13,63636,2951,Very High
Pasar Anyar,Organic Chicken,2023-01-16,61006,1349,High
Pasar Anyar,Organic Chicken,2023-01-19,66837,2414,High
Pasar Anyar,Organic Chicken,2023-01-22,74241,158,Very High
Pasar Anyar,Organic Chicken,2023-01-25,59645,1331,Medium
Pasar Anyar,Organic Chicken,2023-01-28,55017,1097,Medium
Pasar Anyar,Organic Chicken,2023-01-31,50431,2284,Low
Pasar Anyar,Organic Chicken,2023-02-03,70956,2640,Very High
Pasar Anyar,Organic Chicken,2023-02-06,80704,2452,High
Pasar Anyar,Organic Chicken,2023-02-09,61986,2280,Low
Pasar Anyar,Organic Chicken,2023-02-12,48865,2829,Very High
Pasar Anyar,Organic Chicken,2023-02-15,71586,1339,High
Pasar Anyar,Organic Chicken,2023-02-18,78554,1000,High
Pasar Anyar,Organic Chicken,2023-02-21,51283,1070,Low
Pasar Anyar,Organic Chicken,2023-02-24,56113,503,Medium
Pasar Anyar,Organic Chicken,2023-02-27,63863,2918,Medium
Pasar Anyar,Organic Chicken,2023-03-02,74059,753,Low
Pasar Anyar,Organic Chicken,2023-03-05,76354,1910,Low
Pasar Anyar,Organic Chicken,2023-03-08,76955,1220,Low
Pasar Anyar,Organic Chicken,2023-03-11,65730,331,Medium
Pasar Anyar,Organic Chicken,2023-03-14,70866,2070,Medium
Pasar Anyar,Organic Chicken,2023-03-17,81786,2723,High
Pasar Anyar,Organic Chicken,2023-03-20,54957,1222,High
Pasar Anyar,Organic Chicken,2023-03-23,61251,2626,Low
Pasar Anyar,Organic Chicken,2023-03-26,81783,630,Medium
Pasar Anyar,Organic Chicken,2023-03-29,83737,831,Very High
Pasar Anyar,Organic Chicken,2023-04-01,82144,1330,Medium
Pasar Anyar,Organic Chicken,2023-04-04,52239,1398,Medium
Pasar Anyar,Organic Chicken,2023-04-07,80651,485,Low
Pasar Anyar,Organic Chicken,2023-04-10,73775,1462,Very High
Pasar Anyar,Organic Chicken,2023-04-13,60547,2322,Very High
Pasar Anyar,Organic Chicken,2023-04-16,52468,112,Low
Pasar Anyar,Organic Chicken,2023-04-19,69133,1063,Medium
Pasar Anyar,Organic Chicken,2023-04-22,60309,814,Low
Pasar Anyar,Organic Chicken,2023-04-25,64474,876,Medium
Pasar Anyar,Organic Chicken,2023-04-28,47387,654,Medium
Pasar Anyar,Organic Chicken,2023-05-01,55363,1902,Medium
Pasar Anyar,Organic Chicken,2023-05-04,42175,906,Low
Pasar Anyar,Organic Chicken,2023-05-07,56877,656,Low
Pasar Anyar,Organic Chicken,2023-05-10,60925,2694,High
Pasar Anyar,Organic Chicken,2023-05-13,61677,302,Low
Pasar Anyar,Organic Chicken,2023-05-16,61530,2922,Very High
Pasar Anyar,Organic Chicken,2023-05-19,75014,234,Low
Pasar Anyar,Organic Chicken,2023-05-22,68434,1598,Medium
Pasar Anyar,Organic Chicken,2023-05-25,63258,1605,Very High
Pasar Anyar,Organic Chicken,2023-05-28,75050,1688,Very High
Pasar Anyar,Organic Chicken,2023-05-31,47098,1049,High
Pasar Anyar,Organic Chicken,2023-06-03,73168,394,Low
Pasar Anyar,Organic Chicken,2023-06-06,41581,1431,High
Pasar Anyar,Organic Chicken,2023-06-09,51795,2742,Medium
Pasar Anyar,Organic Chicken,2023-06-12,68366,1758,Low
Pasar Anyar,Organic Chicken,2023-06-15,82065,335,Low
Pasar Anyar,Organic Chicken,2023-06-18,61013,2344,High
Pasar Anyar,Organic Chicken,2023-06-21,48211,2446,Medium
Pasar Anyar,Organic Chicken,2023-06-24,77248,1504,High
Pasar Anyar,Organic Chicken,2023-06-27,46048,1648,Low
Pasar Anyar,Organic Chicken,2023-06-30,65111,496,Low
Pasar Anyar,Organic Chicken,2023-07-03,52007,538,High
Pasar Anyar,Organic Chicken,2023-07-06,86371,584,Very High
Pasar Anyar,Organic Chicken,2023-07-09,69363,1311,High
Pasar Anyar,Organic Chicken,2023-07-12,84575,512,Medium
Pasar Anyar,Organic Chicken,2023-07-15,86174,612,Low
Pasar Anyar,Organic Chicken,2023-07-18,75982,187,High
Pasar Anyar,Organic Chicken,2023-07-21,67049,2476,Medium
Pasar Anyar,Organic Chicken,2023-07-24,59029,2960,Low
Pasar Anyar,Organic Chicken,2023-07-27,55633,1800,Low
Pasar Anyar,Organic Chicken,2023-07-30,57948,1055,Medium
Pasar Anyar,Organic Chicken,2023-08-02,62054,2226,Very High
Pasar Anyar,Organic Chicken,2023-08-05,83867,1222,Low
Pasar Anyar,Organic Chicken,2023-08-08,56669,820,Very High
Pasar Anyar,Organic Chicken,2023-08-11,74707,638,Medium
Pasar Anyar,Organic Chicken,2023-08-14,81826,1037,Low
Pasar Anyar,Organic Chicken,2023-08-17,69152,1598,Low
