chicken_id,production_date,eggs_produced,avg_egg_weight_g,egg_quality_grade,shell_thickness_mm,feed_consumed_kg
249,2023-10-22,4,45.8,C,0.36,0.81
249,2023-10-29,7,61.7,B,0.33,1.07
249,2023-11-05,0,57.5,B,0.38,1.17
249,2023-11-12,7,64.6,B,0.47,1.06
249,2023-11-19,4,61.1,A,0.35,1.01
249,2023-11-26,0,50.1,A,0.48,0.82
249,2023-12-03,6,55.8,A,0.47,1.01
249,2023-12-10,3,68.4,B,0.47,1.11
249,2023-12-17,7,47.0,B,0.46,1.05
249,2023-12-24,0,70.1,C,0.45,1.18
249,2023-12-31,0,68.1,AA,0.33,1.02
252,2023-01-01,3,46.6,C,0.33,0.93
252,2023-01-08,1,58.5,C,0.41,0.98
252,2023-01-15,4,74.2,C,0.34,1.19
252,2023-01-22,4,64.1,B,0.42,1.1
252,2023-01-29,5,56.0,A,0.48,1.06
252,2023-02-05,1,47.2,A,0.33,1.08
252,2023-02-12,1,71.5,AA,0.43,1.05
252,2023-02-19,5,65.2,AA,0.46,1.16
252,2023-02-26,4,54.1,AA,0.32,1.04
252,2023-03-05,5,65.7,B,0.45,0.87
252,2023-03-12,3,69.4,A,0.5,0.88
252,2023-03-19,7,66.3,C,0.4,0.99
252,2023-03-26,3,50.2,A,0.37,0.85
252,2023-04-02,5,48.6,A,0.36,0.91
252,2023-04-09,4,73.5,C,0.39,1.11
252,2023-04-16,3,59.3,B,0.43,0.81
252,2023-04-23,2,65.6,A,0.35,0.99
252,2023-04-30,2,71.7,C,0.33,1.15
252,2023-05-07,2,45.3,B,0.44,1.14
252,2023-05-14,6,56.1,A,0.43,0.83
252,2023-05-21,6,67.0,AA,0.45,1.1
252,2023-05-28,7,73.2,B,0.31,0.82
252,2023-06-04,6,62.9,AA,0.44,1.01
252,2023-06-11,1,64.6,C,0.33,0.98
252,2023-06-18,0,60.1,A,0.44,0.99
252,2023-06-25,4,64.6,A,0.35,0.84
252,2023-07-02,1,74.4,AA,0.4,0.86
252,2023-07-09,4,71.3,C,0.32,0.89
252,2023-07-16,0,45.4,C,0.3,1.02
252,2023-07-23,4,74.5,B,0.49,1.19
252,2023-07-30,5,67.4,B,0.35,0.86
252,2023-08-06,1,70.5,AA,0.31,0.91
252,2023-08-13,3,60.8,A,0.44,1.15
252,2023-08-20,3,55.0,A,0.41,1.1
252,2023-08-27,5,63.0,B,0.37,1.12
252,2023-09-03,6,66.9,C,0.45,1.03
252,2023-09-10,0,49.1,C,0.44,1.06
252,2023-09-17,2,54.9,AA,0.48,1.09
252,2023-09-24,6,53.0,A,0.32,0.9
252,2023-10-01,4,60.4,B,0.45,0.87
252,2023-10-08,4,68.2,B,0.49,1.14
252,2023-10-15,3,59.5,B,0.36,0.93
252,2023-10-22,5,52.8,B,0.37,1.0
252,2023-10-29,0,73.5,AA,0.42,1.15
252,2023-11-05,0,72.2,A,0.34,1.04
252,2023-11-12,3,45.6,C,0.48,1.03
252,2023-11-19,0,72.9,A,0.37,0.86
252,2023-11-26,5,53.1,B,0.37,0.86
252,2023-12-03,4,57.5,A,0.46,0.9
252,2023-12-10,1,73.5,AA,0.42,1.05
252,2023-12-17,4,46.3,AA,0.47,1.13
252,2023-12-24,1,67.4,A,0.37,0.81
252,2023-12-31,5,65.8,C,0.31,1.2
254,2023-01-01,0,53.2,AA,0.34,1.2
254,2023-01-08,2,47.9,B,0.32,0.81
254,2023-01-15,5,60.6,B,0.47,0.83
254,2023-01-22,3,74.0,AA,0.35,0.85
254,2023-01-29,4,54.0,A,0.46,0.96
254,2023-02-05,7,71.5,B,0.38,0.86
254,2023-02-12,5,46.3,AA,0.34,1.03
254,2023-02-19,1,71.5,A,0.35,0.82
254,2023-02-26,6,49.7,A,0.45,1.07
254,2023-03-05,4,74.2,AA,0.35,0.89
254,2023-03-12,6,64.7,A,0.37,0.99
254,2023-03-19,4,72.3,B,0.35,0.99
254,2023-03-26,6,55.8,C,0.45,0.99
254,2023-04-02,4,70.0,A,0.32,1.02
254,2023-04-09,6,46.6,AA,0.42,0.83
254,2023-04-16,4,63.4,A,0.41,1.14
254,2023-04-23,1,52.7,C,0.36,1.08
254,2023-04-30,7,70.1,B,0.46,1.14
254,2023-05-07,7,62.8,A,0.43,0.85
254,2023-05-14,0,59.4,AA,0.46,1.05
254,2023-05-21,2,75.0,AA,0.43,1.13
254,2023-05-28,6,65.7,B,0.31,1.17
254,2023-06-04,4,73.4,A,0.38,1.01
254,2023-06-11,6,70.1,AA,0.48,1.14
254,2023-06-18,4,54.9,AA,0.47,1.18
254,2023-06-25,0,65.4,C,0.31,1.18
254,2023-07-02,0,49.3,A,0.4,1.19
254,2023-07-09,3,61.8,C,0.48,1.19
254,2023-07-16,3,53.4,A,0.32,0.94
254,2023-07-23,2,45.5,C,0.3,1.17
254,2023-07-30,2,52.5,B,0.5,1.07
254,2023-08-06,5,73.1,B,0.38,0.87
254,2023-08-13,3,48.2,C,0.43,0.96
254,2023-08-20,2,61.0,AA,0.46,1.2
254,2023-08-27,1,55.9,A,0.31,1.12
254,2023-09-03,5,59.2,B,0.36,1.05
254,2023-09-10,2,55.2,A,0.45,0.82
254,2023-09-17,3,62.3,C,0.31,0.92
254,2023-09-24,7,54.0,B,0.43,1.07
254,2023-10-01,0,51.1,C,0.39,1.09
254,2023-10-08,4,55.9,A,0.38,0.88
254,2023-10-15,7,74.8,AA,0.31,0.87
254,2023-10-22,2,62.1,B,0.36,1.07
254,2023-10-29,7,62.2,AA,0.37,0.81
254,2023-11-05,3,54.0,C,0.39,1.04
254,2023-11-12,2,55.8,A,0.35,1.17
254,2023-11-19,1,70.9,B,0.38,1.05
254,2023-11-26,6,72.8,A,0.34,1.03
254,2023-12-03,7,52.9,AA,0.34,0.97
254,2023-12-10,4,74.4,B,0.48,0.86
254,2023-12-17,6,47.8,B,0.43,1.11
254,2023-12-24,6,46.8,AA,0.41,1.14
254,2023-12-31,4,67.8,B,0.34,1.0
259,2023-01-01,1,72.2,B,0.36,1.05
259,2023-01-08,5,74.3,B,0.47,0.93
259,2023-01-15,6,63.5,A,0.37,0.95
259,2023-01-22,1,71.7,A,0.36,0.93
259,2023-01-29,5,48.4,A,0.37,1.11
259,2023-02-05,6,57.8,B,0.47,1.14
259,2023-02-12,4,45.9,AA,0.46,0.83
259,2023-02-19,6,57.5,C,0.49,0.92
259,2023-02-26,0,48.4,AA,0.43,0.92
259,2023-03-05,5,47.1,AA,0.45,0.91
259,2023-03-12,3,48.8,C,0.38,1.17
259,2023-03-19,3,46.4,C,0.33,1.0
259,2023-03-26,3,71.4,AA,0.46,0.91
259,2023-04-02,0,66.4,AA,0.42,0.95
259,2023-04-09,7,71.2,AA,0.42,0.85
259,2023-04-16,2,64.1,AA,0.32,0.82
259,2023-04-23,3,51.6,C,0.4,0.95
259,2023-04-30,6,50.5,B,0.39,0.86
259,2023-05-07,4,51.0,C,0.31,1.18
259,2023-05-14,6,57.8,C,0.41,1.04
259,2023-05-21,4,46.8,B,0.31,0.96
259,2023-05-28,5,55.4,C,0.44,0.88
259,2023-06-04,6,63.0,AA,0.43,0.88
259,2023-06-11,7,64.3,B,0.32,0.82
259,2023-06-18,0,46.4,A,0.4,0.96
259,2023-06-25,6,55.6,B,0.39,1.05
259,2023-07-02,0,52.6,AA,0.4,1.01
259,2023-07-09,3,45.6,C,0.4,1.0
259,2023-07-16,7,54.8,AA,0.34,0.89
259,2023-07-23,6,56.6,C,0.32,1.18
259,2023-07-30,0,45.5,A,0.43,0.95
259,2023-08-06,0,51.8,A,0.44,1.04
259,2023-08-13,5,56.2,AA,0.46,1.02
259,2023-08-20,1,72.8,AA,0.5,0.85
259,2023-08-27,6,53.5,B,0.44,1.09
259,2023-09-03,1,62.3,A,0.3,0.86
259,2023-09-10,4,59.2,C,0.39,0.81
259,2023-09-17,0,53.7,C,0.32,1.13
259,2023-09-24,6,65.2,AA,0.31,1.05
259,2023-10-01,4,60.9,C,0.45,1.01
259,2023-10-08,4,73.6,C,0.39,1.1
259,2023-10-15,4,52.7,C,0.35,0.99
259,2023-10-22,5,48.0,A,0.5,0.88
259,2023-10-29,0,70.2,A,0.46,0.85
259,2023-11-05,6,54.5,B,0.45,0.83
259,2023-11-12,1,65.9,AA,0.35,1.03
259,2023-11-19,1,53.9,B,0.44,1.15
259,2023-11-26,3,50.2,B,0.34,0.88
259,2023-12-03,3,51.6,A,0.49,1.05
259,2023-12-10,1,52.2,AA,0.45,0.88
259,2023-12-17,5,66.7,C,0.34,0.92
259,2023-12-24,3,58.0,B,0.44,1.04
259,2023-12-31,6,72.1,C,0.43,1.17
261,2023-01-01,4,53.2,C,0.4,0.93
261,2023-01-08,7,46.6,A,0.35,0.96
261,2023-01-15,6,57.3,B,0.47,1.05
261,2023-01-22,5,49.1,B,0.36,0.95
261,2023-01-29,2,59.4,C,0.39,0.85
261,2023-02-05,0,60.9,AA,0.39,0.8
261,2023-02-12,6,58.8,A,0.3,1.16
261,2023-02-19,1,49.3,C,0.48,0.81
261,2023-02-26,7,60.1,A,0.31,0.9
261,2023-03-05,4,47.7,A,0.5,1.16
261,2023-03-12,6,48.8,C,0.3,0.84
261,2023-03-19,1,45.3,A,0.37,0.91
261,2023-03-26,7,61.9,AA,0.42,0.86
261,2023-04-02,0,47.8,C,0.36,1.19
261,2023-04-09,5,56.5,A,0.44,1.19
261,2023-04-16,7,61.2,AA,0.37,1.18
261,2023-04-23,4,64.5,A,0.45,1.15
261,2023-04-30,5,56.0,AA,0.49,0.9
261,2023-05-07,6,58.8,A,0.38,1.07
261,2023-05-14,3,70.3,AA,0.48,0.82
261,2023-05-21,4,52.8,C,0.46,0.87
261,2023-05-28,2,47.3,AA,0.33,0.97
261,2023-06-04,7,57.4,A,0.36,1.02
261,2023-06-11,0,60.5,C,0.49,1.0
261,2023-06-18,2,68.6,A,0.5,0.92
261,2023-06-25,6,67.6,B,0.44,1.09
261,2023-07-02,3,51.6,A,0.44,1.03
261,2023-07-09,0,55.9,C,0.45,1.0
261,2023-07-16,1,61.4,B,0.32,1.13
261,2023-07-23,7,71.3,B,0.31,1.04
261,2023-07-30,3,45.5,B,0.34,1.18
261,2023-08-06,0,55.1,C,0.38,1.12
261,2023-08-13,7,65.9,C,0.4,0.9
261,2023-08-20,5,53.1,B,0.4,1.16
261,2023-08-27,5,47.1,C,0.36,0.92
261,2023-09-03,2,65.1,B,0.33,1.12
261,2023-09-10,3,68.0,A,0.4,0.89
261,2023-09-17,5,72.8,B,0.34,1.17
261,2023-09-24,4,70.6,C,0.42,0.81
261,2023-10-01,0,47.9,AA,0.49,1.05
261,2023-10-08,1,56.3,B,0.47,0.82
261,2023-10-15,7,57.6,C,0.43,0.94
261,2023-10-22,1,52.6,C,0.46,0.87
261,2023-10-29,7,74.9,B,0.41,0.89
261,2023-11-05,2,50.9,C,0.36,1.16
261,2023-11-12,0,46.9,B,0.42,1.15
261,2023-11-19,0,58.0,A,0.3,0.99
261,2023-11-26,2,60.8,B,0.43,1.07
261,2023-12-03,4,53.6,C,0.46,1.12
261,2023-12-10,4,65.3,B,0.4,1.19
261,2023-12-17,6,61.5,A,0.45,1.0
261,2023-12-24,3,57.1,B,0.38,0.93
261,2023-12-31,2,63.1,C,0.36,1.08
265,2023-01-01,0,68.2,AA,0.37,1.2
265,2023-01-08,7,50.1,C,0.36,1.02
265,2023-01-15,7,66.2,C,0.36,1.16
265,2023-01-22,3,49.1,A,0.39,1.04
265,2023-01-29,1,69.6,C,0.42,1.17
265,2023-02-05,0,64.3,B,0.39,1.16
265,2023-02-12,0,70.4,AA,0.46,1.03
265,2023-02-19,4,45.6,A,0.45,1.07
265,2023-02-26,1,66.9,A,0.45,1.15
265,2023-03-05,1,65.3,C,0.4,0.82
265,2023-03-12,2,57.1,AA,0.38,0.92
265,2023-03-19,5,73.5,C,0.4,1.03
265,2023-03-26,3,59.1,C,0.49,1.11
265,2023-04-02,7,71.8,AA,0.37,1.09
265,2023-04-09,1,56.6,B,0.31,0.88
265,2023-04-16,4,56.0,C,0.44,0.99
265,2023-04-23,1,45.4,AA,0.48,0.97
265,2023-04-30,1,70.6,C,0.43,1.07
265,2023-05-07,0,54.8,C,0.46,1.19
265,2023-05-14,4,45.7,A,0.42,0.94
265,2023-05-21,0,57.4,B,0.31,0.89
265,2023-05-28,0,55.5,C,0.48,0.93
265,2023-06-04,5,48.4,A,0.48,0.98
265,2023-06-11,6,73.1,C,0.4,1.18
265,2023-06-18,5,72.2,B,0.44,1.1
265,2023-06-25,7,53.9,A,0.42,1.11
265,2023-07-02,4,57.3,C,0.5,1.17
265,2023-07-09,2,65.8,A,0.32,1.11
265,2023-07-16,0,58.0,A,0.47,0.87
265,2023-07-23,5,57.1,AA,0.42,1.15
265,2023-07-30,7,48.9,AA,0.37,0.92
265,2023-08-06,7,71.0,A,0.46,0.98
265,2023-08-13,2,73.2,C,0.42,1.05
265,2023-08-20,1,72.6,C,0.34,0.98
265,2023-08-27,6,54.2,AA,0.43,0.94
265,2023-09-03,7,71.8,B,0.48,1.01
265,2023-09-10,2,60.2,C,0.37,0.84
265,2023-09-17,3,62.4,B,0.35,0.95
265,2023-09-24,4,61.2,B,0.36,0.9
265,2023-10-01,0,60.9,AA,0.47,1.06
265,2023-10-08,4,64.5,C,0.37,0.83
265,2023-10-15,2,64.3,B,0.46,1.18
265,2023-10-22,1,71.0,A,0.47,0.84
265,2023-10-29,1,55.4,A,0.43,1.15
265,2023-11-05,3,58.9,C,0.46,0.85
265,2023-11-12,2,68.2,A,0.41,0.87
265,2023-11-19,5,72.2,C,0.35,0.91
265,2023-11-26,7,71.2,AA,0.42,1.02
265,2023-12-03,4,66.6,AA,0.42,1.01
265,2023-12-10,2,49.1,C,0.38,0.83
265,2023-12-17,4,56.9,C,0.36,0.84
265,2023-12-24,4,74.6,AA,0.43,0.96
265,2023-12-31,2,54.1,AA,0.43,1.12
266,2023-01-01,6,74.8,B,0.32,0.94
266,2023-01-08,6,67.6,A,0.33,1.18
266,2023-01-15,6,52.4,C,0.47,1.15
266,2023-01-22,7,70.1,C,0.44,0.86
266,2023-01-29,0,47.5,AA,0.36,0.81
266,2023-02-05,2,61.3,B,0.43,1.01
266,2023-02-12,6,62.0,C,0.46,1.15
266,2023-02-19,5,71.8,B,0.33,1.0
266,2023-02-26,7,55.3,C,0.45,0.93
266,2023-03-05,6,60.2,B,0.47,0.95
266,2023-03-12,7,67.0,AA,0.35,0.98
266,2023-03-19,1,60.5,C,0.41,1.08
266,2023-03-26,2,51.8,A,0.31,1.18
266,2023-04-02,5,64.1,C,0.49,1.14
266,2023-04-09,3,58.3,B,0.39,1.05
266,2023-04-16,1,55.4,A,0.31,1.08
266,2023-04-23,2,45.1,A,0.3,0.87
266,2023-04-30,5,54.5,B,0.32,0.93
266,2023-05-07,3,70.5,AA,0.33,1.18
266,2023-05-14,0,52.7,AA,0.36,1.03
266,2023-05-21,0,66.0,AA,0.49,0.8
266,2023-05-28,1,58.7,C,0.47,1.09
266,2023-06-04,5,68.6,C,0.32,0.84
266,2023-06-11,7,64.3,AA,0.43,1.17
266,2023-06-18,1,63.3,B,0.32,1.17
266,2023-06-25,4,59.8,AA,0.41,0.92
266,2023-07-02,1,70.8,A,0.38,0.97
266,2023-07-09,4,62.1,AA,0.4,1.06
266,2023-07-16,3,73.4,B,0.46,1.11
266,2023-07-23,4,56.1,B,0.44,0.9
266,2023-07-30,4,59.1,C,0.31,1.1
266,2023-08-06,5,63.0,C,0.48,0.82
266,2023-08-13,0,60.6,C,0.38,1.08
266,2023-08-20,3,62.9,B,0.34,1.2
266,2023-08-27,4,49.8,AA,0.33,1.2
266,2023-09-03,6,48.9,AA,0.33,0.93
266,2023-09-10,0,51.4,C,0.35,1.07
266,2023-09-17,0,47.0,A,0.45,0.97
266,2023-09-24,2,59.1,B,0.33,0.98
266,2023-10-01,6,74.0,B,0.47,0.92
266,2023-10-08,4,61.8,AA,0.49,1.08
266,2023-10-15,7,69.1,C,0.38,0.96
266,2023-10-22,7,65.3,AA,0.34,0.93
266,2023-10-29,0,65.8,B,0.49,1.09
266,2023-11-05,6,57.2,AA,0.46,1.19
266,2023-11-12,1,66.3,AA,0.45,0.9
266,2023-11-19,1,73.2,A,0.49,0.96
266,2023-11-26,2,55.6,B,0.43,0.92
266,2023-12-03,3,46.5,C,0.45,0.99
266,2023-12-10,4,58.5,A,0.47,1.0
266,2023-12-17,2,55.9,A,0.32,0.93
266,2023-12-24,6,65.8,AA,0.43,1.02
266,2023-12-31,4,74.9,AA,0.35,0.85
267,2023-01-01,0,55.5,C,0.36,0.87
267,2023-01-08,4,68.9,B,0.41,1.06
267,2023-01-15,2,48.5,A,0.44,0.89
267,2023-01-22,5,70.2,AA,0.36,1.08
267,2023-01-29,6,47.5,B,0.32,0.87
267,2023-02-05,0,61.7,C,0.43,1.01
267,2023-02-12,7,58.2,C,0.3,0.96
267,2023-02-19,0,55.4,C,0.44,0.81
267,2023-02-26,6,72.6,B,0.32,1.09
267,2023-03-05,0,60.6,C,0.47,0.94
267,2023-03-12,3,64.8,AA,0.38,0.82
267,2023-03-19,6,53.5,AA,0.45,0.84
267,2023-03-26,6,45.2,AA,0.36,0.83
267,2023-04-02,5,55.5,B,0.42,0.85
267,2023-04-09,7,60.3,B,0.32,1.17
267,2023-04-16,7,65.2,B,0.46,0.81
267,2023-04-23,5,61.6,C,0.34,0.92
267,2023-04-30,0,60.5,B,0.33,0.93
267,2023-05-07,5,48.6,B,0.46,0.9
267,2023-05-14,7,57.8,AA,0.32,0.82
267,2023-05-21,3,54.4,B,0.38,1.1
267,2023-05-28,3,45.6,A,0.39,0.91
267,2023-06-04,2,58.6,AA,0.37,0.94
267,2023-06-11,7,49.0,AA,0.3,0.98
267,2023-06-18,7,52.5,B,0.32,1.12
267,2023-06-25,3,73.9,A,0.49,0.95
267,2023-07-02,5,52.3,B,0.34,1.16
267,2023-07-09,6,53.3,C,0.35,0.81
267,2023-07-16,3,64.2,AA,0.4,0.81
267,2023-07-23,6,55.0,AA,0.36,1.13
267,2023-07-30,0,55.2,C,0.3,0.85
267,2023-08-06,1,64.3,C,0.48,0.87
267,2023-08-13,1,65.4,C,0.42,1.04
267,2023-08-20,6,73.9,AA,0.4,0.81
267,2023-08-27,0,57.3,A,0.41,1.0
267,2023-09-03,4,54.7,AA,0.34,1.12
267,2023-09-10,5,72.6,C,0.48,1.01
267,2023-09-17,0,53.7,C,0.36,0.88
267,2023-09-24,0,71.1,C,0.43,1.09
267,2023-10-01,3,45.7,A,0.4,1.01
267,2023-10-08,3,50.3,B,0.45,1.04
267,2023-10-15,6,60.3,A,0.43,1.12
267,2023-10-22,0,62.3,B,0.44,1.15
267,2023-10-29,5,45.5,B,0.44,0.85
267,2023-11-05,3,67.5,C,0.37,1.15
267,2023-11-12,7,49.2,C,0.36,1.12
267,2023-11-19,5,52.7,C,0.36,1.09
267,2023-11-26,4,54.5,AA,0.36,1.2
267,2023-12-03,2,47.7,B,0.43,0.85
267,2023-12-10,6,64.3,B,0.38,0.98
267,2023-12-17,1,61.7,AA,0.35,1.08
267,2023-12-24,1,48.7,AA,0.32,1.19
267,2023-12-31,6,73.2,B,0.32,1.09
268,2023-01-01,6,65.6,B,0.42,0.86
268,2023-01-08,6,73.2,A,0.37,1.07
268,2023-01-15,4,69.9,AA,0.36,0.97
268,2023-01-22,1,64.1,C,0.48,1.13
268,2023-01-29,6,49.7,AA,0.3,1.0
268,2023-02-05,4,70.2,AA,0.49,0.86
268,2023-02-12,7,56.9,C,0.35,1.15
268,2023-02-19,5,51.4,A,0.45,0.86
268,2023-02-26,2,64.0,AA,0.33,0.82
268,2023-03-05,4,55.5,A,0.41,1.06
268,2023-03-12,6,45.3,AA,0.42,0.88
268,2023-03-19,3,70.7,AA,0.46,0.95
268,2023-03-26,0,69.9,B,0.48,0.92
268,2023-04-02,1,64.6,C,0.42,0.82
268,2023-04-09,7,60.2,AA,0.3,1.0
268,2023-04-16,1,70.0,AA,0.45,1.11
268,2023-04-23,4,70.8,A,0.4,1.04
268,2023-04-30,6,56.2,A,0.46,0.95
268,2023-05-07,7,55.9,B,0.34,0.93
268,2023-05-14,1,51.7,C,0.4,1.03
268,2023-05-21,5,69.1,AA,0.34,1.17
268,2023-05-28,0,50.6,B,0.35,1.16
268,2023-06-04,3,48.2,A,0.31,1.08
268,2023-06-11,5,62.1,AA,0.46,0.91
268,2023-06-18,4,74.5,C,0.41,1.2
268,2023-06-25,7,61.7,B,0.41,1.05
268,2023-07-02,6,68.8,AA,0.36,0.85
268,2023-07-09,1,48.5,AA,0.33,0.94
268,2023-07-16,4,47.5,B,0.35,0.97
268,2023-07-23,1,63.4,AA,0.49,1.18
268,2023-07-30,5,59.5,C,0.38,1.08
268,2023-08-06,5,64.4,B,0.36,1.03
268,2023-08-13,3,68.1,C,0.45,0.94
268,2023-08-20,5,70.5,A,0.32,0.96
268,2023-08-27,4,49.8,AA,0.42,0.81
268,2023-09-03,4,62.5,C,0.37,1.16
268,2023-09-10,0,61.1,AA,0.37,0.83
268,2023-09-17,4,63.2,A,0.46,0.86
268,2023-09-24,0,58.9,AA,0.46,0.96
268,2023-10-01,6,63.4,AA,0.33,0.81
268,2023-10-08,0,74.0,AA,0.38,1.03
268,2023-10-15,1,59.0,A,0.42,1.0
268,2023-10-22,2,73.5,A,0.45,0.94
268,2023-10-29,6,68.3,A,0.37,1.05
268,2023-11-05,4,63.0,AA,0.32,0.96
268,2023-11-12,5,49.4,B,0.3,1.08
268,2023-11-19,5,60.1,AA,0.48,0.93
268,2023-11-26,7,47.3,B,0.48,0.94
268,2023-12-03,0,46.6,AA,0.43,1.17
268,2023-12-10,3,55.9,B,0.45,0.81
268,2023-12-17,0,74.2,C,0.45,0.82
268,2023-12-24,2,51.2,A,0.36,0.95
268,2023-12-31,2,69.0,A,0.39,0.86
273,2023-01-01,6,48.9,A,0.36,1.08
273,2023-01-08,5,54.8,A,0.44,1.13
273,2023-01-15,4,57.4,C,0.4,0.96
273,2023-01-22,3,74.9,B,0.49,0.96
273,2023-01-29,7,63.8,C,0.48,0.84
273,2023-02-05,4,59.5,C,0.32,1.2
273,2023-02-12,2,68.5,A,0.48,1.14
273,2023-02-19,0,48.2,AA,0.33,0.89
273,2023-02-26,1,61.8,C,0.48,1.14
273,2023-03-05,6,65.1,B,0.33,0.81
273,2023-03-12,5,54.2,B,0.38,1.14
273,2023-03-19,2,70.0,C,0.43,1.06
273,2023-03-26,6,45.9,C,0.46,1.02
273,2023-04-02,4,45.1,AA,0.46,0.83
273,2023-04-09,3,47.7,C,0.39,0.89
273,2023-04-16,3,50.6,A,0.38,0.84
273,2023-04-23,4,66.3,AA,0.42,0.81
273,2023-04-30,1,74.4,AA,0.47,1.03
273,2023-05-07,7,65.5,B,0.48,1.15
273,2023-05-14,0,70.9,A,0.36,1.04
273,2023-05-21,4,55.9,C,0.42,0.94
273,2023-05-28,6,61.6,C,0.47,1.18
273,2023-06-04,1,65.6,B,0.48,0.9
273,2023-06-11,7,47.0,C,0.46,1.14
273,2023-06-18,1,54.4,AA,0.44,1.04
273,2023-06-25,7,57.8,AA,0.46,1.11
273,2023-07-02,0,47.4,AA,0.31,0.96
273,2023-07-09,1,48.3,C,0.38,1.16
273,2023-07-16,7,69.5,C,0.36,0.97
273,2023-07-23,4,57.8,AA,0.45,0.8
273,2023-07-30,6,74.3,AA,0.39,0.83
273,2023-08-06,4,63.6,AA,0.49,1.16
273,2023-08-13,5,61.0,B,0.37,0.83
273,2023-08-20,5,62.9,B,0.37,0.97
273,2023-08-27,5,61.1,A,0.42,1.02
273,2023-09-03,4,47.1,AA,0.44,0.85
273,2023-09-10,5,55.2,AA,0.35,1.18
273,2023-09-17,5,70.7,AA,0.39,1.2
273,2023-09-24,3,49.4,A,0.47,1.03
273,2023-10-01,7,45.6,C,0.45,0.82
273,2023-10-08,3,68.2,B,0.41,1.13
273,2023-10-15,0,61.2,B,0.34,1.18
273,2023-10-22,2,46.6,AA,0.43,1.0
273,2023-10-29,4,54.5,A,0.35,0.82
273,2023-11-05,4,58.5,AA,0.47,1.16
273,2023-11-12,0,45.3,B,0.38,0.93
273,2023-11-19,7,62.5,AA,0.4,1.16
273,2023-11-26,0,74.5,C,0.46,0.82
273,2023-12-03,3,46.9,B,0.49,1.09
273,2023-12-10,2,70.5,C,0.47,0.99
273,2023-12-17,2,63.3,B,0.37,0.86
273,2023-12-24,2,56.3,AA,0.48,0.84
273,2023-12-31,4,65.6,AA,0.46,1.05
275,2023-01-01,3,49.8,C,0.44,1.09
275,2023-01-08,2,49.3,AA,0.39,1.14
275,2023-01-15,2,52.9,AA,0.38,1.05
275,2023-01-22,0,49.9,C,0.5,0.95
275,2023-01-29,0,51.1,B,0.37,0.99
275,2023-02-05,4,73.5,B,0.32,1.2
275,2023-02-12,6,62.3,B,0.36,1.1
275,2023-02-19,3,71.1,AA,0.38,0.97
275,2023-02-26,6,69.2,B,0.5,0.88
275,2023-03-05,7,57.4,AA,0.41,1.12
275,2023-03-12,2,52.6,A,0.45,0.93
275,2023-03-19,0,54.1,B,0.49,0.83
275,2023-03-26,5,68.8,B,0.34,0.88
275,2023-04-02,7,46.2,C,0.47,1.04
275,2023-04-09,6,50.3,C,0.43,1.1
275,2023-04-16,5,70.6,A,0.33,0.91
275,2023-04-23,0,56.0,C,0.42,0.98
275,2023-04-30,0,62.6,A,0.49,0.98
275,2023-05-07,6,49.5,C,0.37,1.19
275,2023-05-14,6,58.9,C,0.46,0.91
275,2023-05-21,0,49.9,C,0.34,0.97
275,2023-05-28,5,72.6,B,0.34,0.98
275,2023-06-04,0,65.8,B,0.4,1.04
275,2023-06-11,4,72.3,AA,0.38,1.07
275,2023-06-18,7,59.6,A,0.34,0.82
275,2023-06-25,2,71.8,B,0.37,0.87
275,2023-07-02,6,54.6,C,0.4,0.88
275,2023-07-09,6,65.6,A,0.46,1.08
275,2023-07-16,1,52.0,B,0.4,0.89
275,2023-07-23,1,66.8,C,0.44,1.12
275,2023-07-30,2,57.8,C,0.42,1.12
275,2023-08-06,6,51.8,C,0.4,1.16
275,2023-08-13,0,64.8,AA,0.44,0.82
275,2023-08-20,5,55.6,AA,0.43,1.0
275,2023-08-27,7,64.5,C,0.5,1.02
275,2023-09-03,2,70.7,AA,0.39,0.98
275,2023-09-10,5,69.7,B,0.32,0.93
275,2023-09-17,2,46.9,C,0.41,1.13
275,2023-09-24,4,54.7,C,0.38,1.14
275,2023-10-01,4,59.6,AA,0.38,1.0
275,2023-10-08,5,62.7,B,0.48,0.99
275,2023-10-15,0,69.0,AA,0.47,0.91
275,2023-10-22,6,74.6,B,0.33,1.07
275,2023-10-29,0,51.2,AA,0.47,1.01
275,2023-11-05,4,62.2,C,0.36,1.12
275,2023-11-12,3,72.9,AA,0.37,1.08
275,2023-11-19,4,55.3,C,0.45,0.86
275,2023-11-26,7,73.9,A,0.42,0.89
275,2023-12-03,3,62.2,A,0.33,0.88
275,2023-12-10,7,69.7,AA,0.44,1.06
275,2023-12-17,3,72.0,B,0.37,1.1
275,2023-12-24,5,65.6,B,0.35,1.01
275,2023-12-31,6,63.1,C,0.35,0.93
278,2023-01-01,0,64.9,C,0.45,0.86
278,2023-01-08,1,55.1,B,0.48,1.11
278,2023-01-15,7,55.7,A,0.35,0.9
278,2023-01-22,3,64.6,B,0.47,1.19
278,2023-01-29,4,62.1,A,0.39,0.8
278,2023-02-05,3,51.1,AA,0.43,0.99
278,2023-02-12,1,64.1,C,0.3,0.9
278,2023-02-19,6,56.0,B,0.45,0.85
278,2023-02-26,2,48.9,B,0.37,1.1
278,2023-03-05,1,53.8,B,0.31,0.84
