sale_id,lobster_id,sale_date,buyer_name,sale_channel,quantity_sold_kg,price_per_kg,transport_cost,commission_percent,payment_terms,delivery_location,customer_rating,total_sale_value,net_profit
SALE02421,LOB09629,2024-06-28,Processing Plant E,Contract,0.8,74.21,44.18,11.9,Net 30,Matthewport,3,59.367999999999995,8.123207999999995
SALE02422,LOB03469,2024-09-20,Processing Plant E,Auction,0.78,79.33,25.33,9.7,Net 30,Lake Sandra,1,61.8774,30.545292200000002
SALE02423,LOB05081,2025-05-15,Local Distributor D,Online Platform,1.14,50.97,47.13,9.7,COD,New Juanfurt,4,58.105799999999995,5.339537399999994
SALE02424,LOB05244,2024-06-09,Processing Plant E,Online Platform,1.38,30.88,45.9,5.0,Net 30,Johnfort,2,42.614399999999996,-5.4163200000000025
SALE02425,LOB08469,2024-12-09,Processing Plant E,Contract,0.51,80.12,9.19,11.1,Cash,Adamside,5,40.861200000000004,27.135606800000005
SALE02426,LOB00439,2025-02-08,Restaurant Chain B,Online Platform,0.67,82.81,11.0,11.0,Cash,South Natalie,5,55.48270000000001,38.379603
SALE02427,LOB02228,2025-04-02,Processing Plant E,Contract,1.45,56.12,37.34,6.5,Cash,Lake Kathleen,5,81.374,38.74468999999999
SALE02428,LOB03163,2025-02-25,Seafood Market A,Contract,1.3,74.22,47.78,6.1,COD,West Shawn,4,96.486,42.820354
SALE02429,LOB01882,2024-08-10,Seafood Market A,Online Platform,0.58,71.69,14.91,10.5,Cash,North Jaystad,5,41.5802,22.304278999999998
SALE02430,LOB08981,2024-08-23,Processing Plant E,Direct Sale,0.31,47.75,8.53,12.1,Net 30,Mackenziestad,3,14.8025,4.481397500000001
SALE02431,LOB05421,2025-05-03,Export Company C,Contract,0.87,71.15,26.81,13.1,COD,Port Kim,2,61.90050000000001,26.981534500000006
SALE02432,LOB08086,2025-03-27,Seafood Market A,Auction,1.48,85.16,37.08,6.9,Net 15,Robertchester,1,126.0368,80.2602608
SALE02433,LOB02999,2025-02-20,Export Company C,Auction,0.82,43.9,22.01,7.3,Cash,Ramirezmouth,1,35.998,11.360145999999997
SALE02434,LOB05209,2024-07-11,Restaurant Chain B,Auction,0.99,55.26,32.21,7.1,Net 30,Danielbury,5,54.7074,18.6131746
SALE02435,LOB06573,2024-08-06,Export Company C,Direct Sale,1.35,58.58,39.74,6.4,Net 15,Bennettland,3,79.083,34.281687999999995
SALE02436,LOB06071,2024-12-16,Seafood Market A,Auction,1.08,30.7,42.44,12.4,Cash,Port Mary,4,33.156,-13.395343999999998
SALE02437,LOB06691,2025-03-24,Local Distributor D,Auction,0.88,81.5,47.77,6.3,Net 15,Phillipton,4,71.72,19.431639999999994
SALE02438,LOB09727,2024-09-14,Restaurant Chain B,Direct Sale,0.87,79.68,14.97,11.3,Cash,Edwardsberg,5,69.3216,46.5182592
SALE02439,LOB01712,2024-06-25,Export Company C,Auction,1.16,78.16,21.01,8.8,Cash,Liuchester,2,90.66559999999998,61.677027199999976
SALE02440,LOB04166,2024-11-20,Seafood Market A,Contract,0.64,47.52,9.51,6.5,Cash,Kevinstad,4,30.412800000000004,18.925968000000005
SALE02441,LOB08153,2024-10-12,Processing Plant E,Online Platform,0.98,54.48,11.95,14.8,Net 30,Lake Alyssa,2,53.39039999999999,33.5386208
SALE02442,LOB06455,2024-08-22,Local Distributor D,Online Platform,0.72,67.62,39.87,6.6,Net 30,Pamelafurt,2,48.6864,5.603097600000002
SALE02443,LOB08304,2024-12-01,Local Distributor D,Direct Sale,0.24,39.16,44.64,9.6,Net 30,Port Danielle,5,9.398399999999999,-36.14384640000001
SALE02444,LOB01146,2024-09-19,Restaurant Chain B,Online Platform,1.0,63.09,10.1,7.5,Net 15,South Ginastad,5,63.09,48.258250000000004
SALE02445,LOB05949,2025-03-27,Export Company C,Contract,0.81,51.22,44.67,7.3,Cash,Christianhaven,2,41.4882,-6.2104386000000025
SALE02446,LOB00222,2025-04-08,Processing Plant E,Auction,1.29,59.55,10.99,8.2,Net 15,Contrerasland,2,76.8195,59.53030100000001
SALE02447,LOB08749,2024-07-10,Local Distributor D,Online Platform,0.46,77.31,10.19,10.5,Cash,Codychester,2,35.5626,21.638527000000003
SALE02448,LOB04948,2025-03-02,Restaurant Chain B,Direct Sale,0.7,72.92,47.62,8.6,Cash,Mcphersonmouth,1,51.044,-0.9657840000000002
SALE02449,LOB07552,2025-01-17,Export Company C,Contract,0.96,72.3,48.32,6.7,COD,North Joshuashire,5,69.408,16.437664
SALE02450,LOB09584,2024-10-16,Local Distributor D,Direct Sale,0.51,64.41,19.96,10.5,Net 15,North Dawn,4,32.8491,9.4399445
SALE02451,LOB07546,2025-03-24,Processing Plant E,Online Platform,1.27,42.32,19.42,8.6,Net 15,Lawsontown,2,53.7464,29.7042096
SALE02452,LOB05448,2024-12-30,Local Distributor D,Online Platform,0.63,74.76,47.56,10.5,Net 15,South Samanthamouth,4,47.098800000000004,-5.406573999999998
SALE02453,LOB02464,2024-11-17,Processing Plant E,Online Platform,0.52,88.94,12.65,8.1,COD,New Juanhaven,2,46.2488,29.852647200000003
SALE02454,LOB00030,2024-10-08,Seafood Market A,Contract,1.08,80.65,15.99,12.7,COD,West Petertown,3,87.10200000000002,60.05004600000002
SALE02455,LOB09341,2024-12-06,Processing Plant E,Direct Sale,0.35,35.7,11.94,13.8,COD,Nancychester,2,12.495000000000001,-1.1693099999999985
SALE02456,LOB01498,2025-05-05,Export Company C,Contract,1.42,37.05,7.09,14.5,Net 15,East John,4,52.61099999999999,37.89240499999999
SALE02457,LOB09511,2024-06-09,Restaurant Chain B,Direct Sale,1.39,39.33,47.09,5.3,Net 15,South James,1,54.668699999999994,4.681258899999991
SALE02458,LOB00844,2025-04-21,Processing Plant E,Online Platform,0.74,34.27,49.06,10.3,COD,South Juantown,1,25.359800000000003,-26.3122594
SALE02459,LOB03111,2024-07-17,Processing Plant E,Auction,0.44,65.22,36.6,9.7,Net 30,Lake Richard,1,28.6968,-10.686789600000001
SALE02460,LOB01963,2025-03-02,Restaurant Chain B,Direct Sale,0.96,57.2,34.65,11.8,Net 15,Port Michael,2,54.912,13.782384
SALE02461,LOB06250,2025-05-06,Local Distributor D,Direct Sale,1.13,74.02,39.33,12.2,Net 15,Port Erin,2,83.64259999999999,34.108202799999994
SALE02462,LOB08208,2025-03-10,Restaurant Chain B,Auction,0.49,61.54,25.88,10.0,Cash,Lake Andrewview,2,30.1546,1.2591399999999995
SALE02463,LOB03699,2024-08-23,Processing Plant E,Auction,1.29,43.54,31.3,7.9,Cash,Hallhaven,1,56.1666,20.4294386
SALE02464,LOB07560,2024-12-08,Seafood Market A,Contract,1.02,52.5,6.81,5.3,Net 15,East Wesleyville,2,53.550000000000004,43.90185
SALE02465,LOB01326,2024-08-08,Restaurant Chain B,Direct Sale,1.5,45.33,44.99,8.8,Net 15,Michaelport,3,67.995,17.021440000000002
SALE02466,LOB05353,2024-07-11,Seafood Market A,Auction,0.99,72.21,45.05,5.6,Net 30,New Taylor,1,71.4879,22.4345776
SALE02467,LOB09391,2024-08-10,Export Company C,Auction,1.41,68.08,25.56,7.2,Net 30,New Kara,5,95.99279999999999,63.521318399999984
SALE02468,LOB00566,2024-12-31,Restaurant Chain B,Auction,1.17,69.58,20.98,13.0,Net 15,Juliemouth,3,81.40859999999999,49.84548199999999
SALE02469,LOB06119,2024-10-23,Local Distributor D,Online Platform,1.08,48.01,7.62,7.3,Net 30,Marshallmouth,1,51.8508,40.4456916
SALE02470,LOB00306,2025-01-08,Local Distributor D,Online Platform,0.92,43.62,31.26,7.1,Net 30,West Lisa,1,40.1304,6.0211416
SALE02471,LOB03722,2025-04-07,Export Company C,Online Platform,1.47,85.14,48.2,11.1,COD,Pearsonton,2,125.1558,63.0635062
SALE02472,LOB00325,2025-03-31,Seafood Market A,Online Platform,0.44,48.47,14.87,11.5,COD,Laurenborough,3,21.3268,4.004218
SALE02473,LOB07791,2024-11-21,Seafood Market A,Direct Sale,0.49,88.5,30.39,12.1,Cash,Port Jodichester,4,43.365,7.727835000000002
SALE02474,LOB06303,2024-10-08,Export Company C,Direct Sale,0.42,64.09,13.42,11.8,Net 30,West Cynthia,3,26.9178,10.3214996
SALE02475,LOB04360,2024-10-27,Seafood Market A,Online Platform,0.9,83.03,15.49,11.1,Net 30,East Cindyhaven,4,74.727,50.942303
SALE02476,LOB07171,2025-01-10,Seafood Market A,Auction,1.31,73.75,16.94,9.7,Net 30,Samuelmouth,3,96.6125,70.3010875
SALE02477,LOB07405,2025-02-25,Processing Plant E,Contract,0.35,56.46,27.64,10.5,Net 15,New Deantown,3,19.761,-9.953905
SALE02478,LOB00453,2024-10-25,Seafood Market A,Auction,1.13,68.16,7.9,12.1,COD,New Nicolasberg,1,77.0208,59.801283199999986
SALE02479,LOB05195,2025-01-05,Processing Plant E,Online Platform,0.91,75.39,34.98,14.5,COD,East Stephanieport,2,68.6049,23.677189500000004
SALE02480,LOB09682,2024-11-24,Export Company C,Contract,1.32,86.28,22.09,5.3,Net 30,Phamstad,2,113.8896,85.76345119999999
SALE02481,LOB05717,2025-01-13,Restaurant Chain B,Direct Sale,0.98,80.26,35.71,7.9,Cash,South Melissaburgh,2,78.65480000000001,36.731070800000005
SALE02482,LOB09607,2024-09-15,Seafood Market A,Contract,0.5,79.59,22.21,9.3,Cash,West Andrewview,3,39.795,13.884065
SALE02483,LOB09979,2024-09-20,Export Company C,Online Platform,1.34,41.06,18.02,7.7,Net 30,Turnerside,5,55.02040000000001,32.76382920000001
SALE02484,LOB07474,2024-10-20,Restaurant Chain B,Contract,0.71,71.56,36.71,8.5,Net 30,Baileyside,3,50.8076,9.778953999999999
SALE02485,LOB03924,2025-06-02,Seafood Market A,Contract,1.33,87.1,6.51,14.3,COD,Shannonmouth,2,115.843,92.767451
SALE02486,LOB00462,2025-03-13,Restaurant Chain B,Online Platform,0.72,47.36,38.78,9.4,Net 15,North Maria,5,34.099199999999996,-7.886124800000005
SALE02487,LOB08263,2025-04-19,Local Distributor D,Direct Sale,0.8,36.49,38.01,10.2,Cash,Fraziermouth,4,29.192000000000004,-11.795583999999995
SALE02488,LOB00710,2025-01-28,Export Company C,Direct Sale,1.34,75.28,48.84,9.3,Cash,Chelseaside,4,100.8752,42.6538064
SALE02489,LOB05899,2024-10-13,Local Distributor D,Direct Sale,0.87,79.66,47.32,7.2,Cash,Russellview,1,69.3042,16.994297599999996
SALE02490,LOB02381,2024-08-26,Local Distributor D,Contract,1.29,78.6,5.91,5.2,Net 30,Elliottland,5,101.39399999999999,90.211512
SALE02491,LOB09993,2024-07-14,Export Company C,Auction,0.28,63.36,34.15,11.0,COD,Goodfurt,2,17.7408,-18.360688
SALE02492,LOB05214,2024-10-07,Local Distributor D,Direct Sale,0.23,32.22,37.79,8.3,Cash,Michaelberg,5,7.4106,-30.9944798
SALE02493,LOB00450,2024-08-27,Local Distributor D,Direct Sale,0.33,81.81,34.96,8.5,Cash,Kelleyburgh,3,26.997300000000003,-10.257470499999998
SALE02494,LOB01829,2025-05-21,Local Distributor D,Direct Sale,0.67,87.78,6.5,6.0,Net 30,Mariashire,2,58.8126,48.783844
SALE02495,LOB04922,2024-12-04,Restaurant Chain B,Auction,1.46,71.77,39.83,6.3,Cash,Angelaton,5,104.7842,58.3527954
SALE02496,LOB04033,2024-08-31,Seafood Market A,Direct Sale,0.61,60.27,48.94,7.8,Cash,North Edward,5,36.7647,-15.0429466
SALE02497,LOB00263,2024-09-29,Export Company C,Direct Sale,0.89,70.05,27.21,9.9,Net 30,Potterbury,4,62.3445,28.962394499999995
SALE02498,LOB05923,2024-12-07,Seafood Market A,Online Platform,1.15,56.12,42.54,6.0,COD,Lake Catherine,1,64.538,18.125719999999998
SALE02499,LOB03501,2024-11-09,Export Company C,Online Platform,1.4,65.27,21.01,5.7,Net 15,North Keithbury,2,91.37799999999999,65.15945399999998
SALE02500,LOB05025,2025-02-13,Local Distributor D,Direct Sale,0.96,68.97,10.98,12.5,Net 30,Port Kevinville,3,66.21119999999999,46.95479999999999
SALE02501,LOB01979,2024-12-24,Processing Plant E,Online Platform,0.61,85.32,45.66,14.8,Net 15,Michaelville,5,52.045199999999994,-1.3174896000000027
SALE02502,LOB08782,2024-07-24,Processing Plant E,Direct Sale,1.27,60.61,9.35,12.1,Cash,Brittanyberg,3,76.9747,58.3107613
SALE02503,LOB07627,2024-08-08,Export Company C,Direct Sale,1.17,69.02,11.4,6.1,Net 30,New Christianport,2,80.75339999999998,64.42744259999998
SALE02504,LOB09056,2024-11-09,Processing Plant E,Online Platform,1.32,30.81,49.45,7.8,Cash,West Miguel,4,40.669200000000004,-11.9529976
SALE02505,LOB09924,2024-07-07,Processing Plant E,Direct Sale,0.22,31.03,5.81,13.0,Cash,Christopherhaven,5,6.8266,0.1291420000000003
SALE02506,LOB07869,2025-01-04,Seafood Market A,Online Platform,0.2,79.2,32.51,8.6,Cash,West Sarahland,1,15.840000000000002,-18.032239999999994
SALE02507,LOB00889,2025-04-12,Seafood Market A,Online Platform,0.8,51.28,28.79,11.5,Net 15,Hayneshaven,1,41.024,7.516240000000002
SALE02508,LOB05250,2025-03-01,Processing Plant E,Auction,0.39,85.12,26.77,14.7,COD,Stewartbury,5,33.1968,1.546870400000003
SALE02509,LOB06345,2024-09-15,Seafood Market A,Direct Sale,0.24,31.76,30.45,11.5,Net 15,West Ronaldtown,4,7.6224,-23.704176
SALE02510,LOB01938,2025-02-20,Export Company C,Auction,1.42,49.84,44.59,5.3,Net 15,Ryantown,4,70.7728,22.4318416
SALE02511,LOB02489,2025-03-27,Processing Plant E,Direct Sale,1.18,54.79,33.92,5.4,Net 30,Lake Nicholas,2,64.6522,27.240981199999993
SALE02512,LOB01668,2024-07-31,Processing Plant E,Online Platform,0.93,47.97,10.02,10.6,Net 15,North Brandon,2,44.6121,29.863217400000003
SALE02513,LOB00226,2024-11-27,Export Company C,Contract,1.42,47.99,47.03,10.0,Net 15,Carrollmouth,1,68.1458,14.301219999999994
SALE02514,LOB08737,2024-12-21,Processing Plant E,Online Platform,0.86,42.66,12.62,9.0,Cash,West Yvonneshire,2,36.687599999999996,20.765715999999998
SALE02515,LOB04054,2024-10-25,Export Company C,Auction,0.59,79.54,43.92,9.0,COD,Pennyshire,1,46.9286,-1.2149739999999989
SALE02516,LOB04267,2025-05-13,Restaurant Chain B,Auction,0.2,83.3,21.94,14.9,COD,Christopherland,1,16.66,-7.762340000000002
SALE02517,LOB06909,2024-08-16,Restaurant Chain B,Online Platform,1.35,77.91,25.44,14.1,Net 30,Heidifurt,2,105.1785,64.9083315
SALE02518,LOB01257,2024-12-07,Processing Plant E,Online Platform,1.41,34.56,37.12,7.3,Net 15,South Brandon,1,48.7296,8.0523392
SALE02519,LOB08534,2024-08-12,Seafood Market A,Auction,1.32,48.21,5.92,11.9,Net 30,Lake Nicoleville,3,63.63720000000001,50.144373200000004
SALE02520,LOB04046,2024-12-13,Seafood Market A,Contract,1.0,67.7,37.87,14.0,Net 15,Ericton,1,67.7,20.352000000000004
SALE02521,LOB08272,2024-06-11,Restaurant Chain B,Direct Sale,0.21,83.11,15.64,7.0,COD,Michaelshire,4,17.4531,0.5913829999999987
SALE02522,LOB04762,2025-02-09,Restaurant Chain B,Direct Sale,0.65,65.4,17.74,14.5,Net 15,Beltranfort,5,42.510000000000005,18.606050000000007
SALE02523,LOB08266,2025-05-16,Processing Plant E,Auction,0.84,83.22,40.82,10.1,Net 30,South Shannonton,3,69.9048,22.024415199999993
SALE02524,LOB06099,2025-02-26,Export Company C,Online Platform,1.38,70.25,15.18,7.0,COD,Katieshire,2,96.945,74.97884999999998
SALE02525,LOB01823,2024-08-16,Export Company C,Direct Sale,0.7,82.84,12.92,12.6,Net 15,West Linda,4,57.988,37.761511999999996
SALE02526,LOB01917,2025-02-16,Local Distributor D,Direct Sale,0.33,64.41,27.49,13.8,Net 15,Avilatown,4,21.2553,-9.1679314
SALE02527,LOB05385,2024-12-13,Local Distributor D,Auction,0.38,52.17,26.5,12.2,COD,East Lonnieport,2,19.8246,-9.0940012
SALE02528,LOB01754,2025-01-26,Processing Plant E,Direct Sale,0.47,34.54,42.72,7.0,Cash,South Jasmineport,3,16.2338,-27.622566
SALE02529,LOB07376,2025-03-07,Processing Plant E,Auction,1.26,40.89,37.18,13.5,Net 30,North Ryan,4,51.5214,7.386011
SALE02530,LOB09024,2025-03-24,Seafood Market A,Direct Sale,1.34,40.05,34.44,11.1,Net 30,Lake Caseyborough,2,53.667,13.269963000000004
SALE02531,LOB03261,2024-07-06,Export Company C,Online Platform,1.36,70.95,5.26,14.6,Cash,Delgadohaven,5,96.492,77.144168
SALE02532,LOB07307,2024-06-10,Restaurant Chain B,Online Platform,1.03,38.38,35.05,8.7,Net 30,Matthewmouth,3,39.531400000000005,1.0421682000000079
SALE02533,LOB01647,2024-08-29,Export Company C,Auction,0.29,55.97,44.65,13.4,Cash,Steelehaven,4,16.231299999999997,-30.5936942
SALE02534,LOB01890,2024-07-23,Export Company C,Online Platform,0.87,79.97,44.75,7.0,Net 30,West Brookeshire,3,69.5739,19.953726999999994
SALE02535,LOB00476,2024-11-10,Local Distributor D,Direct Sale,0.59,33.28,40.33,6.2,COD,North Tony,3,19.6352,-21.9121824
SALE02536,LOB03300,2024-06-06,Export Company C,Direct Sale,1.26,54.29,41.15,5.3,Net 15,Lindaview,2,68.4054,23.6299138
SALE02537,LOB09555,2024-11-25,Export Company C,Auction,0.72,68.11,22.61,5.5,Net 15,Patriciafort,2,49.0392,23.732044000000002
SALE02538,LOB09766,2024-11-04,Local Distributor D,Auction,1.36,59.17,36.47,13.0,Cash,Warrenfort,5,80.47120000000001,33.53994400000001
SALE02539,LOB01955,2024-10-27,Restaurant Chain B,Auction,0.32,83.21,14.56,5.7,Cash,North Tanyaport,4,26.6272,10.549449599999997
SALE02540,LOB04220,2024-07-25,Processing Plant E,Auction,0.89,44.26,9.09,5.2,Net 30,Millermouth,4,39.3914,28.253047199999997
SALE02541,LOB05500,2025-04-12,Processing Plant E,Direct Sale,0.61,51.13,48.06,8.3,Net 15,Jordanview,2,31.1893,-19.459411900000003
SALE02542,LOB07170,2025-02-13,Processing Plant E,Auction,1.47,66.99,17.44,10.8,Net 30,North Thomas,3,98.47529999999999,70.3999676
SALE02543,LOB08048,2024-06-07,Seafood Market A,Online Platform,0.28,36.49,8.84,12.8,Net 30,Larrytown,3,10.217200000000002,0.06939840000000164
SALE02544,LOB09278,2024-10-11,Processing Plant E,Online Platform,1.32,38.52,46.52,5.6,Net 15,Carrollmouth,2,50.84640000000001,1.4790016000000064
SALE02545,LOB09472,2025-05-25,Local Distributor D,Online Platform,0.81,68.68,11.2,9.0,Cash,Calderonberg,2,55.63080000000001,39.42402800000001
SALE02546,LOB02330,2024-07-07,Processing Plant E,Online Platform,1.12,37.71,16.45,6.1,Net 30,East Brooke,4,42.235200000000006,23.208852800000006
SALE02547,LOB08239,2024-11-23,Processing Plant E,Contract,1.3,42.78,37.08,6.8,Cash,Port Rebecca,3,55.614000000000004,14.752248000000005
SALE02548,LOB03917,2024-11-06,Export Company C,Auction,1.11,78.37,20.86,7.1,Net 15,Port Gregory,5,86.99070000000002,59.95436030000002
SALE02549,LOB00469,2025-04-20,Local Distributor D,Contract,1.39,38.28,14.41,6.9,Net 15,New Aaronport,4,53.209199999999996,35.1277652
SALE02550,LOB09076,2024-08-06,Export Company C,Online Platform,0.53,37.54,31.91,13.4,Net 15,South Apriltown,3,19.8962,-14.679890799999999
SALE02551,LOB04160,2025-01-22,Local Distributor D,Auction,0.76,36.0,18.94,14.7,COD,Hannaberg,1,27.36,4.398079999999998
SALE02552,LOB06170,2025-03-09,Export Company C,Auction,0.58,38.77,18.92,8.9,Net 30,Martinezton,3,22.4866,1.5652925999999976
SALE02553,LOB06863,2024-08-20,Processing Plant E,Contract,1.41,65.6,44.89,14.2,Cash,New Vanessa,3,92.49599999999998,34.471567999999984
SALE02554,LOB08340,2024-11-23,Local Distributor D,Auction,0.25,40.97,16.96,8.4,Net 15,South Eric,1,10.2425,-7.577870000000001
SALE02555,LOB06034,2024-10-09,Restaurant Chain B,Contract,0.46,86.0,29.24,14.1,Net 30,Leslieport,5,39.56,4.742040000000003
SALE02556,LOB07255,2024-08-17,Processing Plant E,Auction,1.26,70.05,15.34,12.5,Net 15,Paigeshire,5,88.26299999999999,61.89012499999999
SALE02557,LOB04080,2025-03-28,Local Distributor D,Online Platform,0.37,70.11,23.76,8.0,Net 30,New Clarence,3,25.9407,0.1054439999999981
SALE02558,LOB08220,2024-07-16,Export Company C,Direct Sale,0.56,69.05,23.68,13.7,Net 15,Joshuamouth,2,38.668,9.690484000000001
SALE02559,LOB06253,2024-09-17,Local Distributor D,Direct Sale,0.37,68.15,22.83,9.5,Net 30,Ayalafurt,5,25.215500000000002,-0.009972499999996387
SALE02560,LOB02206,2024-12-14,Processing Plant E,Auction,0.9,86.23,24.52,7.4,Net 30,Stephaniechester,2,77.607,47.344082
SALE02561,LOB04306,2025-01-28,Restaurant Chain B,Contract,0.34,54.49,42.64,14.1,Net 30,Rayshire,1,18.526600000000002,-26.725650599999998
SALE02562,LOB03005,2025-04-14,Local Distributor D,Contract,0.65,59.4,20.44,14.2,Cash,Michaeltown,1,38.61,12.687379999999997
SALE02563,LOB02188,2025-05-02,Export Company C,Online Platform,0.61,84.32,23.0,14.8,Net 30,South Laura,5,51.435199999999995,20.822790399999995
SALE02564,LOB00691,2025-04-07,Processing Plant E,Online Platform,0.46,51.66,32.81,13.4,Net 30,West Brianfort,4,23.7636,-12.230722400000003
SALE02565,LOB05032,2024-11-02,Restaurant Chain B,Online Platform,0.54,52.12,9.64,13.9,COD,Catherinestad,4,28.1448,14.592672799999999
SALE02566,LOB01110,2024-06-27,Restaurant Chain B,Contract,1.26,75.71,46.51,9.2,Net 30,Holmesshire,3,95.3946,40.1082968
SALE02567,LOB09836,2025-04-26,Restaurant Chain B,Direct Sale,1.25,53.83,15.72,11.8,Net 15,Lake Rickyburgh,2,67.2875,43.62757499999999
SALE02568,LOB01290,2024-11-15,Seafood Market A,Auction,0.22,67.48,22.9,6.3,Net 30,West Michaelshire,5,14.845600000000001,-8.989672799999997
SALE02569,LOB09254,2024-06-13,Seafood Market A,Online Platform,1.06,31.1,29.11,14.9,Net 30,Stephenport,1,32.966,-1.0559339999999988
SALE02570,LOB00659,2024-06-27,Processing Plant E,Direct Sale,1.07,54.23,13.81,6.0,Cash,Lake Hollyville,4,58.0261,40.734534
SALE02571,LOB07450,2025-03-24,Processing Plant E,Contract,0.55,37.06,43.68,11.5,COD,Port Johnny,3,20.383000000000003,-25.641045
SALE02572,LOB07138,2025-05-28,Restaurant Chain B,Auction,0.51,41.94,33.46,10.5,Net 30,Murrayland,2,21.3894,-14.316487000000002
SALE02573,LOB07234,2024-09-24,Seafood Market A,Contract,1.41,66.55,9.05,8.8,Net 30,Montestown,1,93.8355,76.527976
SALE02574,LOB00980,2024-09-25,Local Distributor D,Online Platform,0.91,44.85,46.75,9.2,Net 30,West Mary,5,40.813500000000005,-9.691341999999995
SALE02575,LOB02979,2024-07-22,Processing Plant E,Direct Sale,0.95,78.16,21.67,14.6,Net 30,East Savannah,3,74.252,41.74120799999999
SALE02576,LOB00892,2025-02-18,Processing Plant E,Auction,1.38,81.71,7.61,12.2,Cash,New Tammy,3,112.75979999999998,91.39310439999998
SALE02577,LOB09944,2025-02-27,Local Distributor D,Contract,0.44,63.23,28.81,13.4,COD,North Deborah,4,27.821199999999997,-4.716840800000002
SALE02578,LOB01970,2024-12-02,Export Company C,Direct Sale,0.84,46.26,44.88,14.6,Cash,Jefferytown,4,38.858399999999996,-11.694926400000007
SALE02579,LOB04453,2024-07-22,Processing Plant E,Auction,0.91,67.02,22.74,8.1,Net 15,New Paul,5,60.9882,33.308155799999994
SALE02580,LOB04043,2024-08-19,Export Company C,Contract,0.2,67.05,48.49,11.1,Net 30,Lake Tracyshire,1,13.41,-36.568509999999996
SALE02581,LOB07213,2025-05-04,Export Company C,Auction,0.32,78.76,30.72,12.2,Net 30,Harveymouth,3,25.203200000000002,-8.591590399999996
SALE02582,LOB07445,2024-11-27,Local Distributor D,Direct Sale,1.19,63.95,20.96,14.9,Net 15,Kimberlyshire,2,76.1005,43.8015255
SALE02583,LOB08407,2025-05-02,Local Distributor D,Online Platform,0.25,65.39,42.73,11.2,Net 15,South Douglas,2,16.3475,-28.213419999999996
SALE02584,LOB04565,2024-12-12,Local Distributor D,Direct Sale,1.22,76.24,23.18,7.9,Cash,West Erinbury,3,93.0128,62.48478879999999
SALE02585,LOB09338,2025-04-06,Processing Plant E,Online Platform,0.78,65.12,16.42,8.7,Cash,New Corey,5,50.793600000000005,29.954556800000002
SALE02586,LOB06876,2024-06-29,Local Distributor D,Online Platform,0.99,57.97,41.99,6.2,Cash,East Brittneyburgh,1,57.390299999999996,11.842101399999994
SALE02587,LOB03377,2024-10-27,Processing Plant E,Auction,1.4,61.11,43.78,14.9,Net 15,Spencerside,2,85.55399999999999,29.026453999999987
SALE02588,LOB04525,2024-10-10,Export Company C,Online Platform,1.31,64.1,22.2,10.1,Net 15,Floresville,3,83.97099999999999,53.28992899999999
SALE02589,LOB04582,2024-08-12,Processing Plant E,Auction,0.63,32.1,10.55,8.6,Net 30,North Rebecca,3,20.223000000000003,7.933822000000001
SALE02590,LOB06040,2024-09-30,Processing Plant E,Auction,1.26,33.95,29.21,5.4,Net 15,Campbelltown,2,42.777,11.257042
SALE02591,LOB05761,2024-10-01,Restaurant Chain B,Auction,0.84,68.4,42.51,11.2,Net 30,North Victoria,1,57.456,8.510928000000005
SALE02592,LOB04341,2024-10-29,Seafood Market A,Auction,0.8,38.09,44.04,7.6,COD,East Tamara,2,30.472000000000005,-15.883871999999995
SALE02593,LOB00698,2024-06-12,Seafood Market A,Contract,0.67,53.77,38.11,11.4,Net 15,Beardburgh,3,36.02590000000001,-6.191052599999993
SALE02594,LOB02166,2024-07-09,Seafood Market A,Auction,0.83,56.76,41.63,13.2,Net 30,South Danielmouth,3,47.1108,-0.7378256000000043
SALE02595,LOB09512,2024-09-11,Restaurant Chain B,Direct Sale,0.31,36.3,24.77,12.5,Net 30,Adamberg,1,11.252999999999998,-14.923625000000001
SALE02596,LOB00064,2024-07-17,Restaurant Chain B,Auction,1.38,50.4,5.95,14.3,COD,Hardingside,4,69.55199999999999,53.656063999999986
SALE02597,LOB00800,2025-01-15,Restaurant Chain B,Direct Sale,0.3,39.69,36.06,14.1,Net 30,Ferrellbury,5,11.906999999999998,-25.831887000000005
SALE02598,LOB08063,2024-09-18,Restaurant Chain B,Online Platform,0.65,72.29,6.12,10.7,COD,Wrightbury,5,46.98850000000001,35.840730500000014
SALE02599,LOB07324,2025-02-19,Local Distributor D,Online Platform,0.88,32.52,10.69,12.4,Cash,Gloriaview,5,28.617600000000003,14.379017600000005
SALE02600,LOB00100,2024-10-07,Local Distributor D,Online Platform,1.1,31.9,12.43,10.9,COD,Raymondhaven,4,35.09,18.835190000000004
SALE02601,LOB03303,2024-09-05,Restaurant Chain B,Direct Sale,0.55,30.95,32.67,5.3,Net 30,Rodneyview,3,17.0225,-16.549692500000003
SALE02602,LOB07679,2024-08-29,Seafood Market A,Direct Sale,1.14,39.76,26.97,14.1,Net 15,Lake Andrew,2,45.32639999999999,11.965377599999997
SALE02603,LOB06534,2024-10-06,Restaurant Chain B,Online Platform,1.37,39.64,14.13,9.0,COD,Port Wandaborough,2,54.3068,35.289187999999996
SALE02604,LOB00849,2024-08-18,Restaurant Chain B,Auction,0.73,47.95,13.89,9.0,Net 30,New Daniel,1,35.0035,17.963185000000003
