lobster_id,species,catch_date,length_cm,weight_grams,carapace_length_cm,grade,shell_condition,catch_method,fisher_id,vessel_id,fishing_ground_id,market_price_per_kg,is_alive,inspection_passed,export_ready
LOB01662,Spiny Lobster,11/4/2023,15.34,519.6,16.29,Grade A,Peeler,Trawling,FSH040,VSL008,FG018,40.2,TRUE,TRUE,TRUE
LOB01663,European Lobster,5/17/2025,17.44,901.5,14.81,Reject,Paper Shell,Diving,FSH099,VSL048,FG024,27.19,FALSE,FALSE,FALSE
LOB01664,American Lobster,9/2/2024,34.8,894.4,8.12,Reject,Peeler,Diving,FSH078,VSL045,FG011,29.98,FALSE,FALSE,FALSE
LOB01665,Slipper Lobster,8/24/2023,21.2,464.8,10.37,Reject,Soft Shell,Diving,FSH008,VSL013,FG020,79.2,FALSE,FALSE,TRUE
LOB01666,Slipper Lobster,3/11/2024,42.24,1370,15.62,Reject,Paper Shell,Trap,FSH065,VSL047,FG020,55.71,TRUE,TRUE,TRUE
LOB01667,American Lobster,10/29/2023,32.98,999.7,13.41,Grade C,Soft Shell,Trap,FSH012,VSL013,FG022,72.09,TRUE,FALSE,FALSE
LOB01668,American Lobster,11/16/2023,17.89,898.2,13.54,Grade A,Peeler,Diving,FSH052,VSL016,FG006,61.2,TRUE,FALSE,TRUE
LOB01669,Spiny Lobster,7/20/2024,44.83,1238.3,14.72,Grade B,Soft Shell,Trap,FSH041,VSL015,FG020,74.77,TRUE,FALSE,FALSE
LOB01670,Spiny Lobster,9/10/2024,25.9,562.1,12.8,Grade A,Soft Shell,Diving,FSH011,VSL029,FG025,28.49,FALSE,TRUE,FALSE
LOB01671,European Lobster,12/16/2023,32.3,747.6,15.93,Reject,Paper Shell,Diving,FSH053,VSL012,FG008,42.97,FALSE,TRUE,FALSE
LOB01672,European Lobster,5/27/2025,44.29,379.2,11.84,Grade C,Hard Shell,Diving,FSH048,VSL032,FG018,74.9,TRUE,TRUE,FALSE
LOB01673,Slipper Lobster,1/7/2024,27.04,629.8,16.13,Reject,Soft Shell,Trap,FSH051,VSL026,FG008,48.87,TRUE,FALSE,TRUE
LOB01674,European Lobster,1/9/2024,36.93,1353.2,8.88,Reject,Peeler,Trap,FSH080,VSL035,FG019,31.64,TRUE,TRUE,TRUE
LOB01675,European Lobster,12/13/2024,16.76,1163,14.39,Grade B,Peeler,Diving,FSH003,VSL039,FG009,43.64,TRUE,FALSE,FALSE
LOB01676,Slipper Lobster,11/28/2024,29.02,976.7,10.31,Grade A,Soft Shell,Hand Picking,FSH006,VSL004,FG020,64.41,FALSE,TRUE,TRUE
LOB01677,Rock Lobster,6/25/2024,25.46,1259.1,12.93,Grade C,Peeler,Trawling,FSH035,VSL041,FG019,77.35,TRUE,FALSE,FALSE
LOB01678,Slipper Lobster,10/12/2024,43.88,566,10.85,Grade C,Soft Shell,Trap,FSH016,VSL036,FG001,59.68,TRUE,FALSE,FALSE
LOB01679,Spiny Lobster,11/13/2023,30.88,568.4,16.39,Grade C,Peeler,Hand Picking,FSH052,VSL011,FG006,57.84,FALSE,TRUE,TRUE
LOB01680,Rock Lobster,3/4/2024,33.5,268,14.99,Reject,Hard Shell,Diving,FSH053,VSL007,FG014,71.22,FALSE,FALSE,TRUE
LOB01681,Rock Lobster,8/17/2024,15.31,783.6,14.4,Reject,Paper Shell,Trap,FSH017,VSL013,FG012,68.99,TRUE,FALSE,FALSE
LOB01682,American Lobster,3/16/2024,17.13,1441.4,14.81,Grade A,Paper Shell,Diving,FSH087,VSL047,FG021,77.31,FALSE,FALSE,TRUE
LOB01683,Spiny Lobster,12/9/2024,27.7,650.9,12.4,Grade A,Peeler,Diving,FSH023,VSL017,FG010,29.13,TRUE,FALSE,FALSE
LOB01684,Rock Lobster,10/4/2023,32.02,273.6,11.75,Grade C,Peeler,Diving,FSH013,VSL044,FG011,63.19,FALSE,TRUE,FALSE
LOB01685,Rock Lobster,1/12/2025,18.69,1413.6,8.8,Reject,Paper Shell,Trawling,FSH092,VSL026,FG019,36.81,FALSE,FALSE,TRUE
LOB01686,Slipper Lobster,5/25/2025,22.05,1345.4,15.13,Reject,Peeler,Hand Picking,FSH051,VSL036,FG001,45.58,FALSE,TRUE,TRUE
LOB01687,European Lobster,10/29/2023,44.81,1102.3,16.48,Grade A,Peeler,Diving,FSH001,VSL042,FG004,56,TRUE,TRUE,FALSE
LOB01688,Rock Lobster,3/28/2025,29.67,482.1,16.5,Grade B,Paper Shell,Diving,FSH088,VSL009,FG007,56.1,FALSE,FALSE,FALSE
LOB01689,American Lobster,8/2/2024,20.58,928.9,9.33,Grade B,Soft Shell,Hand Picking,FSH059,VSL025,FG020,72.27,TRUE,FALSE,TRUE
LOB01690,Rock Lobster,11/17/2023,29.2,507.8,17.33,Grade B,Soft Shell,Trawling,FSH084,VSL010,FG002,32.52,TRUE,TRUE,TRUE
LOB01691,Spiny Lobster,4/30/2024,35.66,200.2,12.23,Grade B,Soft Shell,Diving,FSH067,VSL018,FG010,32.61,FALSE,FALSE,TRUE
LOB01692,Slipper Lobster,6/18/2023,32.73,394.2,14.08,Reject,Peeler,Trawling,FSH011,VSL022,FG009,62.95,TRUE,FALSE,TRUE
LOB01693,Rock Lobster,2/18/2024,24.71,938.9,14.09,Grade A,Soft Shell,Diving,FSH016,VSL002,FG001,64.41,FALSE,FALSE,TRUE
LOB01694,European Lobster,9/10/2023,35.2,439.6,15.58,Grade B,Soft Shell,Hand Picking,FSH058,VSL030,FG015,37.01,TRUE,FALSE,TRUE
LOB01695,Rock Lobster,8/29/2024,27.05,588.4,12.78,Reject,Hard Shell,Diving,FSH072,VSL024,FG002,38.09,TRUE,FALSE,FALSE
LOB01696,European Lobster,12/7/2024,33.72,1235,9.35,Grade C,Hard Shell,Trap,FSH082,VSL031,FG023,41.36,TRUE,TRUE,FALSE
LOB01697,Spiny Lobster,6/20/2023,15.56,1042.4,12.34,Grade C,Soft Shell,Hand Picking,FSH059,VSL027,FG005,45.42,TRUE,FALSE,TRUE
LOB01698,American Lobster,10/3/2024,40.28,518.6,12.05,Grade C,Paper Shell,Trawling,FSH053,VSL047,FG003,40.55,FALSE,FALSE,FALSE
LOB01699,Slipper Lobster,11/6/2024,29.57,962.1,9.04,Grade B,Paper Shell,Trawling,FSH077,VSL005,FG009,57.93,FALSE,TRUE,FALSE
LOB01700,Spiny Lobster,9/15/2023,15.43,566.7,15.02,Grade B,Soft Shell,Hand Picking,FSH100,VSL028,FG010,36.91,TRUE,TRUE,FALSE
LOB01701,Rock Lobster,1/14/2024,18.04,331.1,15.19,Grade A,Hard Shell,Trawling,FSH079,VSL019,FG018,76.3,TRUE,FALSE,TRUE
LOB01702,American Lobster,12/10/2023,35.99,437.2,12.5,Grade B,Soft Shell,Diving,FSH076,VSL034,FG023,75.35,FALSE,FALSE,TRUE
LOB01703,European Lobster,11/13/2024,25.23,1129.7,15.47,Reject,Hard Shell,Diving,FSH017,VSL014,FG015,53.92,FALSE,TRUE,FALSE
LOB01704,Slipper Lobster,1/15/2024,44.18,577.2,11.88,Grade A,Paper Shell,Trap,FSH094,VSL013,FG023,64.78,FALSE,FALSE,FALSE
LOB01705,Rock Lobster,4/10/2025,37.43,947.4,13.36,Grade C,Paper Shell,Trap,FSH097,VSL044,FG011,53.34,FALSE,FALSE,FALSE
LOB01706,European Lobster,7/6/2023,41.51,904,17.71,Reject,Soft Shell,Diving,FSH051,VSL008,FG002,71.17,TRUE,TRUE,FALSE
LOB01707,American Lobster,5/10/2025,26.53,372.1,8.99,Grade C,Peeler,Trawling,FSH094,VSL029,FG022,52.86,FALSE,FALSE,FALSE
LOB01708,Slipper Lobster,1/8/2024,43.41,619.2,15.52,Grade C,Paper Shell,Trawling,FSH013,VSL012,FG009,50.86,FALSE,TRUE,TRUE
LOB01709,American Lobster,3/13/2024,26.59,780.3,13.21,Reject,Soft Shell,Trawling,FSH088,VSL004,FG012,28.92,FALSE,FALSE,FALSE
LOB01710,Spiny Lobster,6/6/2023,18.2,427.7,10.57,Grade C,Peeler,Trap,FSH099,VSL033,FG019,58.64,FALSE,TRUE,TRUE
LOB01711,European Lobster,3/25/2024,21.05,728.5,13.34,Reject,Hard Shell,Diving,FSH041,VSL031,FG002,65.16,FALSE,TRUE,TRUE
LOB01712,Rock Lobster,9/16/2024,20.82,1346.5,10.98,Grade C,Soft Shell,Diving,FSH066,VSL042,FG014,28.34,TRUE,FALSE,TRUE
LOB01713,Slipper Lobster,4/24/2024,33.34,895.1,8.3,Grade C,Hard Shell,Diving,FSH035,VSL043,FG019,25.67,FALSE,TRUE,FALSE
LOB01714,Slipper Lobster,5/7/2024,29.54,1298,16.21,Reject,Soft Shell,Trawling,FSH044,VSL010,FG018,39.78,TRUE,FALSE,FALSE
LOB01715,Slipper Lobster,8/30/2024,23.11,217.1,11.18,Grade A,Paper Shell,Diving,FSH046,VSL049,FG025,45.77,FALSE,FALSE,TRUE
LOB01716,Slipper Lobster,7/10/2023,24.66,1032.3,17.53,Grade C,Hard Shell,Trawling,FSH075,VSL041,FG025,55.17,TRUE,FALSE,TRUE
LOB01717,European Lobster,11/29/2023,36.52,526.3,9.47,Grade A,Soft Shell,Trap,FSH046,VSL034,FG020,78.62,TRUE,FALSE,FALSE
LOB01718,Slipper Lobster,4/1/2024,40.25,222.8,9.91,Grade C,Soft Shell,Trap,FSH030,VSL007,FG019,65.93,FALSE,FALSE,FALSE
LOB01719,Slipper Lobster,9/6/2024,28.1,671.3,11.65,Grade A,Peeler,Trap,FSH066,VSL028,FG024,39.7,TRUE,TRUE,TRUE
LOB01720,Slipper Lobster,1/13/2024,30.66,1141.1,16.39,Grade C,Paper Shell,Trawling,FSH014,VSL037,FG014,33.75,TRUE,TRUE,FALSE
LOB01721,American Lobster,1/10/2025,37.1,668.8,13.49,Grade C,Soft Shell,Hand Picking,FSH054,VSL031,FG010,76.05,TRUE,TRUE,FALSE
LOB01722,European Lobster,5/14/2024,35.99,699.1,9.82,Grade B,Hard Shell,Trawling,FSH012,VSL034,FG025,29.97,TRUE,FALSE,TRUE
LOB01723,Rock Lobster,3/24/2024,39.7,1268.2,13.63,Reject,Hard Shell,Hand Picking,FSH020,VSL016,FG005,50.31,TRUE,TRUE,FALSE
LOB01724,American Lobster,9/1/2024,28.51,853.4,13.79,Grade B,Soft Shell,Diving,FSH061,VSL044,FG019,28.11,FALSE,FALSE,FALSE
LOB01725,Slipper Lobster,7/20/2023,33.83,782.4,14.71,Grade C,Paper Shell,Hand Picking,FSH075,VSL021,FG023,39.27,FALSE,FALSE,FALSE
LOB01726,Spiny Lobster,2/8/2025,24.42,971.4,8.77,Grade A,Paper Shell,Diving,FSH060,VSL033,FG003,44.4,TRUE,FALSE,FALSE
LOB01727,Slipper Lobster,10/28/2024,16.74,955.3,11.7,Reject,Soft Shell,Hand Picking,FSH071,VSL014,FG017,39.5,FALSE,FALSE,TRUE
LOB01728,Slipper Lobster,9/15/2024,15.69,402.2,8.17,Reject,Paper Shell,Trap,FSH020,VSL016,FG019,46.95,TRUE,TRUE,TRUE
LOB01729,Slipper Lobster,1/25/2024,15.84,1304.6,15.38,Grade A,Soft Shell,Hand Picking,FSH084,VSL049,FG004,53.09,TRUE,TRUE,FALSE
LOB01730,American Lobster,3/6/2024,42.46,704.4,15.6,Grade A,Hard Shell,Trap,FSH059,VSL038,FG005,37.07,TRUE,TRUE,FALSE
LOB01731,Slipper Lobster,5/30/2025,33.2,500.3,10.75,Reject,Peeler,Hand Picking,FSH006,VSL016,FG023,42.39,FALSE,FALSE,FALSE
LOB01732,Rock Lobster,8/16/2023,30.33,737.9,13.19,Grade B,Soft Shell,Trawling,FSH046,VSL045,FG015,25.73,FALSE,FALSE,TRUE
LOB01733,American Lobster,1/9/2025,37.98,1291.8,14.58,Grade B,Hard Shell,Trawling,FSH043,VSL022,FG021,27.35,FALSE,FALSE,TRUE
LOB01734,Spiny Lobster,11/16/2023,18.81,321.7,12.78,Grade B,Peeler,Trawling,FSH034,VSL003,FG010,45.22,TRUE,TRUE,TRUE
LOB01735,Spiny Lobster,7/8/2024,16.92,1354.1,17.51,Grade A,Soft Shell,Diving,FSH083,VSL021,FG002,35.91,FALSE,TRUE,FALSE
LOB01736,Rock Lobster,9/4/2023,39.57,1209.4,14.02,Grade A,Paper Shell,Hand Picking,FSH080,VSL029,FG018,27.94,TRUE,TRUE,FALSE
LOB01737,Spiny Lobster,10/1/2024,25.71,866.1,10.63,Reject,Peeler,Trap,FSH098,VSL015,FG025,48.28,FALSE,FALSE,TRUE
LOB01738,American Lobster,7/18/2023,27.96,1418.9,14.13,Reject,Soft Shell,Hand Picking,FSH065,VSL043,FG007,72.77,FALSE,FALSE,FALSE
LOB01739,Rock Lobster,12/23/2023,36.19,408.2,17.1,Grade B,Paper Shell,Diving,FSH014,VSL033,FG013,77.9,TRUE,TRUE,TRUE
LOB01740,Slipper Lobster,6/4/2024,39.9,630.9,11.68,Grade C,Soft Shell,Diving,FSH030,VSL012,FG010,29.98,FALSE,TRUE,FALSE
LOB01741,Spiny Lobster,10/16/2024,31.13,958,15.97,Grade A,Paper Shell,Diving,FSH039,VSL019,FG013,71.56,FALSE,FALSE,TRUE
LOB01742,American Lobster,1/26/2025,25.36,1021.8,11.57,Grade C,Hard Shell,Hand Picking,FSH035,VSL048,FG020,31.32,TRUE,FALSE,TRUE
LOB01743,Spiny Lobster,2/27/2025,15.39,410,9.66,Grade A,Paper Shell,Trap,FSH083,VSL019,FG004,37.54,FALSE,FALSE,FALSE
LOB01744,Rock Lobster,1/15/2024,35.97,276.1,13.91,Grade B,Paper Shell,Hand Picking,FSH037,VSL002,FG024,79.79,TRUE,FALSE,FALSE
LOB01745,European Lobster,4/23/2025,44.13,1201.8,8.29,Grade B,Paper Shell,Trawling,FSH096,VSL002,FG019,64.93,FALSE,TRUE,TRUE
LOB01746,Slipper Lobster,4/23/2025,41.72,740.3,12.52,Grade A,Paper Shell,Hand Picking,FSH053,VSL028,FG003,25.08,FALSE,FALSE,TRUE
LOB01747,Spiny Lobster,8/27/2024,20.22,1435.2,8.32,Grade B,Soft Shell,Diving,FSH035,VSL040,FG019,54.93,TRUE,TRUE,FALSE
LOB01748,Rock Lobster,4/5/2025,31.61,1358.4,12.88,Grade A,Hard Shell,Hand Picking,FSH058,VSL040,FG003,43.01,FALSE,FALSE,FALSE
LOB01749,American Lobster,11/11/2024,23.23,235,9.64,Grade B,Peeler,Trap,FSH059,VSL020,FG013,74.94,FALSE,FALSE,TRUE
LOB01750,Rock Lobster,11/3/2023,39.41,343.1,11.84,Reject,Soft Shell,Hand Picking,FSH028,VSL005,FG019,57.15,FALSE,FALSE,FALSE
LOB01751,Spiny Lobster,10/31/2023,32.48,405.3,9.83,Reject,Paper Shell,Trawling,FSH012,VSL020,FG020,27.47,TRUE,FALSE,TRUE
LOB01752,European Lobster,2/20/2024,37.29,634.9,8.64,Grade B,Peeler,Trawling,FSH088,VSL017,FG018,46.96,TRUE,TRUE,TRUE
LOB01753,Slipper Lobster,8/23/2023,15.02,809.5,10.41,Grade B,Hard Shell,Trawling,FSH047,VSL018,FG013,65.22,TRUE,FALSE,FALSE
LOB01754,Spiny Lobster,6/8/2024,32.41,457.4,11.58,Grade A,Peeler,Hand Picking,FSH068,VSL034,FG015,57.43,FALSE,TRUE,TRUE
LOB01755,European Lobster,7/9/2024,41.25,210.5,8.14,Grade C,Peeler,Diving,FSH057,VSL032,FG021,48.95,TRUE,TRUE,TRUE
LOB01756,Slipper Lobster,11/5/2024,39.13,852.7,8.6,Reject,Soft Shell,Trap,FSH040,VSL014,FG019,29.64,TRUE,TRUE,FALSE
LOB01757,European Lobster,2/19/2025,27.99,895.3,9.71,Grade A,Hard Shell,Hand Picking,FSH071,VSL005,FG018,50.09,TRUE,FALSE,FALSE
LOB01758,Rock Lobster,5/17/2024,24.04,629.9,12.54,Grade A,Paper Shell,Trap,FSH019,VSL028,FG019,61.11,TRUE,TRUE,FALSE
LOB01759,Spiny Lobster,6/4/2024,20.38,1166,8.12,Grade A,Hard Shell,Diving,FSH025,VSL004,FG006,77.74,FALSE,FALSE,FALSE
LOB01760,American Lobster,7/5/2023,35.26,1390.2,9.38,Grade C,Hard Shell,Trap,FSH038,VSL010,FG001,47.2,FALSE,TRUE,TRUE
LOB01761,Spiny Lobster,2/17/2025,17.26,615.7,13.89,Grade B,Hard Shell,Trap,FSH052,VSL028,FG008,36.32,TRUE,TRUE,TRUE
LOB01762,European Lobster,1/20/2025,23.34,241,11.2,Grade B,Soft Shell,Diving,FSH007,VSL024,FG013,32.69,TRUE,TRUE,TRUE
LOB01763,American Lobster,9/29/2023,18.42,470.1,13.34,Grade B,Soft Shell,Trap,FSH025,VSL015,FG021,34.59,TRUE,FALSE,TRUE
LOB01764,European Lobster,8/20/2023,19.75,1152.8,10.54,Reject,Peeler,Trawling,FSH017,VSL014,FG010,35.21,FALSE,FALSE,FALSE
LOB01765,Slipper Lobster,3/1/2024,28.28,1231,9.73,Reject,Paper Shell,Diving,FSH035,VSL012,FG024,28,FALSE,TRUE,FALSE
LOB01766,Rock Lobster,11/13/2024,34.1,815.6,17.05,Grade B,Peeler,Trawling,FSH023,VSL040,FG016,70.67,FALSE,FALSE,TRUE
LOB01767,Spiny Lobster,2/5/2025,35.65,1496.5,17.82,Reject,Peeler,Trawling,FSH073,VSL005,FG009,51.84,FALSE,TRUE,FALSE
LOB01768,European Lobster,3/16/2024,41.17,864.2,14.2,Reject,Paper Shell,Trawling,FSH014,VSL018,FG016,68.05,FALSE,TRUE,TRUE
LOB01769,Rock Lobster,5/3/2025,40.47,1107.4,9.59,Reject,Peeler,Hand Picking,FSH056,VSL047,FG011,61.68,FALSE,TRUE,FALSE
LOB01770,European Lobster,3/9/2024,37.86,1344.9,13.77,Grade C,Soft Shell,Diving,FSH038,VSL013,FG023,66.52,FALSE,FALSE,TRUE
LOB01771,Spiny Lobster,10/25/2024,18.1,817.3,9.57,Reject,Paper Shell,Diving,FSH096,VSL041,FG018,76.22,FALSE,FALSE,TRUE
LOB01772,Spiny Lobster,3/24/2024,27.32,627.1,15.49,Grade B,Hard Shell,Hand Picking,FSH013,VSL026,FG024,54.61,FALSE,FALSE,TRUE
LOB01773,Slipper Lobster,9/6/2023,33.25,1356.2,13.46,Grade A,Paper Shell,Trap,FSH046,VSL015,FG022,77.05,TRUE,TRUE,FALSE
LOB01774,Slipper Lobster,3/25/2024,34.67,1103,8.88,Grade B,Hard Shell,Hand Picking,FSH027,VSL031,FG005,45.87,FALSE,TRUE,TRUE
LOB01775,American Lobster,10/25/2023,23.22,997.6,16.15,Grade A,Soft Shell,Hand Picking,FSH094,VSL018,FG019,36.44,TRUE,TRUE,FALSE
LOB01776,Rock Lobster,10/31/2023,38.51,969.8,10.98,Reject,Paper Shell,Diving,FSH042,VSL042,FG009,71.11,TRUE,FALSE,FALSE
LOB01777,Spiny Lobster,7/15/2024,37.52,466.6,16.16,Grade A,Paper Shell,Diving,FSH096,VSL038,FG019,59.68,FALSE,TRUE,TRUE
LOB01778,Rock Lobster,10/4/2024,39.62,540.9,16.46,Grade A,Hard Shell,Diving,FSH083,VSL027,FG023,75.11,FALSE,FALSE,TRUE
LOB01779,Slipper Lobster,3/25/2025,27.3,1486.4,8.26,Grade B,Soft Shell,Trawling,FSH029,VSL039,FG004,26.81,FALSE,TRUE,TRUE
LOB01780,Spiny Lobster,8/8/2023,38.56,942.6,9.14,Grade B,Peeler,Trap,FSH098,VSL049,FG003,35.71,TRUE,FALSE,FALSE
LOB01781,European Lobster,2/26/2025,29.29,1065.6,16.33,Grade B,Peeler,Trap,FSH037,VSL003,FG019,55,FALSE,TRUE,TRUE
LOB01782,American Lobster,2/13/2025,40.95,841.7,10.17,Grade A,Peeler,Trap,FSH014,VSL026,FG001,78.64,TRUE,TRUE,TRUE
LOB01783,Spiny Lobster,5/30/2024,34.68,1399.5,16.94,Grade A,Soft Shell,Hand Picking,FSH054,VSL008,FG013,75.38,TRUE,TRUE,TRUE
LOB01784,European Lobster,10/17/2023,23.76,358.6,16.46,Grade B,Peeler,Trawling,FSH039,VSL036,FG009,73.85,TRUE,TRUE,FALSE
LOB01785,European Lobster,7/25/2023,17.24,279.8,12.78,Grade A,Paper Shell,Trap,FSH027,VSL035,FG013,28.23,FALSE,FALSE,TRUE
LOB01786,American Lobster,10/12/2024,38.72,350.8,16.77,Grade A,Peeler,Trap,FSH018,VSL020,FG015,61.8,TRUE,TRUE,TRUE
LOB01787,Spiny Lobster,9/8/2023,17.76,372.3,13.34,Grade C,Peeler,Diving,FSH063,VSL045,FG003,67.49,TRUE,FALSE,FALSE
LOB01788,Slipper Lobster,12/30/2024,26.06,694.7,16.6,Grade B,Hard Shell,Diving,FSH071,VSL006,FG002,75.49,FALSE,FALSE,TRUE
LOB01789,Rock Lobster,2/15/2024,18.66,950.9,10.86,Grade B,Soft Shell,Trap,FSH045,VSL019,FG002,29.19,TRUE,TRUE,FALSE
LOB01790,European Lobster,4/13/2024,24.94,734.3,14.63,Grade B,Paper Shell,Trap,FSH053,VSL036,FG009,69.78,FALSE,TRUE,FALSE
LOB01791,European Lobster,1/31/2025,37.73,845.9,11.12,Grade A,Hard Shell,Diving,FSH082,VSL024,FG010,51.76,TRUE,FALSE,FALSE
LOB01792,Slipper Lobster,11/21/2024,30.77,1382.8,12.26,Grade C,Soft Shell,Trap,FSH004,VSL024,FG004,57.5,FALSE,FALSE,FALSE
LOB01793,Spiny Lobster,4/19/2025,43.17,1392.1,10.08,Grade C,Peeler,Diving,FSH024,VSL029,FG021,64.84,FALSE,TRUE,FALSE
LOB01794,Rock Lobster,9/21/2023,19,1049.4,12.05,Grade A,Peeler,Hand Picking,FSH002,VSL031,FG001,61.48,TRUE,FALSE,FALSE
LOB01795,American Lobster,4/15/2025,40.16,206.6,16.18,Reject,Soft Shell,Trawling,FSH006,VSL045,FG017,49.48,TRUE,TRUE,TRUE
LOB01796,Rock Lobster,12/15/2023,27.28,979.4,14.72,Grade A,Paper Shell,Diving,FSH069,VSL010,FG001,50.94,TRUE,TRUE,TRUE
LOB01797,American Lobster,1/17/2025,25.54,1230.6,9.61,Grade B,Soft Shell,Diving,FSH024,VSL012,FG018,33.53,TRUE,FALSE,FALSE
LOB01798,Spiny Lobster,5/16/2025,40.99,883.8,11.58,Grade C,Hard Shell,Trap,FSH035,VSL006,FG002,64.95,FALSE,FALSE,TRUE
LOB01799,European Lobster,2/14/2024,26.19,1216.3,15.05,Grade B,Peeler,Trap,FSH100,VSL021,FG007,42.53,FALSE,TRUE,TRUE
LOB01800,Slipper Lobster,11/14/2023,32.76,1400.6,8.08,Reject,Peeler,Trap,FSH082,VSL045,FG022,44.77,FALSE,TRUE,FALSE
LOB01801,Slipper Lobster,11/8/2024,22.21,365.9,13.4,Grade A,Hard Shell,Trawling,FSH014,VSL040,FG010,75.05,FALSE,TRUE,FALSE
LOB01802,American Lobster,2/14/2024,33.4,1333.1,9.26,Grade A,Peeler,Trawling,FSH061,VSL036,FG014,68.99,FALSE,TRUE,TRUE
LOB01803,European Lobster,1/1/2024,17.55,862.9,13.55,Grade B,Hard Shell,Hand Picking,FSH029,VSL049,FG012,52.37,TRUE,TRUE,FALSE
LOB01804,Slipper Lobster,5/12/2025,32.56,350,9.46,Grade B,Paper Shell,Trawling,FSH031,VSL047,FG013,57.79,TRUE,FALSE,FALSE
LOB01805,Slipper Lobster,12/8/2024,24.69,647.8,12.93,Grade C,Peeler,Trap,FSH070,VSL049,FG009,35.26,TRUE,FALSE,FALSE
LOB01806,Slipper Lobster,6/5/2023,34.13,1096.3,11.59,Grade B,Paper Shell,Trap,FSH049,VSL005,FG024,27.67,FALSE,FALSE,FALSE
LOB01807,European Lobster,10/26/2023,22.01,1183,11.71,Grade A,Hard Shell,Hand Picking,FSH041,VSL010,FG015,47.79,TRUE,FALSE,TRUE
LOB01808,Spiny Lobster,8/5/2024,32.63,917.4,9.4,Grade B,Hard Shell,Trawling,FSH025,VSL031,FG024,46.92,TRUE,FALSE,FALSE
LOB01809,Spiny Lobster,7/10/2024,24.04,1206,12.99,Grade B,Peeler,Trap,FSH069,VSL019,FG022,35.13,TRUE,FALSE,TRUE
LOB01810,European Lobster,9/30/2023,24.04,206.2,8.32,Grade A,Paper Shell,Diving,FSH040,VSL008,FG024,43.2,TRUE,FALSE,TRUE
LOB01811,Spiny Lobster,10/22/2024,31.04,609.9,10.82,Grade A,Paper Shell,Diving,FSH064,VSL037,FG013,25.82,FALSE,TRUE,FALSE
LOB01812,Rock Lobster,6/16/2024,16.84,1495.8,10.13,Grade B,Peeler,Trawling,FSH046,VSL012,FG008,71.66,FALSE,TRUE,FALSE
LOB01813,European Lobster,5/14/2025,16.38,226.3,16.28,Reject,Paper Shell,Diving,FSH089,VSL040,FG020,29.99,TRUE,TRUE,FALSE
LOB01814,Spiny Lobster,4/4/2024,43.54,980.3,16.29,Grade A,Peeler,Trap,FSH053,VSL030,FG018,76.02,TRUE,TRUE,FALSE
LOB01815,European Lobster,11/18/2024,32.71,1369.8,11.82,Grade B,Paper Shell,Trap,FSH051,VSL015,FG005,70.07,TRUE,TRUE,TRUE
LOB01816,European Lobster,2/19/2025,32.59,850.1,11.02,Grade C,Hard Shell,Diving,FSH020,VSL003,FG014,30.24,TRUE,TRUE,TRUE
LOB01817,European Lobster,7/26/2024,21.35,1004.7,12.89,Reject,Hard Shell,Trap,FSH001,VSL004,FG021,26.19,FALSE,FALSE,TRUE
LOB01818,Rock Lobster,7/4/2024,19.39,1294.2,11.77,Grade C,Paper Shell,Trap,FSH066,VSL048,FG012,44.46,FALSE,TRUE,FALSE
LOB01819,Slipper Lobster,4/29/2025,44.93,1255.5,9.43,Grade A,Peeler,Trawling,FSH094,VSL014,FG005,65.86,TRUE,FALSE,FALSE
LOB01820,Rock Lobster,10/26/2023,42.48,894.8,8.75,Grade C,Paper Shell,Trawling,FSH057,VSL047,FG010,71.08,FALSE,TRUE,TRUE
LOB01821,Slipper Lobster,8/31/2023,23.87,1184,9.96,Grade A,Hard Shell,Hand Picking,FSH064,VSL028,FG014,64.13,FALSE,TRUE,FALSE
LOB01822,European Lobster,5/17/2025,34.77,1042.5,15.6,Grade A,Soft Shell,Trap,FSH074,VSL011,FG018,29.76,FALSE,FALSE,TRUE
LOB01823,Rock Lobster,8/3/2023,34.87,1236.3,14.25,Grade B,Soft Shell,Diving,FSH009,VSL044,FG004,46.49,FALSE,TRUE,FALSE
LOB01824,Rock Lobster,5/11/2024,33.98,465.8,10.46,Grade B,Soft Shell,Hand Picking,FSH016,VSL035,FG012,57.22,TRUE,TRUE,FALSE
LOB01825,Slipper Lobster,7/2/2024,36.61,1041.3,11.68,Grade B,Paper Shell,Trap,FSH011,VSL019,FG005,58.35,TRUE,TRUE,TRUE
LOB01826,American Lobster,6/7/2023,43.17,518.3,16.3,Grade B,Soft Shell,Diving,FSH090,VSL045,FG003,36.39,FALSE,FALSE,FALSE
LOB01827,Slipper Lobster,4/24/2024,34.76,852.9,11.8,Grade B,Soft Shell,Hand Picking,FSH097,VSL035,FG023,39.18,FALSE,TRUE,FALSE
LOB01828,Rock Lobster,10/27/2023,25.27,293.1,17.85,Grade B,Soft Shell,Trap,FSH013,VSL007,FG025,40.11,TRUE,FALSE,FALSE
LOB01829,European Lobster,8/10/2023,36.01,710.8,9.84,Reject,Soft Shell,Trawling,FSH009,VSL010,FG016,35.07,FALSE,FALSE,FALSE
LOB01830,European Lobster,7/17/2023,43.87,1382.5,12.89,Grade C,Paper Shell,Trawling,FSH097,VSL025,FG020,50.81,FALSE,FALSE,FALSE
