fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id
1644,Trout,48.98,130.2,1/4/2023,Jawa Tengah,Hand Line,4,2,1,167
1645,Mackerel,24.7,46.4,10/29/2023,Jawa Tengah,Trap,8,5,8,2
1646,Flounder,15.05,162.2,10/15/2023,Jawa Barat,Purse Seine,7,3,9,161
1647,Amberjack,49.02,109,11/20/2023,Jawa Barat,Purse Seine,4,4,1,325
1648,Sea Bass,38.79,145.6,8/19/2023,Papua,Hand Line,8,4,15,206
1649,Tuna,9.52,101,12/29/2023,Bali,Trawling,10,5,4,204
1650,Swordfish,33.8,71.7,9/5/2023,Jawa Tengah,Gill Net,5,2,2,98
1651,Sea Bass,47.53,18.7,3/23/2023,Jawa Timur,Hand Line,4,1,4,239
1652,Mahi-mahi,8.51,150.7,8/18/2023,Jawa Barat,Trap,5,1,2,389
1653,Tilapia,48.43,55.3,12/20/2023,Jawa Tengah,Long Line,5,5,16,15
1654,Flounder,31.9,148.6,6/8/2023,Jawa Barat,Long Line,3,1,14,42
1655,Yellowtail,9.28,164.8,2/11/2023,Sulawesi Selatan,Trawling,10,2,5,26
1656,Catfish,26.9,119.4,9/19/2023,Kalimantan Selatan,Trap,10,2,5,106
1657,Sole,14.71,189.7,1/25/2023,Kalimantan Selatan,Trawling,9,1,20,475
1658,Sardine,42.81,142.4,6/23/2023,Jawa Timur,Hand Line,4,2,8,348
1659,Salmon,46.7,146.6,5/13/2023,Kalimantan Selatan,Purse Seine,5,4,18,351
1660,Flounder,11.39,116.1,7/31/2023,Papua,Long Line,4,5,17,348
1661,Catfish,26.08,189.2,4/21/2023,Jawa Tengah,Long Line,5,4,16,241
1662,Herring,21.81,183.7,5/7/2023,Maluku,Hand Line,1,2,19,145
1663,Tilapia,7.66,49.8,12/16/2023,Bali,Long Line,5,5,11,198
1664,King Fish,2.01,79.1,8/2/2023,Jawa Barat,Trap,7,4,2,12
1665,Tilapia,5.63,148,4/22/2023,Jawa Barat,Purse Seine,2,1,16,275
1666,Halibut,36.2,76.1,1/27/2023,Kalimantan Selatan,Hand Line,7,2,5,312
1667,Pomfret,41.02,61.5,8/7/2023,Bali,Hand Line,3,1,6,244
1668,Sole,19.88,149.9,10/19/2023,Jawa Timur,Gill Net,4,4,12,16
1669,Cod,18.65,53.3,1/17/2023,Jawa Timur,Trawling,4,1,17,111
1670,Cod,46.8,22.9,5/1/2023,Bali,Purse Seine,5,1,12,378
1671,Salmon,23.9,52.9,6/18/2023,Sulawesi Selatan,Hand Line,9,2,20,254
1672,Salmon,41.2,48.2,8/22/2023,Jawa Timur,Purse Seine,1,2,16,22
1673,Salmon,40.28,184.7,3/10/2023,Jawa Tengah,Purse Seine,10,2,14,126
1674,Amberjack,48.2,82.9,9/14/2023,Bali,Long Line,5,1,15,228
1675,Yellowtail,11.47,180.4,6/6/2023,Jawa Tengah,Trawling,2,1,3,350
1676,Barramundi,20.85,136.7,1/21/2023,Sulawesi Selatan,Long Line,2,3,9,246
1677,Grouper,44.18,125.9,1/26/2023,Bali,Purse Seine,9,3,7,419
1678,Swordfish,0.97,158.1,3/30/2023,Jawa Timur,Trap,2,2,15,337
1679,Snapper,42.11,133.4,11/5/2023,Lampung,Hand Line,9,1,14,369
1680,King Fish,47.91,101.6,9/11/2023,Bali,Gill Net,8,3,11,128
1681,Mackerel,44.2,78.7,3/13/2023,Sumatera Utara,Long Line,2,5,6,464
1682,Sea Bass,33.38,94.9,1/20/2023,Kalimantan Selatan,Long Line,4,2,15,118
1683,Sardine,15.78,20,1/16/2023,Sulawesi Selatan,Trawling,9,5,10,139
1684,Sea Bass,14.67,171.8,4/6/2023,Jawa Barat,Purse Seine,10,1,19,12
1685,Flounder,43.81,119.3,7/29/2023,Papua,Purse Seine,5,2,15,430
1686,Cod,19.35,184.4,4/21/2023,Bali,Purse Seine,5,5,8,373
1687,Amberjack,10.12,145.2,10/13/2023,Lampung,Trap,2,1,19,60
1688,Amberjack,12.77,160.7,2/19/2023,Papua,Trap,5,5,12,184
1689,Tilapia,13.93,72.3,1/27/2023,Jawa Tengah,Long Line,2,3,10,287
1690,Salmon,30.57,198.9,12/16/2023,Papua,Trawling,6,4,3,407
1691,Halibut,48.45,195,2/13/2023,Maluku,Purse Seine,4,1,9,155
1692,Sole,11.71,93.8,9/9/2023,Jawa Tengah,Long Line,4,1,15,123
1693,Grouper,22.18,69.8,6/9/2023,Maluku,Long Line,2,5,9,182
1694,King Fish,48.51,44.3,10/19/2023,Papua,Long Line,7,2,14,79
1695,King Fish,20.68,28,9/18/2023,Lampung,Gill Net,5,3,19,405
1696,Sea Bass,1.35,146.4,12/6/2023,Sumatera Utara,Trawling,6,1,12,404
1697,Flounder,10.32,195.2,1/9/2023,Jawa Timur,Trawling,5,1,18,147
1698,Tuna,20.15,124.5,5/22/2023,Sulawesi Selatan,Gill Net,1,3,3,278
1699,Carp,35.29,88.4,7/10/2023,Maluku,Trawling,4,2,16,263
1700,Mahi-mahi,40.53,182.7,12/31/2023,Jawa Tengah,Purse Seine,1,2,20,6
1701,Pomfret,26.03,44.3,12/8/2023,Sulawesi Selatan,Hand Line,1,4,2,384
1702,Swordfish,39.43,91.5,1/21/2023,Lampung,Long Line,10,4,4,292
1703,Trout,6.46,31.6,10/15/2023,Jawa Tengah,Purse Seine,4,3,16,72
1704,Salmon,13.43,45.7,12/11/2023,Sumatera Utara,Purse Seine,2,4,12,279
1705,Sardine,18.62,146.1,4/16/2023,Jawa Tengah,Purse Seine,3,5,3,182
1706,Cod,6.75,174.3,5/9/2023,Bali,Hand Line,10,3,18,463
1707,Yellowtail,37.01,124.2,7/11/2023,Jawa Tengah,Hand Line,4,2,13,33
1708,Mahi-mahi,33.21,46.1,7/28/2023,Bali,Trap,2,1,18,334
1709,Tuna,39.89,134.2,10/19/2023,Jawa Barat,Hand Line,8,1,3,200
1710,Sole,1.01,193.3,6/2/2023,Jawa Timur,Trawling,5,2,11,41
1711,Halibut,34.09,36.6,3/24/2023,Jawa Barat,Trawling,2,5,8,47
1712,King Fish,19.68,91,1/12/2023,Kalimantan Selatan,Trawling,1,2,19,245
1713,Catfish,34.73,81.7,2/9/2023,Jawa Timur,Long Line,10,3,3,77
1714,Grouper,27.3,172.8,2/27/2023,Jawa Timur,Trap,3,3,11,219
1715,Halibut,27.23,107.6,10/7/2023,Jawa Barat,Trap,1,2,6,389
1716,Snapper,36.98,135.9,7/17/2023,Papua,Hand Line,8,3,19,453
1717,Halibut,32.33,31.4,4/5/2023,Lampung,Purse Seine,5,2,16,231
1718,King Fish,37.13,24.5,8/30/2023,Papua,Gill Net,6,5,10,389
1719,Salmon,44,67.6,11/27/2023,Kalimantan Selatan,Gill Net,8,3,3,287
1720,King Fish,6.43,113.2,10/27/2023,Jawa Timur,Purse Seine,5,3,15,36
1721,Flounder,4.18,182.8,5/25/2023,Lampung,Gill Net,1,2,3,362
1722,Trout,31.7,169.8,9/19/2023,Jawa Tengah,Purse Seine,7,4,14,380
1723,Flounder,34.75,88.2,3/27/2023,Papua,Long Line,7,3,12,247
1724,Flounder,43.5,178.9,8/29/2023,Kalimantan Selatan,Purse Seine,8,5,3,457
1725,Tilapia,0.62,195.7,11/6/2023,Maluku,Trawling,5,1,12,226
1726,Salmon,10.77,43.5,11/16/2023,Sulawesi Selatan,Purse Seine,6,5,19,27
1727,Catfish,34.59,51.4,5/21/2023,Jawa Barat,Trap,1,4,15,359
1728,Pomfret,44.6,51.5,6/28/2023,Kalimantan Selatan,Purse Seine,2,4,18,349
1729,Cod,33.89,158,7/17/2023,Bali,Trawling,6,1,9,15
1730,Sea Bass,18.64,182.6,11/7/2023,Jawa Tengah,Trap,9,4,11,370
1731,Carp,42.21,181.8,9/2/2023,Jawa Tengah,Trawling,1,3,7,455
1732,Carp,21.8,194.2,11/15/2023,Bali,Trap,9,5,2,207
1733,Grouper,12.23,138.4,5/2/2023,Maluku,Gill Net,9,4,6,327
1734,Halibut,2.26,159.1,12/25/2023,Lampung,Purse Seine,10,5,9,498
1735,Sea Bass,10.16,41.8,9/17/2023,Lampung,Trap,5,3,11,302
1736,Snapper,16.03,194,4/2/2023,Bali,Long Line,4,2,16,494
1737,Trout,39.89,173.5,2/12/2023,Jawa Timur,Hand Line,2,2,11,144
1738,Mackerel,4.91,190.8,12/12/2023,Maluku,Gill Net,1,5,16,350
1739,Anchovy,9.25,146.6,1/11/2023,Kalimantan Selatan,Trap,4,4,11,213
1740,Sardine,43.62,192.5,12/3/2023,Jawa Barat,Trap,2,2,6,174
1741,Snapper,47.14,197,8/15/2023,Maluku,Gill Net,7,5,4,197
1742,Flounder,36.35,32.9,4/5/2023,Jawa Timur,Gill Net,2,1,10,247
1743,Swordfish,35.63,108.5,8/5/2023,Papua,Gill Net,8,4,19,257
1744,Amberjack,16.89,176.8,3/17/2023,Jawa Tengah,Trawling,10,4,17,452
1745,Sole,44.99,56,1/14/2023,Bali,Trap,9,5,8,38
1746,Swordfish,19.4,116.5,4/27/2023,Jawa Timur,Purse Seine,9,2,2,473
1747,Swordfish,25.2,139,2/10/2023,Kalimantan Selatan,Gill Net,2,1,6,149
1748,Mahi-mahi,16.15,154.7,12/14/2023,Lampung,Gill Net,9,4,18,12
1749,Mahi-mahi,39.78,56.6,4/28/2023,Lampung,Trawling,3,2,20,91
1750,Mackerel,22.65,58.3,6/8/2023,Jawa Timur,Gill Net,4,1,6,62
1751,Barramundi,43.76,91,12/17/2023,Maluku,Long Line,10,1,11,233
1752,Amberjack,28.24,150.6,1/21/2023,Jawa Tengah,Trap,9,1,6,129
1753,Swordfish,29.58,198.3,9/2/2023,Maluku,Long Line,9,1,9,65
1754,Herring,32.21,105.8,8/6/2023,Lampung,Trap,4,1,9,164
1755,Mahi-mahi,34.99,34.5,11/21/2023,Sumatera Utara,Trawling,7,4,19,310
1756,Flounder,0.54,192.7,9/9/2023,Bali,Purse Seine,2,5,5,339
1757,Pomfret,37.16,16.9,4/25/2023,Lampung,Trawling,4,4,7,491
1758,Halibut,29.94,167.9,8/20/2023,Jawa Timur,Purse Seine,5,4,9,257
1759,Barramundi,36.61,169.2,12/14/2023,Lampung,Purse Seine,7,1,19,196
1760,Grouper,1.67,163,5/8/2023,Maluku,Trawling,3,3,18,30
1761,Pomfret,5.51,97.4,1/1/2024,Lampung,Hand Line,8,3,15,75
1762,Anchovy,35.48,83,3/16/2023,Jawa Barat,Long Line,8,2,16,207
1763,Catfish,27,127.8,12/21/2023,Sulawesi Selatan,Gill Net,4,3,4,120
1764,Cod,46.29,122.1,6/3/2023,Sulawesi Selatan,Purse Seine,7,5,16,406
1765,Amberjack,28.76,176.2,9/6/2023,Jawa Tengah,Long Line,10,1,14,285
1766,Mahi-mahi,29.47,106.9,2/25/2023,Sulawesi Selatan,Hand Line,6,3,4,104
1767,Anchovy,32.14,80,10/10/2023,Jawa Tengah,Trap,1,5,12,486
1768,Tilapia,18.59,37.7,3/6/2023,Lampung,Trap,5,5,1,48
1769,Amberjack,26.53,173,3/15/2023,Lampung,Purse Seine,5,2,8,321
1770,Cod,42.58,143.9,6/9/2023,Jawa Tengah,Hand Line,10,2,11,421
1771,Pomfret,13.26,113.2,9/10/2023,Bali,Purse Seine,5,2,14,266
1772,Anchovy,5.26,124.9,5/15/2023,Maluku,Purse Seine,4,3,19,143
1773,Trout,31.58,93.3,12/24/2023,Maluku,Hand Line,2,3,5,190
1774,King Fish,15.73,182.8,6/7/2023,Maluku,Trawling,8,4,16,184
1775,Tuna,30.33,48.4,5/16/2023,Bali,Trap,4,1,2,460
1776,Grouper,19.4,198,12/22/2023,Kalimantan Selatan,Trap,10,3,14,186
1777,Snapper,29.35,106.4,6/29/2023,Kalimantan Selatan,Trawling,6,1,4,14
1778,Mackerel,31.11,74.1,7/24/2023,Jawa Tengah,Trawling,4,2,19,395
1779,Yellowtail,13.05,195.5,9/10/2023,Sumatera Utara,Trawling,10,3,5,474
1780,Tilapia,13.77,45.3,5/14/2023,Jawa Tengah,Gill Net,3,1,20,237
1781,Salmon,15.98,143,1/31/2023,Sulawesi Selatan,Hand Line,1,1,12,497
1782,Yellowtail,33.32,181,11/23/2023,Maluku,Gill Net,5,4,5,77
1783,Sea Bass,3.93,150.6,9/13/2023,Jawa Timur,Purse Seine,9,4,12,362
1784,Anchovy,7.3,107.5,10/14/2023,Sumatera Utara,Long Line,7,4,12,149
1785,Trout,8.99,115.6,12/27/2023,Lampung,Trap,1,2,14,437
1786,Sole,8.52,93.9,8/4/2023,Jawa Barat,Trawling,5,1,14,412
1787,Carp,19.17,89.2,12/7/2023,Kalimantan Selatan,Gill Net,1,4,6,38
1788,Flounder,17.52,168.5,3/24/2023,Jawa Barat,Gill Net,6,1,3,379
1789,Swordfish,10.39,31,11/16/2023,Jawa Tengah,Hand Line,5,5,6,486
1790,Swordfish,8.66,63.5,5/28/2023,Maluku,Long Line,5,3,2,287
1791,Snapper,13.37,163.9,7/2/2023,Lampung,Trawling,8,2,7,37
1792,Grouper,41.07,103.4,9/7/2023,Maluku,Purse Seine,7,4,14,207
1793,Tuna,33.81,41.4,12/27/2023,Jawa Barat,Purse Seine,10,3,17,424
1794,Flounder,8.42,173.5,1/28/2023,Jawa Timur,Gill Net,8,5,4,106
1795,Carp,8.7,60.4,1/1/2024,Jawa Barat,Hand Line,4,4,1,403
1796,Halibut,24.86,34.9,4/9/2023,Sumatera Utara,Long Line,10,4,17,468
1797,King Fish,20.13,125.9,12/8/2023,Sumatera Utara,Purse Seine,8,1,9,9
1798,Halibut,46.9,147.5,11/5/2023,Bali,Purse Seine,7,3,7,200
1799,Halibut,15.63,64.9,11/28/2023,Sumatera Utara,Long Line,4,3,3,199
1800,Yellowtail,20.72,38.1,12/17/2023,Jawa Barat,Purse Seine,2,2,18,7
1801,Amberjack,0.93,111.7,5/2/2023,Jawa Barat,Trap,1,3,14,357
1802,Catfish,8.93,98.4,9/10/2023,Lampung,Purse Seine,10,1,15,303
1803,Herring,14.66,111.5,11/5/2023,Lampung,Purse Seine,5,2,10,394
1804,Catfish,8.43,41.5,2/17/2023,Kalimantan Selatan,Gill Net,10,5,10,390
1805,Herring,18.77,21,11/29/2023,Papua,Gill Net,7,2,11,285
1806,Cod,5.53,29.2,1/17/2023,Jawa Timur,Gill Net,3,2,10,123
1807,Mackerel,35.95,55,1/30/2023,Bali,Gill Net,5,4,8,208
1808,Herring,34.09,104.1,8/11/2023,Jawa Tengah,Gill Net,3,5,18,53
1809,Sole,40.66,175.6,3/16/2023,Jawa Timur,Trawling,4,4,17,227
1810,Swordfish,7.78,71.7,12/9/2023,Papua,Purse Seine,10,5,15,7
1811,Mahi-mahi,10.01,131.7,7/7/2023,Maluku,Trap,5,1,13,405
1812,Amberjack,12.28,145.4,9/21/2023,Sulawesi Selatan,Hand Line,1,4,5,399
1813,Halibut,33.99,130.5,6/27/2023,Papua,Gill Net,8,4,14,217
1814,Pomfret,16.46,69,5/31/2023,Jawa Timur,Trap,4,1,2,276
1815,Halibut,41.5,179.4,6/2/2023,Sumatera Utara,Gill Net,5,4,16,273
1816,Snapper,49.71,57,12/31/2023,Sulawesi Selatan,Trawling,2,2,11,252
1817,Carp,22.04,105.1,4/14/2023,Lampung,Purse Seine,8,2,20,429
1818,Carp,40.59,142.2,4/23/2023,Sumatera Utara,Trap,6,5,11,137
1819,Flounder,13.51,141.5,1/25/2023,Bali,Trap,3,1,10,158
1820,Cod,3.24,57,1/30/2023,Sumatera Utara,Purse Seine,7,5,5,93
1821,Tuna,45.75,176.2,1/9/2023,Jawa Tengah,Gill Net,9,2,6,40
1822,Halibut,47.5,100.4,2/7/2023,Jawa Barat,Hand Line,2,3,12,283
1823,King Fish,21.2,70.6,2/12/2023,Sulawesi Selatan,Long Line,5,1,10,377
1824,Grouper,36.22,92.9,1/20/2023,Bali,Gill Net,2,5,6,278
1825,Halibut,1.09,74.2,1/2/2023,Bali,Hand Line,2,2,7,200
1826,Amberjack,27.67,75,4/25/2023,Jawa Timur,Hand Line,5,2,19,166
1827,Sole,20.19,193.9,10/12/2023,Maluku,Hand Line,2,1,14,462
1828,Sole,36.31,152,4/1/2023,Lampung,Trawling,7,2,12,34
1829,Herring,32.31,105.6,11/10/2023,Maluku,Hand Line,10,4,2,285
1830,Cod,38,90.7,7/17/2023,Jawa Barat,Gill Net,3,4,9,420
1831,Mahi-mahi,20.39,25.3,10/1/2023,Maluku,Hand Line,9,4,10,241
1832,Pomfret,43.09,97,9/4/2023,Sulawesi Selatan,Trap,3,3,10,16
1833,Pomfret,4.55,116.8,4/14/2023,Jawa Barat,Trap,1,2,16,123
1834,Sardine,6.52,148,10/1/2023,Kalimantan Selatan,Hand Line,1,1,19,429
1835,Sardine,1.74,181.1,1/29/2023,Jawa Tengah,Hand Line,3,3,4,388
1836,Swordfish,2.27,190.9,7/14/2023,Sulawesi Selatan,Trap,9,5,3,255
1837,Trout,17.51,184.2,11/12/2023,Sumatera Utara,Purse Seine,8,4,1,155
1838,Cod,36.75,75.2,3/27/2023,Jawa Timur,Trap,1,1,3,95
1839,Tilapia,2.35,185.2,2/9/2023,Bali,Hand Line,5,3,2,364
1840,Salmon,24.49,87.2,4/20/2023,Jawa Timur,Hand Line,9,2,17,426
1841,Amberjack,37.26,69.3,2/26/2023,Kalimantan Selatan,Purse Seine,5,5,1,359
1842,Tilapia,13.55,135.9,1/21/2023,Maluku,Gill Net,5,1,15,435
1843,Salmon,42.71,123.3,8/25/2023,Bali,Long Line,10,2,13,247
1844,Sole,38.39,115.4,11/1/2023,Bali,Long Line,9,1,4,493
1845,Snapper,31.52,27,6/12/2023,Jawa Barat,Trap,4,3,1,145
1846,Sea Bass,9.2,134.3,4/20/2023,Sumatera Utara,Hand Line,3,1,20,360
1847,Anchovy,17.97,112.9,5/24/2023,Jawa Timur,Hand Line,1,2,3,9
1848,Barramundi,37.64,79.6,12/26/2023,Bali,Long Line,5,4,5,343
1849,Halibut,5.26,32.2,5/28/2023,Kalimantan Selatan,Hand Line,8,4,12,399
1850,Yellowtail,33.63,61.5,9/1/2023,Papua,Trawling,6,1,18,263
1851,Sea Bass,23.09,179.7,8/12/2023,Lampung,Purse Seine,1,5,20,477
1852,Herring,16.31,108.9,6/2/2023,Kalimantan Selatan,Long Line,2,2,2,495
1853,Catfish,24.85,105.4,5/8/2023,Jawa Tengah,Trap,1,5,13,111
1854,Pomfret,39.77,173.3,8/25/2023,Sulawesi Selatan,Purse Seine,9,4,13,277
1855,Sardine,1.21,114.7,7/11/2023,Papua,Trawling,2,4,10,178
1856,Sole,27.12,158.6,12/4/2023,Jawa Barat,Purse Seine,3,5,15,139
1857,Tuna,42.24,185.1,10/8/2023,Sumatera Utara,Hand Line,7,4,6,436
1858,Pomfret,7.43,41.6,10/6/2023,Jawa Timur,Gill Net,10,5,18,452
1859,Mackerel,45.77,175.1,11/9/2023,Lampung,Gill Net,9,5,9,181
1860,Pomfret,33.45,146.7,4/7/2023,Jawa Timur,Purse Seine,2,5,19,378
1861,Mackerel,14.72,179.4,9/27/2023,Papua,Trap,7,5,10,76
1862,Cod,29.47,153.1,3/29/2023,Jawa Tengah,Trawling,8,3,3,416
1863,Cod,49.13,90.4,11/18/2023,Jawa Barat,Trawling,4,2,3,338
1864,Halibut,26.81,34.3,6/6/2023,Lampung,Purse Seine,5,4,8,309
1865,Cod,46.33,192,12/22/2023,Sumatera Utara,Purse Seine,3,1,14,356
1866,Herring,5.06,160.2,7/25/2023,Lampung,Purse Seine,3,5,10,345
1867,Mahi-mahi,20.91,114,8/25/2023,Papua,Trawling,4,2,15,444
1868,Tuna,34.14,70,2/9/2023,Jawa Barat,Purse Seine,6,5,3,448
1869,Tilapia,33.48,126.5,2/10/2023,Sumatera Utara,Trawling,7,5,18,386
1870,Catfish,42.33,184.3,10/1/2023,Jawa Tengah,Trap,2,2,14,318
1871,Flounder,49.09,24.9,7/17/2023,Bali,Long Line,10,3,7,261
1872,Catfish,7.42,20,11/6/2023,Lampung,Trap,5,1,5,94
1873,Yellowtail,5.6,59.3,8/20/2023,Jawa Tengah,Trap,2,1,15,21
1874,Anchovy,38.58,176.9,1/29/2023,Lampung,Trap,8,4,16,29
1875,Mackerel,36.14,99.4,1/29/2023,Bali,Hand Line,8,1,14,315
1876,Cod,1.52,168.2,2/25/2023,Bali,Gill Net,4,1,16,267
1877,Snapper,46.19,197.3,11/12/2023,Maluku,Trawling,4,2,7,461
1878,Mahi-mahi,20.2,180,4/29/2023,Jawa Barat,Long Line,2,2,17,344
1879,Cod,10.26,179.5,3/27/2023,Kalimantan Selatan,Trawling,10,5,1,378
1880,Herring,23.93,64.8,7/7/2023,Sulawesi Selatan,Trawling,10,2,8,81
1881,Catfish,4.48,176.2,3/3/2023,Sumatera Utara,Trawling,1,2,18,253
1882,Catfish,33.9,91.2,10/14/2023,Papua,Trawling,5,1,1,50
1883,Halibut,44.75,17.2,7/26/2023,Bali,Trawling,10,3,6,370
1884,Pomfret,19.3,110.9,10/16/2023,Sumatera Utara,Gill Net,8,5,14,462
1885,Mahi-mahi,40.62,72.4,12/16/2023,Sumatera Utara,Trawling,2,5,15,290
1886,Carp,23.71,81.4,3/4/2023,Jawa Barat,Hand Line,10,4,10,339
1887,Anchovy,26.04,185.7,6/23/2023,Sumatera Utara,Long Line,2,4,8,227
1888,Tuna,12.31,45.6,8/21/2023,Lampung,Long Line,6,4,9,66
1889,Amberjack,12.31,127.5,9/7/2023,Lampung,Gill Net,5,5,12,93
1890,Snapper,43.65,162.8,7/12/2023,Jawa Timur,Trawling,8,5,10,75
1891,Swordfish,28.35,21.5,4/20/2023,Jawa Tengah,Long Line,8,5,15,474
1892,Carp,36.97,152,12/16/2023,Kalimantan Selatan,Hand Line,3,3,10,390
1893,Flounder,29.48,116.8,4/11/2023,Jawa Tengah,Gill Net,4,2,12,374
1894,Salmon,12.12,113.5,9/24/2023,Lampung,Trawling,2,3,20,292
1895,King Fish,12.44,162.5,12/29/2023,Jawa Barat,Hand Line,8,1,17,241
1896,Sole,42.2,58.2,7/19/2023,Sulawesi Selatan,Trap,4,1,19,140
1897,Snapper,38.89,23.8,11/8/2023,Papua,Trawling,6,2,16,31
1898,Sea Bass,49.28,67.4,12/7/2023,Maluku,Trap,5,2,15,41
1899,Pomfret,16.16,40,5/14/2023,Jawa Tengah,Trap,6,1,20,41
1900,Salmon,1.41,78.6,11/17/2023,Maluku,Long Line,8,2,3,370
1901,Sardine,48.45,50.1,5/25/2023,Maluku,Gill Net,4,4,13,450
1902,Sole,46.24,22.3,2/2/2023,Sulawesi Selatan,Hand Line,3,4,18,394
1903,King Fish,48.62,180.6,6/4/2023,Jawa Barat,Long Line,1,4,7,212
1904,Tuna,31.15,89,9/20/2023,Jawa Timur,Purse Seine,7,5,7,295
1905,Tilapia,6.07,65.4,9/30/2023,Maluku,Trap,4,5,2,433
1906,Sardine,46.02,82.2,12/30/2023,Sulawesi Selatan,Gill Net,3,2,17,480
1907,Sardine,29.11,124,2/16/2023,Papua,Trawling,10,3,19,36
1908,Amberjack,17.09,139.5,10/20/2023,Maluku,Trawling,9,1,6,434
1909,Salmon,32.06,28.8,8/9/2023,Jawa Tengah,Purse Seine,10,1,17,317
1910,Cod,26.87,124,3/30/2023,Jawa Barat,Trawling,4,1,7,480
1911,Carp,27.33,93.8,4/8/2023,Jawa Tengah,Trap,9,4,11,339
1912,Cod,35.87,126.1,4/8/2023,Jawa Timur,Purse Seine,5,1,4,321
1913,Mahi-mahi,28.01,171.4,9/28/2023,Maluku,Hand Line,9,5,19,478
1914,Tilapia,11.12,190.7,2/27/2023,Bali,Hand Line,7,3,7,500
1915,Mahi-mahi,31.19,18.5,4/29/2023,Bali,Trawling,5,5,17,410
1916,Sea Bass,16.88,160.1,6/15/2023,Jawa Timur,Hand Line,8,1,8,244
1917,Salmon,40.6,183.3,9/23/2023,Papua,Hand Line,7,5,20,88
1918,Salmon,9.65,102.5,1/5/2023,Sumatera Utara,Purse Seine,4,4,2,475
1919,Anchovy,10.94,144,7/30/2023,Jawa Tengah,Hand Line,9,4,14,449
1920,Yellowtail,30.48,92.6,11/5/2023,Papua,Trap,1,5,11,130
1921,Sole,23.66,159.9,8/10/2023,Jawa Tengah,Trap,5,3,13,243
1922,Trout,1.42,41.6,11/21/2023,Jawa Timur,Trawling,7,5,4,197
1923,King Fish,37.99,123.1,2/15/2023,Jawa Barat,Long Line,6,5,17,400
1924,Mahi-mahi,44.22,164.9,12/2/2023,Bali,Long Line,4,5,8,95
1925,Yellowtail,31.46,153.9,1/18/2023,Jawa Tengah,Trawling,1,2,15,261
1926,Herring,13.54,185.6,3/4/2023,Bali,Hand Line,5,5,6,445
1927,Trout,2.9,179.6,5/8/2023,Lampung,Gill Net,6,1,4,149
1928,Barramundi,45.55,123.2,8/2/2023,Kalimantan Selatan,Long Line,7,3,4,283
1929,Mahi-mahi,12.94,74.4,12/13/2023,Sumatera Utara,Purse Seine,3,1,14,484
1930,Snapper,37.81,69.2,8/16/2023,Kalimantan Selatan,Trap,3,4,14,46
1931,Herring,26.11,68,9/17/2023,Sumatera Utara,Hand Line,1,3,15,227
1932,Mackerel,17.93,73.7,11/19/2023,Kalimantan Selatan,Hand Line,10,3,9,61
1933,Sardine,31.67,100.2,6/2/2023,Jawa Barat,Trap,7,1,4,480
1934,Flounder,30.66,57.9,4/28/2023,Sumatera Utara,Purse Seine,3,2,12,447
1935,Grouper,18.21,75.4,11/21/2023,Jawa Timur,Purse Seine,9,4,5,473
1936,King Fish,20.27,68.7,7/10/2023,Kalimantan Selatan,Purse Seine,6,5,9,386
1937,Sea Bass,33.56,161,1/2/2023,Jawa Timur,Hand Line,2,2,14,110
1938,Cod,43.81,90.8,10/25/2023,Sulawesi Selatan,Long Line,8,1,15,204
1939,Catfish,10.23,150.2,7/16/2023,Lampung,Hand Line,5,4,12,60
1940,Tilapia,8.64,45.1,2/3/2023,Sumatera Utara,Long Line,5,5,5,285
1941,Pomfret,7.6,183.6,11/1/2023,Maluku,Purse Seine,6,5,5,288
1942,Flounder,5.33,192,8/23/2023,Jawa Tengah,Hand Line,3,2,9,286
1943,Halibut,4.5,170.3,12/19/2023,Kalimantan Selatan,Trawling,2,5,15,353
1944,Mahi-mahi,12.2,151,5/9/2023,Sulawesi Selatan,Purse Seine,1,5,13,358
1945,Sea Bass,41.35,191.6,12/22/2023,Lampung,Long Line,10,3,15,321
1946,Flounder,1.9,115.9,2/10/2023,Jawa Barat,Gill Net,10,4,6,190
1947,Carp,2.27,173.5,8/7/2023,Sulawesi Selatan,Long Line,2,3,1,179
1948,Swordfish,39.62,64.6,2/1/2023,Kalimantan Selatan,Hand Line,1,2,12,321
1949,Swordfish,33.11,29.3,9/10/2023,Jawa Timur,Long Line,6,3,18,498
1950,Anchovy,43.54,87,5/17/2023,Papua,Trap,7,2,13,155
1951,Grouper,49.29,34.8,3/14/2023,Jawa Tengah,Gill Net,10,3,3,334
1952,Grouper,31.53,53.5,5/17/2023,Kalimantan Selatan,Purse Seine,5,4,1,103
1953,Pomfret,22.24,74.7,6/9/2023,Sumatera Utara,Trap,4,3,5,475
1954,Trout,33.79,20.3,12/25/2023,Jawa Barat,Purse Seine,8,1,10,203
1955,King Fish,49.17,77.6,9/5/2023,Sumatera Utara,Hand Line,9,1,4,15
1956,Cod,24.76,148,3/22/2023,Sulawesi Selatan,Gill Net,3,4,8,357
1957,Trout,0.55,99.1,7/26/2023,Sumatera Utara,Long Line,8,1,4,41
1958,Pomfret,40.02,102.6,1/19/2023,Bali,Long Line,1,4,5,323
1959,Sardine,31.1,106.2,8/23/2023,Kalimantan Selatan,Hand Line,1,1,11,439
