market_name,fish_type,date,price_per_kg,supply_kg,demand_level
Pasar Ikan Higienis,Barramundi,2023-11-26,40023,133,Medium
Pasar Ikan Higienis,Barramundi,2023-12-03,51398,305,Medium
Pasar Ikan Higienis,Barramundi,2023-12-10,95877,1235,High
Pasar Ikan Higienis,Barramundi,2023-12-17,118562,942,High
Pasar Ikan Higienis,Barramundi,2023-12-24,132137,1417,High
Pasar Ikan Higienis,Barramundi,2023-12-31,211887,223,Low
Pasar Ikan Higienis,Cod,2023-01-01,184885,1094,High
Pasar Ikan Higienis,Cod,2023-01-08,185274,392,High
Pasar Ikan Higienis,Cod,2023-01-15,74595,549,Medium
Pasar Ikan Higienis,Cod,2023-01-22,192538,950,Medium
Pasar Ikan Higienis,Cod,2023-01-29,204748,1359,Medium
Pasar Ikan Higienis,Cod,2023-02-05,220473,294,Low
Pasar Ikan Higienis,Cod,2023-02-12,54958,1540,High
Pasar Ikan Higienis,Cod,2023-02-19,136523,1457,Low
Pasar Ikan Higienis,Cod,2023-02-26,99050,500,High
Pasar Ikan Higienis,Cod,2023-03-05,103256,999,Medium
Pasar Ikan Higienis,Cod,2023-03-12,166503,1990,High
Pasar Ikan Higienis,Cod,2023-03-19,81768,1083,High
Pasar Ikan Higienis,Cod,2023-03-26,177112,440,Low
Pasar Ikan Higienis,Cod,2023-04-02,88736,1868,Low
Pasar Ikan Higienis,Cod,2023-04-09,51021,1289,Medium
Pasar Ikan Higienis,Cod,2023-04-16,102931,578,Medium
Pasar Ikan Higienis,Cod,2023-04-23,138658,1238,Medium
Pasar Ikan Higienis,Cod,2023-04-30,245595,1369,Low
Pasar Ikan Higienis,Cod,2023-05-07,158463,1861,High
Pasar Ikan Higienis,Cod,2023-05-14,260164,1463,Medium
Pasar Ikan Higienis,Cod,2023-05-21,189935,852,High
Pasar Ikan Higienis,Cod,2023-05-28,201941,345,Medium
Pasar Ikan Higienis,Cod,2023-06-04,151993,615,Low
Pasar Ikan Higienis,Cod,2023-06-11,163647,1054,High
Pasar Ikan Higienis,Cod,2023-06-18,179146,1142,Medium
Pasar Ikan Higienis,Cod,2023-06-25,169441,1496,High
Pasar Ikan Higienis,Cod,2023-07-02,219835,1613,Medium
Pasar Ikan Higienis,Cod,2023-07-09,202215,1170,Low
Pasar Ikan Higienis,Cod,2023-07-16,123832,189,High
Pasar Ikan Higienis,Cod,2023-07-23,158445,322,Low
Pasar Ikan Higienis,Cod,2023-07-30,174381,381,Low
Pasar Ikan Higienis,Cod,2023-08-06,172595,1253,Medium
Pasar Ikan Higienis,Cod,2023-08-13,146763,536,High
Pasar Ikan Higienis,Cod,2023-08-20,154864,1220,Medium
Pasar Ikan Higienis,Cod,2023-08-27,35575,1389,Low
Pasar Ikan Higienis,Cod,2023-09-03,124702,900,Medium
Pasar Ikan Higienis,Cod,2023-09-10,51701,1467,High
Pasar Ikan Higienis,Cod,2023-09-17,55481,426,High
Pasar Ikan Higienis,Cod,2023-09-24,178928,1962,Low
Pasar Ikan Higienis,Cod,2023-10-01,227900,941,Medium
Pasar Ikan Higienis,Cod,2023-10-08,164818,310,High
Pasar Ikan Higienis,Cod,2023-10-15,254051,1329,Medium
Pasar Ikan Higienis,Cod,2023-10-22,140145,553,High
Pasar Ikan Higienis,Cod,2023-10-29,123909,1243,Medium
Pasar Ikan Higienis,Cod,2023-11-05,142058,1748,High
Pasar Ikan Higienis,Cod,2023-11-12,112524,200,Low
Pasar Ikan Higienis,Cod,2023-11-19,184315,738,Medium
Pasar Ikan Higienis,Cod,2023-11-26,126341,1841,Low
Pasar Ikan Higienis,Cod,2023-12-03,148000,1193,Medium
Pasar Ikan Higienis,Cod,2023-12-10,48735,1082,Low
Pasar Ikan Higienis,Cod,2023-12-17,211342,1757,High
Pasar Ikan Higienis,Cod,2023-12-24,205210,228,Low
Pasar Ikan Higienis,Cod,2023-12-31,247053,349,High
Pasar Ikan Higienis,Mahi-mahi,2023-01-01,230718,1822,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-01-08,91933,1683,Low
Pasar Ikan Higienis,Mahi-mahi,2023-01-15,163374,1493,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-01-22,46794,320,High
Pasar Ikan Higienis,Mahi-mahi,2023-01-29,87728,1257,High
Pasar Ikan Higienis,Mahi-mahi,2023-02-05,241813,444,Low
Pasar Ikan Higienis,Mahi-mahi,2023-02-12,186558,1398,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-02-19,179306,333,Low
Pasar Ikan Higienis,Mahi-mahi,2023-02-26,90862,381,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-03-05,218957,262,High
Pasar Ikan Higienis,Mahi-mahi,2023-03-12,100687,1268,High
Pasar Ikan Higienis,Mahi-mahi,2023-03-19,239708,471,High
Pasar Ikan Higienis,Mahi-mahi,2023-03-26,228359,1296,Low
Pasar Ikan Higienis,Mahi-mahi,2023-04-02,142393,838,Low
Pasar Ikan Higienis,Mahi-mahi,2023-04-09,109985,1031,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-04-16,155568,1664,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-04-23,157603,1408,High
Pasar Ikan Higienis,Mahi-mahi,2023-04-30,96131,1495,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-05-07,104226,1641,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-05-14,80659,483,High
Pasar Ikan Higienis,Mahi-mahi,2023-05-21,200713,577,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-05-28,175565,1464,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-06-04,203578,1587,Low
Pasar Ikan Higienis,Mahi-mahi,2023-06-11,201367,221,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-06-18,66669,670,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-06-25,222814,513,Low
Pasar Ikan Higienis,Mahi-mahi,2023-07-02,110821,1209,High
Pasar Ikan Higienis,Mahi-mahi,2023-07-09,214995,1190,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-07-16,85732,337,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-07-23,249718,192,Low
Pasar Ikan Higienis,Mahi-mahi,2023-07-30,69699,1830,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-08-06,129203,848,Low
Pasar Ikan Higienis,Mahi-mahi,2023-08-13,100080,1893,Low
Pasar Ikan Higienis,Mahi-mahi,2023-08-20,136286,364,High
Pasar Ikan Higienis,Mahi-mahi,2023-08-27,209026,436,Low
Pasar Ikan Higienis,Mahi-mahi,2023-09-03,211025,1058,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-09-10,207750,1884,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-09-17,164413,1449,High
Pasar Ikan Higienis,Mahi-mahi,2023-09-24,168559,1294,High
Pasar Ikan Higienis,Mahi-mahi,2023-10-01,129184,600,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-10-08,161053,1973,Low
Pasar Ikan Higienis,Mahi-mahi,2023-10-15,198522,461,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-10-22,115601,1324,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-10-29,173331,271,Low
Pasar Ikan Higienis,Mahi-mahi,2023-11-05,166096,1995,High
Pasar Ikan Higienis,Mahi-mahi,2023-11-12,38625,1797,Low
Pasar Ikan Higienis,Mahi-mahi,2023-11-19,105883,564,High
Pasar Ikan Higienis,Mahi-mahi,2023-11-26,99189,953,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-12-03,159505,1671,Low
Pasar Ikan Higienis,Mahi-mahi,2023-12-10,211777,1848,Low
Pasar Ikan Higienis,Mahi-mahi,2023-12-17,95632,1383,Medium
Pasar Ikan Higienis,Mahi-mahi,2023-12-24,79770,1454,Low
Pasar Ikan Higienis,Mahi-mahi,2023-12-31,93428,174,High
Pasar Ikan Higienis,Swordfish,2023-01-01,137504,482,Medium
Pasar Ikan Higienis,Swordfish,2023-01-08,79751,669,High
Pasar Ikan Higienis,Swordfish,2023-01-15,201367,241,Medium
Pasar Ikan Higienis,Swordfish,2023-01-22,126484,1997,High
Pasar Ikan Higienis,Swordfish,2023-01-29,76050,1225,High
Pasar Ikan Higienis,Swordfish,2023-02-05,55430,1100,Medium
Pasar Ikan Higienis,Swordfish,2023-02-12,42996,652,Medium
Pasar Ikan Higienis,Swordfish,2023-02-19,171116,1830,High
Pasar Ikan Higienis,Swordfish,2023-02-26,99296,319,High
Pasar Ikan Higienis,Swordfish,2023-03-05,209563,949,Low
Pasar Ikan Higienis,Swordfish,2023-03-12,201234,1849,Low
Pasar Ikan Higienis,Swordfish,2023-03-19,90483,901,High
Pasar Ikan Higienis,Swordfish,2023-03-26,170518,657,Low
Pasar Ikan Higienis,Swordfish,2023-04-02,168217,653,Medium
Pasar Ikan Higienis,Swordfish,2023-04-09,178885,1199,Medium
Pasar Ikan Higienis,Swordfish,2023-04-16,104591,1703,Medium
Pasar Ikan Higienis,Swordfish,2023-04-23,233526,629,Medium
Pasar Ikan Higienis,Swordfish,2023-04-30,219494,936,Low
Pasar Ikan Higienis,Swordfish,2023-05-07,177985,427,Medium
Pasar Ikan Higienis,Swordfish,2023-05-14,55989,658,Medium
Pasar Ikan Higienis,Swordfish,2023-05-21,72507,1800,Medium
Pasar Ikan Higienis,Swordfish,2023-05-28,158709,172,Medium
Pasar Ikan Higienis,Swordfish,2023-06-04,98207,1499,High
Pasar Ikan Higienis,Swordfish,2023-06-11,156804,1020,High
Pasar Ikan Higienis,Swordfish,2023-06-18,151746,1378,High
Pasar Ikan Higienis,Swordfish,2023-06-25,126735,1058,Low
Pasar Ikan Higienis,Swordfish,2023-07-02,37919,1132,High
Pasar Ikan Higienis,Swordfish,2023-07-09,172446,474,Low
Pasar Ikan Higienis,Swordfish,2023-07-16,222861,938,Low
Pasar Ikan Higienis,Swordfish,2023-07-23,70255,903,High
Pasar Ikan Higienis,Swordfish,2023-07-30,207598,597,Medium
Pasar Ikan Higienis,Swordfish,2023-08-06,181869,743,High
Pasar Ikan Higienis,Swordfish,2023-08-13,241084,821,Medium
Pasar Ikan Higienis,Swordfish,2023-08-20,141616,1638,High
Pasar Ikan Higienis,Swordfish,2023-08-27,219518,1903,Low
Pasar Ikan Higienis,Swordfish,2023-09-03,115728,1115,Medium
Pasar Ikan Higienis,Swordfish,2023-09-10,77460,1560,High
Pasar Ikan Higienis,Swordfish,2023-09-17,172200,1513,Low
Pasar Ikan Higienis,Swordfish,2023-09-24,121476,1401,High
Pasar Ikan Higienis,Swordfish,2023-10-01,161054,697,Medium
Pasar Ikan Higienis,Swordfish,2023-10-08,66659,1547,High
Pasar Ikan Higienis,Swordfish,2023-10-15,159382,1871,Medium
Pasar Ikan Higienis,Swordfish,2023-10-22,73152,1831,Low
Pasar Ikan Higienis,Swordfish,2023-10-29,127555,754,Low
Pasar Ikan Higienis,Swordfish,2023-11-05,225728,1223,Medium
Pasar Ikan Higienis,Swordfish,2023-11-12,72182,1514,High
Pasar Ikan Higienis,Swordfish,2023-11-19,212360,1757,Low
Pasar Ikan Higienis,Swordfish,2023-11-26,260370,1565,Medium
Pasar Ikan Higienis,Swordfish,2023-12-03,67442,1270,Medium
Pasar Ikan Higienis,Swordfish,2023-12-10,131256,1165,Medium
Pasar Ikan Higienis,Swordfish,2023-12-17,127662,905,Low
Pasar Ikan Higienis,Swordfish,2023-12-24,150050,1135,Low
Pasar Ikan Higienis,Swordfish,2023-12-31,238233,279,Medium
Pasar Ikan Higienis,Halibut,2023-01-01,83844,1503,High
Pasar Ikan Higienis,Halibut,2023-01-08,116716,100,High
Pasar Ikan Higienis,Halibut,2023-01-15,136489,1334,Medium
Pasar Ikan Higienis,Halibut,2023-01-22,41906,1620,High
Pasar Ikan Higienis,Halibut,2023-01-29,90615,1753,High
Pasar Ikan Higienis,Halibut,2023-02-05,62159,720,High
Pasar Ikan Higienis,Halibut,2023-02-12,215995,859,High
Pasar Ikan Higienis,Halibut,2023-02-19,56092,1268,Low
Pasar Ikan Higienis,Halibut,2023-02-26,53881,544,Low
Pasar Ikan Higienis,Halibut,2023-03-05,33132,1558,Medium
Pasar Ikan Higienis,Halibut,2023-03-12,179892,288,Low
Pasar Ikan Higienis,Halibut,2023-03-19,238162,149,Medium
Pasar Ikan Higienis,Halibut,2023-03-26,215219,1490,Low
Pasar Ikan Higienis,Halibut,2023-04-02,244297,1185,Low
Pasar Ikan Higienis,Halibut,2023-04-09,63270,1396,Medium
Pasar Ikan Higienis,Halibut,2023-04-16,254766,252,Low
Pasar Ikan Higienis,Halibut,2023-04-23,104411,468,High
Pasar Ikan Higienis,Halibut,2023-04-30,101540,1139,High
Pasar Ikan Higienis,Halibut,2023-05-07,149513,1789,Low
Pasar Ikan Higienis,Halibut,2023-05-14,141640,1889,Medium
Pasar Ikan Higienis,Halibut,2023-05-21,188825,1875,Medium
Pasar Ikan Higienis,Halibut,2023-05-28,179049,1081,Low
Pasar Ikan Higienis,Halibut,2023-06-04,218031,1116,Medium
Pasar Ikan Higienis,Halibut,2023-06-11,180365,542,Low
Pasar Ikan Higienis,Halibut,2023-06-18,200099,804,High
Pasar Ikan Higienis,Halibut,2023-06-25,160088,653,Medium
Pasar Ikan Higienis,Halibut,2023-07-02,225907,833,High
Pasar Ikan Higienis,Halibut,2023-07-09,164677,720,High
Pasar Ikan Higienis,Halibut,2023-07-16,89011,1921,Low
Pasar Ikan Higienis,Halibut,2023-07-23,43281,1720,High
Pasar Ikan Higienis,Halibut,2023-07-30,238815,590,Medium
Pasar Ikan Higienis,Halibut,2023-08-06,212222,1611,High
Pasar Ikan Higienis,Halibut,2023-08-13,107957,1672,Low
Pasar Ikan Higienis,Halibut,2023-08-20,49004,313,High
Pasar Ikan Higienis,Halibut,2023-08-27,201630,629,Low
Pasar Ikan Higienis,Halibut,2023-09-03,101391,1201,Medium
Pasar Ikan Higienis,Halibut,2023-09-10,57211,1963,Medium
Pasar Ikan Higienis,Halibut,2023-09-17,101706,1636,Low
Pasar Ikan Higienis,Halibut,2023-09-24,111341,600,Low
Pasar Ikan Higienis,Halibut,2023-10-01,169075,793,Low
Pasar Ikan Higienis,Halibut,2023-10-08,170846,1311,High
Pasar Ikan Higienis,Halibut,2023-10-15,209143,178,High
Pasar Ikan Higienis,Halibut,2023-10-22,137091,1715,Low
Pasar Ikan Higienis,Halibut,2023-10-29,78556,1250,High
Pasar Ikan Higienis,Halibut,2023-11-05,215362,1980,High
Pasar Ikan Higienis,Halibut,2023-11-12,42624,1540,High
Pasar Ikan Higienis,Halibut,2023-11-19,56053,1535,High
Pasar Ikan Higienis,Halibut,2023-11-26,49673,194,High
Pasar Ikan Higienis,Halibut,2023-12-03,230814,944,Medium
Pasar Ikan Higienis,Halibut,2023-12-10,122953,1696,High
Pasar Ikan Higienis,Halibut,2023-12-17,119046,137,High
Pasar Ikan Higienis,Halibut,2023-12-24,240695,1197,High
Pasar Ikan Higienis,Halibut,2023-12-31,100619,1390,High
Pasar Ikan Higienis,Sea Bass,2023-01-01,124876,631,Low
Pasar Ikan Higienis,Sea Bass,2023-01-08,242004,1290,Medium
Pasar Ikan Higienis,Sea Bass,2023-01-15,40055,967,Medium
Pasar Ikan Higienis,Sea Bass,2023-01-22,204111,888,Medium
Pasar Ikan Higienis,Sea Bass,2023-01-29,34895,1393,Low
Pasar Ikan Higienis,Sea Bass,2023-02-05,118390,1339,Low
Pasar Ikan Higienis,Sea Bass,2023-02-12,133839,1400,Low
Pasar Ikan Higienis,Sea Bass,2023-02-19,93627,835,Medium
Pasar Ikan Higienis,Sea Bass,2023-02-26,178780,655,Low
Pasar Ikan Higienis,Sea Bass,2023-03-05,116946,229,High
Pasar Ikan Higienis,Sea Bass,2023-03-12,165557,161,High
Pasar Ikan Higienis,Sea Bass,2023-03-19,116772,232,High
Pasar Ikan Higienis,Sea Bass,2023-03-26,67802,1895,Medium
Pasar Ikan Higienis,Sea Bass,2023-04-02,182125,1136,Low
Pasar Ikan Higienis,Sea Bass,2023-04-09,155550,121,Low
Pasar Ikan Higienis,Sea Bass,2023-04-16,118410,128,High
Pasar Ikan Higienis,Sea Bass,2023-04-23,204091,353,Low
Pasar Ikan Higienis,Sea Bass,2023-04-30,48353,1782,Low
Pasar Ikan Higienis,Sea Bass,2023-05-07,105551,913,Low
Pasar Ikan Higienis,Sea Bass,2023-05-14,142930,1231,High
Pasar Ikan Higienis,Sea Bass,2023-05-21,157684,276,Medium
Pasar Ikan Higienis,Sea Bass,2023-05-28,194674,1295,Low
Pasar Ikan Higienis,Sea Bass,2023-06-04,137214,348,Low
Pasar Ikan Higienis,Sea Bass,2023-06-11,224339,107,Low
Pasar Ikan Higienis,Sea Bass,2023-06-18,77816,1672,Low
Pasar Ikan Higienis,Sea Bass,2023-06-25,195502,623,Low
Pasar Ikan Higienis,Sea Bass,2023-07-02,180427,732,High
Pasar Ikan Higienis,Sea Bass,2023-07-09,36064,855,Low
Pasar Ikan Higienis,Sea Bass,2023-07-16,131621,223,High
Pasar Ikan Higienis,Sea Bass,2023-07-23,185265,1707,Medium
Pasar Ikan Higienis,Sea Bass,2023-07-30,135791,1771,Medium
Pasar Ikan Higienis,Sea Bass,2023-08-06,145725,801,Low
Pasar Ikan Higienis,Sea Bass,2023-08-13,197640,1891,Medium
Pasar Ikan Higienis,Sea Bass,2023-08-20,91556,865,High
Pasar Ikan Higienis,Sea Bass,2023-08-27,181968,403,High
Pasar Ikan Higienis,Sea Bass,2023-09-03,228276,1850,Medium
Pasar Ikan Higienis,Sea Bass,2023-09-10,149213,1335,Low
Pasar Ikan Higienis,Sea Bass,2023-09-17,60538,363,High
Pasar Ikan Higienis,Sea Bass,2023-09-24,55395,367,Medium
Pasar Ikan Higienis,Sea Bass,2023-10-01,220561,1042,Low
Pasar Ikan Higienis,Sea Bass,2023-10-08,108663,530,Medium
Pasar Ikan Higienis,Sea Bass,2023-10-15,156000,198,Medium
Pasar Ikan Higienis,Sea Bass,2023-10-22,63045,707,Medium
Pasar Ikan Higienis,Sea Bass,2023-10-29,185839,971,Medium
Pasar Ikan Higienis,Sea Bass,2023-11-05,215956,1707,Medium
Pasar Ikan Higienis,Sea Bass,2023-11-12,128043,277,High
Pasar Ikan Higienis,Sea Bass,2023-11-19,128630,1976,High
Pasar Ikan Higienis,Sea Bass,2023-11-26,201113,548,High
Pasar Ikan Higienis,Sea Bass,2023-12-03,248302,796,High
Pasar Ikan Higienis,Sea Bass,2023-12-10,49364,211,Low
Pasar Ikan Higienis,Sea Bass,2023-12-17,63410,1404,Low
Pasar Ikan Higienis,Sea Bass,2023-12-24,57243,1838,Low
Pasar Ikan Higienis,Sea Bass,2023-12-31,186060,291,Low
TPI Blanakan,Tuna,2023-01-01,158543,504,High
TPI Blanakan,Tuna,2023-01-08,176706,785,Medium
TPI Blanakan,Tuna,2023-01-15,63570,423,Low
TPI Blanakan,Tuna,2023-01-22,44059,1416,High
TPI Blanakan,Tuna,2023-01-29,99026,617,Medium
TPI Blanakan,Tuna,2023-02-05,246118,757,High
TPI Blanakan,Tuna,2023-02-12,194792,1462,High
TPI Blanakan,Tuna,2023-02-19,180745,372,Low
TPI Blanakan,Tuna,2023-02-26,98821,787,Medium
TPI Blanakan,Tuna,2023-03-05,220432,1925,Medium
TPI Blanakan,Tuna,2023-03-12,215152,1335,Low
TPI Blanakan,Tuna,2023-03-19,240628,1655,High
TPI Blanakan,Tuna,2023-03-26,119918,105,High
TPI Blanakan,Tuna,2023-04-02,156851,1207,Medium
TPI Blanakan,Tuna,2023-04-09,173840,1317,High
TPI Blanakan,Tuna,2023-04-16,112993,352,Medium
TPI Blanakan,Tuna,2023-04-23,32496,1940,Low
TPI Blanakan,Tuna,2023-04-30,100386,697,High
TPI Blanakan,Tuna,2023-05-07,81523,369,High
TPI Blanakan,Tuna,2023-05-14,122734,1062,Medium
TPI Blanakan,Tuna,2023-05-21,36288,109,High
TPI Blanakan,Tuna,2023-05-28,45009,618,Medium
TPI Blanakan,Tuna,2023-06-04,232481,1771,Low
TPI Blanakan,Tuna,2023-06-11,178426,1495,Medium
TPI Blanakan,Tuna,2023-06-18,150972,1830,Low
TPI Blanakan,Tuna,2023-06-25,226411,1164,Medium
TPI Blanakan,Tuna,2023-07-02,167623,394,High
TPI Blanakan,Tuna,2023-07-09,101725,806,Low
TPI Blanakan,Tuna,2023-07-16,94663,1305,Low
TPI Blanakan,Tuna,2023-07-23,200024,1255,Medium
TPI Blanakan,Tuna,2023-07-30,139489,796,Low
TPI Blanakan,Tuna,2023-08-06,59751,217,Low
TPI Blanakan,Tuna,2023-08-13,146463,1334,High
TPI Blanakan,Tuna,2023-08-20,105185,1778,High
TPI Blanakan,Tuna,2023-08-27,90154,1880,Medium
TPI Blanakan,Tuna,2023-09-03,163310,1308,Medium
TPI Blanakan,Tuna,2023-09-10,221379,920,High
TPI Blanakan,Tuna,2023-09-17,65145,1244,Medium
TPI Blanakan,Tuna,2023-09-24,186372,846,Medium
TPI Blanakan,Tuna,2023-10-01,59302,1958,Medium
TPI Blanakan,Tuna,2023-10-08,96954,1611,High
TPI Blanakan,Tuna,2023-10-15,138023,142,High
TPI Blanakan,Tuna,2023-10-22,151466,1222,High
TPI Blanakan,Tuna,2023-10-29,185987,919,Medium
TPI Blanakan,Tuna,2023-11-05,52449,989,Medium
TPI Blanakan,Tuna,2023-11-12,148964,1875,Low
TPI Blanakan,Tuna,2023-11-19,232273,752,High
TPI Blanakan,Tuna,2023-11-26,203443,1823,Medium
TPI Blanakan,Tuna,2023-12-03,102120,1826,High
TPI Blanakan,Tuna,2023-12-10,250471,462,Low
TPI Blanakan,Tuna,2023-12-17,71545,1097,High
TPI Blanakan,Tuna,2023-12-24,252527,350,High
TPI Blanakan,Tuna,2023-12-31,210591,1227,High
TPI Blanakan,Salmon,2023-01-01,168997,1939,High
TPI Blanakan,Salmon,2023-01-08,241706,1123,High
TPI Blanakan,Salmon,2023-01-15,141909,1633,High
TPI Blanakan,Salmon,2023-01-22,166374,1540,Low
TPI Blanakan,Salmon,2023-01-29,124025,367,Medium
TPI Blanakan,Salmon,2023-02-05,59195,200,Low
TPI Blanakan,Salmon,2023-02-12,35955,332,Low
TPI Blanakan,Salmon,2023-02-19,91441,170,Low
TPI Blanakan,Salmon,2023-02-26,240859,288,High
TPI Blanakan,Salmon,2023-03-05,57137,1721,High
TPI Blanakan,Salmon,2023-03-12,67415,582,Medium
TPI Blanakan,Salmon,2023-03-19,27642,223,Medium
TPI Blanakan,Salmon,2023-03-26,168923,1435,Low
TPI Blanakan,Salmon,2023-04-02,237608,971,High
TPI Blanakan,Salmon,2023-04-09,205502,410,Low
TPI Blanakan,Salmon,2023-04-16,233739,1429,High
TPI Blanakan,Salmon,2023-04-23,152056,1687,Low
TPI Blanakan,Salmon,2023-04-30,170993,224,Medium
TPI Blanakan,Salmon,2023-05-07,72493,1623,Low
TPI Blanakan,Salmon,2023-05-14,134105,801,Medium
TPI Blanakan,Salmon,2023-05-21,32690,1810,Medium
TPI Blanakan,Salmon,2023-05-28,133622,1551,Low
TPI Blanakan,Salmon,2023-06-04,66586,716,Medium
TPI Blanakan,Salmon,2023-06-11,225845,1318,High
TPI Blanakan,Salmon,2023-06-18,193260,662,Low
TPI Blanakan,Salmon,2023-06-25,66324,333,Medium
TPI Blanakan,Salmon,2023-07-02,37279,904,Medium
TPI Blanakan,Salmon,2023-07-09,104746,1561,Low
TPI Blanakan,Salmon,2023-07-16,252199,499,Low
TPI Blanakan,Salmon,2023-07-23,167061,436,Medium
TPI Blanakan,Salmon,2023-07-30,227301,1608,High
TPI Blanakan,Salmon,2023-08-06,121071,937,High
TPI Blanakan,Salmon,2023-08-13,220429,1623,Medium
TPI Blanakan,Salmon,2023-08-20,169831,1891,High
TPI Blanakan,Salmon,2023-08-27,127618,1480,High
TPI Blanakan,Salmon,2023-09-03,105887,570,High
TPI Blanakan,Salmon,2023-09-10,135278,549,High
TPI Blanakan,Salmon,2023-09-17,75596,1598,Low
TPI Blanakan,Salmon,2023-09-24,116742,1449,Medium
TPI Blanakan,Salmon,2023-10-01,23727,925,Medium
TPI Blanakan,Salmon,2023-10-08,103355,1269,High
TPI Blanakan,Salmon,2023-10-15,232929,1856,High
TPI Blanakan,Salmon,2023-10-22,237778,436,High
TPI Blanakan,Salmon,2023-10-29,100630,275,High
TPI Blanakan,Salmon,2023-11-05,245201,721,Medium
TPI Blanakan,Salmon,2023-11-12,124669,1558,High
TPI Blanakan,Salmon,2023-11-19,75686,1749,Low
TPI Blanakan,Salmon,2023-11-26,178059,492,Medium
TPI Blanakan,Salmon,2023-12-03,130746,191,High
TPI Blanakan,Salmon,2023-12-10,247427,1144,Medium
TPI Blanakan,Salmon,2023-12-17,51616,1305,High
TPI Blanakan,Salmon,2023-12-24,48119,1223,Medium
TPI Blanakan,Salmon,2023-12-31,235371,1375,Low
TPI Blanakan,Mackerel,2023-01-01,160759,154,Low
TPI Blanakan,Mackerel,2023-01-08,143017,1864,Low
TPI Blanakan,Mackerel,2023-01-15,154566,151,High
TPI Blanakan,Mackerel,2023-01-22,213110,1792,Low
TPI Blanakan,Mackerel,2023-01-29,83999,1463,Medium
TPI Blanakan,Mackerel,2023-02-05,152063,329,Medium
TPI Blanakan,Mackerel,2023-02-12,196940,705,Medium
TPI Blanakan,Mackerel,2023-02-19,169666,117,High
TPI Blanakan,Mackerel,2023-02-26,111901,609,High
TPI Blanakan,Mackerel,2023-03-05,225074,523,High
TPI Blanakan,Mackerel,2023-03-12,169386,463,Low
TPI Blanakan,Mackerel,2023-03-19,217047,1479,Medium
TPI Blanakan,Mackerel,2023-03-26,56557,431,High
TPI Blanakan,Mackerel,2023-04-02,46029,1810,Medium
TPI Blanakan,Mackerel,2023-04-09,185690,272,Low
TPI Blanakan,Mackerel,2023-04-16,163613,356,Low
TPI Blanakan,Mackerel,2023-04-23,74140,1354,High
TPI Blanakan,Mackerel,2023-04-30,91599,1983,High
TPI Blanakan,Mackerel,2023-05-07,93775,1937,Low
TPI Blanakan,Mackerel,2023-05-14,151549,1964,Low
TPI Blanakan,Mackerel,2023-05-21,185944,1469,Medium
TPI Blanakan,Mackerel,2023-05-28,135500,1532,High
TPI Blanakan,Mackerel,2023-06-04,57010,1025,High
TPI Blanakan,Mackerel,2023-06-11,116643,1244,Low
TPI Blanakan,Mackerel,2023-06-18,227585,855,Medium
TPI Blanakan,Mackerel,2023-06-25,192484,556,High
TPI Blanakan,Mackerel,2023-07-02,104733,1075,High
TPI Blanakan,Mackerel,2023-07-09,190670,1900,High
TPI Blanakan,Mackerel,2023-07-16,87576,1352,High
TPI Blanakan,Mackerel,2023-07-23,146795,1815,High
TPI Blanakan,Mackerel,2023-07-30,182005,1112,Medium
TPI Blanakan,Mackerel,2023-08-06,49180,965,Low
TPI Blanakan,Mackerel,2023-08-13,215247,485,High
TPI Blanakan,Mackerel,2023-08-20,121033,1321,Medium
TPI Blanakan,Mackerel,2023-08-27,107268,734,High
TPI Blanakan,Mackerel,2023-09-03,30016,603,Medium
TPI Blanakan,Mackerel,2023-09-10,212876,1188,Low
TPI Blanakan,Mackerel,2023-09-17,90356,1470,High
TPI Blanakan,Mackerel,2023-09-24,40502,805,Low
TPI Blanakan,Mackerel,2023-10-01,149767,446,Medium
TPI Blanakan,Mackerel,2023-10-08,235318,811,Low
TPI Blanakan,Mackerel,2023-10-15,186107,1510,High
TPI Blanakan,Mackerel,2023-10-22,245333,619,Medium
TPI Blanakan,Mackerel,2023-10-29,43133,497,Low
TPI Blanakan,Mackerel,2023-11-05,102275,487,High
TPI Blanakan,Mackerel,2023-11-12,255669,725,Medium
TPI Blanakan,Mackerel,2023-11-19,227443,1571,Medium
