goat_id,breed,gender,birth_date,age_months,weight_kg,height_cm,health_status,market_price,owner_id,farm_id,registration_date
GT1873,Saanen,Female,12/30/2018,78,31,54,Mild Illness,1205,OWN013,FRM013,6/13/2023
GT1874,Saanen,Female,12/25/2022,29,18.81,75,Healthy,1264,OWN006,FRM011,1/25/2023
GT1875,LaMancha,Female,12/30/2022,29,64.2,57,Under Treatment,856,OWN009,FRM015,4/28/2024
GT1876,Oberhasli,Male,12/31/2016,102,34.04,85,Quarantine,1027,OWN028,FRM013,1/26/2018
GT1877,Saanen,Female,1/25/2018,89,16.55,51,Under Treatment,1349,OWN031,FRM020,6/30/2021
GT1878,Alpine,Female,4/19/2023,25,47.34,63,Healthy,1280,OWN003,FRM007,10/11/2024
GT1879,Saanen,Female,1/10/2022,41,72.99,81,Mild Illness,842,OWN048,FRM002,6/15/2022
GT1880,LaMancha,Male,4/16/2020,62,18.07,64,Quarantine,585,OWN023,FRM018,10/27/2020
GT1881,Saanen,Female,4/3/2018,87,63.01,78,Mild Illness,1241,OWN024,FRM002,2/28/2023
GT1882,Nubian,Male,1/9/2016,114,44.72,56,Mild Illness,855,OWN005,FRM007,4/10/2022
GT1883,Alpine,Male,7/29/2023,22,52.12,84,Healthy,292,OWN025,FRM007,9/15/2023
GT1884,Toggenburg,Male,8/28/2021,45,75.08,45,Mild Illness,877,OWN012,FRM013,10/7/2021
GT1885,Oberhasli,Male,11/2/2022,31,39.17,70,Healthy,519,OWN010,FRM020,2/12/2025
GT1886,Nubian,Female,7/26/2016,107,72.33,72,Under Treatment,619,OWN042,FRM009,10/13/2019
GT1887,Alpine,Male,4/7/2016,111,42.03,71,Quarantine,769,OWN013,FRM016,12/8/2020
GT1888,Boer,Male,6/8/2023,24,55.72,70,Healthy,1119,OWN009,FRM008,11/1/2023
GT1889,Saanen,Male,1/5/2022,41,22.49,76,Healthy,575,OWN035,FRM011,5/4/2023
GT1890,Nubian,Female,8/16/2015,119,77.1,70,Under Treatment,1298,OWN019,FRM010,7/1/2018
GT1891,Oberhasli,Female,3/8/2018,88,22.05,52,Quarantine,613,OWN006,FRM018,1/7/2025
GT1892,Oberhasli,Female,2/27/2020,64,28.05,78,Healthy,1160,OWN031,FRM004,8/13/2023
GT1893,Saanen,Male,9/17/2019,69,17.47,69,Mild Illness,371,OWN049,FRM003,10/23/2019
GT1894,Nubian,Female,8/6/2023,22,55,73,Mild Illness,1105,OWN039,FRM002,11/11/2024
GT1895,Toggenburg,Male,9/9/2022,33,64.96,65,Healthy,1364,OWN001,FRM005,8/29/2024
GT1896,Boer,Female,10/1/2021,44,74.92,67,Quarantine,610,OWN042,FRM002,12/1/2021
GT1897,Alpine,Female,9/17/2016,106,24.95,63,Healthy,661,OWN012,FRM007,11/1/2018
GT1898,Boer,Female,10/26/2015,116,16.65,73,Healthy,703,OWN039,FRM017,11/14/2020
GT1899,Boer,Male,10/7/2022,32,24.32,65,Healthy,428,OWN044,FRM003,11/11/2022
GT1900,Alpine,Male,6/30/2022,35,55.21,55,Under Treatment,958,OWN003,FRM005,11/16/2024
GT1901,Saanen,Male,10/26/2016,104,15.38,45,Healthy,993,OWN050,FRM019,11/26/2022
GT1902,Saanen,Male,1/1/2017,102,64.54,47,Healthy,240,OWN042,FRM016,11/4/2017
GT1903,LaMancha,Female,11/28/2019,67,33.36,84,Quarantine,1120,OWN048,FRM008,1/30/2020
GT1904,Toggenburg,Female,3/24/2024,14,54.82,67,Quarantine,1181,OWN010,FRM015,1/17/2025
GT1905,LaMancha,Female,11/3/2018,80,29.55,63,Mild Illness,995,OWN017,FRM006,4/18/2022
GT1906,Boer,Male,3/3/2019,76,43.06,64,Mild Illness,287,OWN030,FRM014,2/12/2025
GT1907,Toggenburg,Male,2/10/2024,16,79.19,53,Under Treatment,626,OWN026,FRM014,5/7/2025
GT1908,Alpine,Female,11/6/2021,43,62.67,73,Quarantine,1149,OWN024,FRM011,2/18/2024
GT1909,Boer,Female,3/30/2020,63,23.65,78,Mild Illness,703,OWN014,FRM007,11/10/2022
GT1910,LaMancha,Male,4/29/2019,74,76.62,84,Under Treatment,1148,OWN036,FRM014,4/1/2021
GT1911,Boer,Female,4/20/2016,111,28.88,54,Quarantine,422,OWN035,FRM015,3/28/2025
GT1912,Boer,Female,9/10/2017,94,18.31,58,Under Treatment,1329,OWN011,FRM013,1/18/2024
GT1913,LaMancha,Female,9/30/2020,56,26.72,73,Healthy,622,OWN025,FRM019,6/14/2022
GT1914,Toggenburg,Male,11/13/2015,116,32.77,81,Mild Illness,1023,OWN037,FRM007,2/25/2018
GT1915,Nubian,Female,7/17/2016,108,35.57,60,Mild Illness,1196,OWN021,FRM020,4/28/2018
GT1916,Oberhasli,Male,5/27/2022,36,58.95,49,Healthy,243,OWN001,FRM002,7/4/2024
GT1917,Boer,Male,3/14/2023,27,35.36,67,Mild Illness,508,OWN014,FRM010,5/25/2024
GT1918,Oberhasli,Male,2/24/2016,112,38.59,65,Quarantine,1172,OWN022,FRM006,8/2/2018
GT1919,Boer,Female,10/7/2021,44,21.6,80,Mild Illness,511,OWN011,FRM014,4/8/2023
GT1920,Saanen,Female,9/18/2019,69,25.29,80,Quarantine,775,OWN045,FRM008,4/8/2020
GT1921,Saanen,Male,7/21/2016,108,74.1,51,Healthy,477,OWN025,FRM016,11/17/2019
GT1922,Alpine,Female,1/30/2023,28,26.08,46,Under Treatment,1103,OWN038,FRM019,12/12/2024
GT1923,Nubian,Female,8/9/2022,34,73.11,76,Under Treatment,895,OWN006,FRM012,10/4/2023
GT1924,Saanen,Male,1/2/2021,53,23.77,64,Quarantine,506,OWN008,FRM007,8/18/2023
GT1925,Toggenburg,Female,7/19/2022,35,34,50,Under Treatment,1434,OWN032,FRM001,2/2/2023
GT1926,LaMancha,Female,4/19/2019,74,79.46,68,Under Treatment,593,OWN033,FRM009,2/10/2022
GT1927,LaMancha,Male,3/14/2020,63,46.82,55,Healthy,689,OWN045,FRM010,4/19/2020
GT1928,Boer,Female,10/12/2015,117,79.75,66,Healthy,758,OWN048,FRM015,1/3/2024
GT1929,Toggenburg,Male,2/26/2024,15,36.64,47,Mild Illness,1478,OWN001,FRM019,9/15/2024
GT1930,Saanen,Female,12/12/2019,66,39.74,75,Quarantine,995,OWN003,FRM009,1/28/2023
GT1931,Toggenburg,Female,9/2/2016,106,36.82,77,Quarantine,1033,OWN046,FRM011,4/27/2022
GT1932,Nubian,Female,10/7/2017,93,61.74,80,Mild Illness,1201,OWN019,FRM009,8/14/2020
GT1933,Saanen,Female,8/25/2019,70,74.72,50,Under Treatment,1242,OWN008,FRM001,8/10/2022
GT1934,Oberhasli,Male,10/17/2019,68,67.4,51,Mild Illness,352,OWN012,FRM012,8/27/2020
GT1935,Saanen,Male,7/30/2022,34,52.17,60,Healthy,354,OWN001,FRM001,1/16/2024
GT1936,Toggenburg,Female,7/27/2017,95,71.56,84,Healthy,519,OWN038,FRM015,8/30/2018
GT1937,Toggenburg,Female,11/16/2019,67,66.1,51,Healthy,315,OWN046,FRM005,11/9/2023
GT1938,Nubian,Male,1/9/2017,102,27.06,50,Healthy,1086,OWN044,FRM008,3/13/2020
GT1939,Nubian,Male,3/6/2017,100,61.6,69,Under Treatment,1480,OWN034,FRM007,11/14/2017
GT1940,Alpine,Male,12/20/2021,42,61.04,76,Mild Illness,1160,OWN019,FRM019,6/8/2023
GT1941,Oberhasli,Male,10/23/2018,80,43.76,77,Healthy,362,OWN012,FRM007,4/16/2024
GT1942,Boer,Male,10/1/2016,105,72.08,81,Mild Illness,453,OWN045,FRM003,8/4/2017
GT1943,Nubian,Male,10/18/2020,56,70.16,59,Mild Illness,1008,OWN041,FRM019,1/2/2025
GT1944,Boer,Female,5/1/2024,13,47.93,63,Mild Illness,1073,OWN017,FRM012,6/26/2024
GT1945,Toggenburg,Male,11/24/2015,116,49.49,61,Under Treatment,530,OWN005,FRM002,8/21/2023
GT1946,Saanen,Female,12/10/2018,78,37.37,48,Quarantine,363,OWN044,FRM015,3/29/2019
GT1947,Saanen,Male,9/25/2016,105,35.7,68,Healthy,1365,OWN017,FRM011,10/15/2021
GT1948,Alpine,Female,2/2/2021,52,63.24,75,Under Treatment,1223,OWN020,FRM016,8/14/2023
GT1949,Boer,Male,6/18/2016,109,29.83,55,Healthy,922,OWN027,FRM015,7/5/2020
GT1950,Alpine,Female,10/25/2021,43,75.02,70,Quarantine,1151,OWN029,FRM005,8/15/2022
GT1951,Nubian,Female,7/12/2017,96,42.27,46,Mild Illness,848,OWN025,FRM005,2/5/2025
GT1952,Alpine,Female,3/12/2016,112,15.91,56,Mild Illness,1414,OWN012,FRM007,4/16/2025
GT1953,Saanen,Male,8/20/2022,33,40.43,54,Under Treatment,890,OWN013,FRM001,5/14/2024
GT1954,Alpine,Female,3/13/2020,63,25.29,80,Under Treatment,666,OWN013,FRM016,3/21/2024
GT1955,LaMancha,Female,2/11/2018,89,43.14,55,Quarantine,322,OWN023,FRM004,11/28/2024
GT1956,Saanen,Female,2/2/2016,113,60.89,83,Under Treatment,489,OWN016,FRM017,2/4/2023
GT1957,Alpine,Male,5/13/2020,61,42.06,45,Under Treatment,1493,OWN011,FRM011,1/17/2023
GT1958,Toggenburg,Female,4/6/2018,87,59.46,72,Healthy,1426,OWN009,FRM017,8/24/2019
GT1959,Boer,Female,12/5/2020,54,62.11,53,Under Treatment,1357,OWN031,FRM003,7/22/2023
GT1960,Saanen,Female,7/18/2020,59,39.05,60,Mild Illness,868,OWN045,FRM008,12/11/2022
GT1961,Oberhasli,Female,2/27/2020,64,56.2,75,Under Treatment,1336,OWN022,FRM019,5/27/2024
GT1962,Oberhasli,Female,2/23/2019,76,60.39,53,Under Treatment,1495,OWN037,FRM008,9/16/2024
GT1963,Toggenburg,Male,5/8/2021,49,67.87,60,Quarantine,1353,OWN031,FRM001,12/22/2022
GT1964,Boer,Male,4/11/2018,87,39.97,54,Under Treatment,366,OWN034,FRM016,1/22/2025
GT1965,Alpine,Female,6/6/2017,97,19.35,69,Mild Illness,765,OWN046,FRM005,6/9/2020
GT1966,Boer,Male,2/18/2017,100,45.79,59,Healthy,870,OWN023,FRM020,7/10/2018
GT1967,Alpine,Male,2/15/2017,101,65.94,65,Quarantine,843,OWN039,FRM018,11/28/2019
GT1968,Nubian,Male,12/21/2022,29,77.25,83,Healthy,805,OWN047,FRM002,10/31/2024
GT1969,Toggenburg,Male,3/11/2016,112,49.03,77,Under Treatment,708,OWN025,FRM014,3/16/2018
GT1970,Toggenburg,Male,12/7/2021,42,34.38,58,Mild Illness,806,OWN002,FRM001,8/31/2023
GT1971,Toggenburg,Female,2/1/2020,65,20.12,74,Mild Illness,1114,OWN041,FRM013,4/27/2022
GT1972,LaMancha,Male,12/5/2015,115,53.6,65,Healthy,760,OWN030,FRM009,2/2/2024
GT1973,Nubian,Female,6/12/2018,84,33.51,82,Mild Illness,861,OWN002,FRM004,10/12/2021
GT1974,Saanen,Female,3/21/2021,51,50.92,68,Mild Illness,845,OWN047,FRM013,8/5/2023
GT1975,LaMancha,Male,11/7/2018,80,55.88,65,Quarantine,564,OWN021,FRM020,8/11/2024
GT1976,Oberhasli,Male,8/23/2023,21,56.84,65,Healthy,1247,OWN004,FRM005,9/12/2023
GT1977,Alpine,Male,9/22/2016,105,75.25,53,Mild Illness,409,OWN034,FRM006,11/24/2016
GT1978,Toggenburg,Male,11/16/2021,43,20.97,68,Under Treatment,892,OWN006,FRM014,6/11/2024
GT1979,Boer,Male,7/13/2023,23,47.01,79,Healthy,1274,OWN027,FRM013,7/13/2024
GT1980,Toggenburg,Male,9/5/2020,57,50.63,50,Mild Illness,1118,OWN011,FRM004,3/18/2025
GT1981,Oberhasli,Female,1/31/2017,101,29.78,48,Healthy,307,OWN042,FRM008,3/19/2021
GT1982,Alpine,Male,1/15/2022,41,17.74,59,Mild Illness,481,OWN033,FRM011,6/1/2025
GT1983,Boer,Female,1/19/2016,114,64.14,70,Healthy,1244,OWN049,FRM010,9/15/2019
GT1984,Alpine,Male,5/16/2017,98,58.53,71,Healthy,282,OWN013,FRM019,1/25/2018
GT1985,Saanen,Male,1/30/2024,16,29.92,76,Healthy,915,OWN045,FRM003,1/11/2025
GT1986,LaMancha,Female,10/14/2017,93,48.09,55,Quarantine,635,OWN010,FRM018,12/26/2022
GT1987,Saanen,Female,11/20/2020,55,32.27,68,Quarantine,527,OWN013,FRM020,3/28/2022
GT1988,Boer,Female,6/26/2016,108,27.73,61,Quarantine,444,OWN042,FRM010,5/20/2024
GT1989,Alpine,Male,9/23/2022,32,43.96,77,Quarantine,619,OWN012,FRM004,4/7/2023
GT1990,Saanen,Female,10/17/2017,92,67.3,58,Mild Illness,1367,OWN048,FRM010,5/28/2025
GT1991,Oberhasli,Male,3/4/2018,88,72.63,64,Under Treatment,1149,OWN004,FRM008,7/17/2020
GT1992,LaMancha,Female,9/24/2021,44,29.09,46,Under Treatment,225,OWN014,FRM006,9/26/2024
GT1993,Oberhasli,Female,1/30/2016,113,28.41,69,Under Treatment,1137,OWN026,FRM020,5/25/2017
GT1994,Oberhasli,Male,9/29/2020,56,74.85,75,Under Treatment,708,OWN005,FRM020,8/12/2023
GT1995,Saanen,Male,12/10/2022,30,70.42,84,Healthy,222,OWN018,FRM001,6/23/2024
GT1996,Boer,Female,1/31/2023,28,39.79,81,Mild Illness,399,OWN004,FRM012,6/10/2023
GT1997,Nubian,Male,11/23/2020,55,78.11,68,Healthy,773,OWN027,FRM001,5/18/2021
GT1998,Boer,Male,10/13/2022,32,73.4,64,Mild Illness,738,OWN030,FRM007,2/7/2023
GT1999,Saanen,Male,6/8/2015,121,72.22,75,Mild Illness,229,OWN008,FRM003,9/12/2019
GT2000,Toggenburg,Male,11/18/2016,104,44.59,82,Under Treatment,753,OWN002,FRM019,11/19/2024
GT2001,Alpine,Male,3/19/2019,75,62.54,54,Mild Illness,333,OWN026,FRM013,8/12/2024
GT2002,Saanen,Male,9/11/2016,106,47.33,74,Quarantine,558,OWN001,FRM019,1/27/2023
GT2003,Saanen,Male,2/21/2022,39,77.36,62,Under Treatment,1181,OWN013,FRM009,3/4/2024
GT2004,Saanen,Female,2/1/2024,16,77.61,57,Mild Illness,1117,OWN001,FRM002,5/1/2025
GT2005,Oberhasli,Female,1/25/2023,28,51.33,76,Mild Illness,296,OWN019,FRM012,6/22/2023
GT2006,Saanen,Female,5/28/2023,24,44.66,75,Mild Illness,964,OWN043,FRM012,1/20/2025
GT2007,Toggenburg,Male,10/27/2019,68,35.85,85,Under Treatment,1033,OWN012,FRM019,3/28/2023
GT2008,Alpine,Female,6/2/2023,24,45.39,67,Under Treatment,502,OWN044,FRM016,7/27/2024
GT2009,Toggenburg,Female,5/8/2016,110,38.42,72,Healthy,1433,OWN017,FRM005,7/27/2024
GT2010,Boer,Female,1/23/2018,89,56.96,73,Mild Illness,287,OWN022,FRM017,8/31/2018
GT2011,Oberhasli,Male,6/15/2021,48,53.92,79,Mild Illness,1374,OWN009,FRM007,4/19/2025
GT2012,Oberhasli,Female,4/24/2019,74,20.31,71,Healthy,1226,OWN035,FRM002,11/1/2019
GT2013,LaMancha,Male,5/24/2022,36,52.41,61,Mild Illness,664,OWN044,FRM011,11/9/2023
GT2014,Alpine,Male,9/12/2020,57,36.16,68,Quarantine,1271,OWN043,FRM013,5/28/2024
GT2015,Nubian,Female,12/8/2023,18,63.74,51,Mild Illness,1129,OWN010,FRM007,4/16/2025
GT2016,Toggenburg,Male,10/12/2018,80,73.06,77,Healthy,1214,OWN010,FRM003,11/17/2020
GT2017,Toggenburg,Female,8/29/2019,70,30.72,70,Under Treatment,628,OWN035,FRM004,4/4/2020
GT2018,Oberhasli,Male,8/10/2015,119,16.53,46,Under Treatment,447,OWN014,FRM006,3/30/2020
GT2019,Oberhasli,Male,9/19/2019,69,19.36,73,Healthy,1064,OWN023,FRM013,9/22/2019
GT2020,Saanen,Female,2/8/2020,64,37.31,68,Mild Illness,822,OWN028,FRM020,3/14/2023
GT2021,LaMancha,Female,7/3/2017,96,56.29,82,Healthy,1206,OWN003,FRM016,3/28/2021
GT2022,Boer,Female,6/18/2022,36,17.02,75,Quarantine,1303,OWN050,FRM004,2/27/2025
GT2023,Alpine,Female,2/20/2018,88,76.69,76,Healthy,978,OWN003,FRM016,6/26/2021
GT2024,Oberhasli,Male,6/20/2019,72,45.87,79,Healthy,369,OWN016,FRM004,7/30/2019
GT2025,Alpine,Female,7/21/2015,120,63.69,60,Quarantine,270,OWN021,FRM010,4/30/2024
GT2026,LaMancha,Female,12/13/2020,54,29.08,71,Healthy,221,OWN044,FRM005,8/15/2022
GT2027,LaMancha,Male,11/17/2018,79,75.81,73,Healthy,1228,OWN012,FRM015,12/6/2023
GT2028,Boer,Female,12/17/2016,103,67.08,79,Healthy,718,OWN038,FRM004,11/2/2022
GT2029,Toggenburg,Female,5/19/2019,73,26.3,73,Under Treatment,533,OWN003,FRM010,1/21/2024
GT2030,LaMancha,Female,12/9/2021,42,42.74,54,Healthy,607,OWN031,FRM016,12/23/2023
GT2031,Nubian,Male,2/28/2023,27,40.17,56,Quarantine,289,OWN020,FRM006,12/26/2023
GT2032,Nubian,Female,5/13/2019,73,71.26,82,Quarantine,668,OWN046,FRM015,4/1/2024
GT2033,Oberhasli,Male,11/27/2022,30,21.6,53,Mild Illness,1439,OWN037,FRM001,7/31/2024
GT2034,Alpine,Female,8/27/2016,106,38.83,72,Healthy,1275,OWN045,FRM012,8/26/2017
GT2035,Toggenburg,Male,2/8/2023,28,42.21,47,Under Treatment,1093,OWN036,FRM014,3/29/2024
GT2036,Saanen,Male,2/10/2017,101,20.67,67,Quarantine,1021,OWN033,FRM008,5/5/2022
GT2037,Nubian,Male,6/8/2016,109,16.57,50,Mild Illness,602,OWN029,FRM018,12/2/2018
GT2038,Boer,Female,11/12/2016,104,46.06,56,Quarantine,437,OWN036,FRM002,2/26/2023
GT2039,Nubian,Male,10/11/2021,44,24.58,53,Quarantine,222,OWN024,FRM002,9/5/2024
GT2040,LaMancha,Male,2/20/2018,88,22.33,62,Healthy,821,OWN009,FRM011,5/5/2024
GT2041,Nubian,Female,5/27/2021,48,67.08,57,Quarantine,1179,OWN031,FRM007,3/3/2024
GT2042,Saanen,Male,2/15/2018,88,40.21,85,Healthy,499,OWN043,FRM005,1/10/2023
GT2043,Oberhasli,Male,2/14/2016,113,70.98,49,Quarantine,1251,OWN005,FRM019,7/26/2021
GT2044,Nubian,Male,8/9/2015,119,55.75,71,Under Treatment,661,OWN017,FRM014,12/28/2016
GT2045,Saanen,Female,11/4/2019,67,17.79,65,Quarantine,256,OWN013,FRM012,4/5/2025
GT2046,Alpine,Female,1/2/2019,78,54.42,59,Mild Illness,1181,OWN040,FRM017,6/22/2021
GT2047,Alpine,Male,3/27/2022,38,30.69,78,Under Treatment,1218,OWN050,FRM003,6/11/2023
GT2048,Alpine,Male,7/2/2015,120,42.13,80,Healthy,498,OWN050,FRM002,12/8/2021
GT2049,Boer,Female,6/29/2022,35,40.56,74,Under Treatment,821,OWN035,FRM020,4/19/2025
GT2050,Boer,Female,5/14/2020,61,70.6,75,Quarantine,990,OWN049,FRM019,8/25/2024
GT2051,Toggenburg,Male,12/21/2022,29,45.51,50,Quarantine,901,OWN035,FRM017,11/11/2023
GT2052,LaMancha,Male,9/7/2017,94,31.35,62,Under Treatment,791,OWN039,FRM017,10/11/2017
GT2053,Nubian,Female,9/22/2016,105,75.24,65,Mild Illness,1359,OWN013,FRM012,10/30/2021
GT2054,Boer,Male,8/9/2021,46,68.67,78,Quarantine,770,OWN017,FRM020,5/23/2022
GT2055,Alpine,Male,12/12/2016,103,64.94,53,Under Treatment,589,OWN044,FRM012,12/1/2021
GT2056,Toggenburg,Female,5/28/2020,61,28.29,74,Mild Illness,440,OWN047,FRM010,4/8/2021
GT2057,Toggenburg,Male,4/17/2016,111,28.37,85,Under Treatment,574,OWN042,FRM016,2/7/2020
GT2058,Boer,Male,10/12/2018,80,40.46,62,Quarantine,1300,OWN022,FRM005,2/18/2024
GT2059,Boer,Male,2/15/2018,88,31.41,69,Quarantine,206,OWN005,FRM007,8/26/2024
GT2060,Oberhasli,Female,5/24/2017,97,75.31,74,Under Treatment,1246,OWN037,FRM014,7/29/2017
GT2061,Nubian,Female,12/2/2021,42,18.31,72,Quarantine,1419,OWN007,FRM016,6/12/2022
GT2062,Alpine,Female,4/21/2021,50,35.35,53,Mild Illness,451,OWN024,FRM002,12/14/2022
GT2063,Saanen,Male,5/7/2018,86,33.03,80,Under Treatment,460,OWN007,FRM014,8/8/2024
GT2064,Nubian,Male,7/16/2017,96,72.94,81,Healthy,220,OWN008,FRM011,9/22/2017
GT2065,LaMancha,Female,8/9/2017,95,33.47,60,Mild Illness,651,OWN040,FRM020,8/23/2017
GT2066,LaMancha,Female,4/2/2016,111,75.31,67,Mild Illness,510,OWN002,FRM018,1/22/2021
GT2067,LaMancha,Female,1/18/2024,16,64.55,55,Quarantine,616,OWN035,FRM020,6/12/2024
GT2068,Saanen,Male,2/23/2024,15,20.93,84,Under Treatment,1195,OWN008,FRM004,2/23/2024
GT2069,Nubian,Female,2/2/2023,28,29.36,74,Mild Illness,555,OWN015,FRM009,3/25/2023
GT2070,Saanen,Male,2/18/2022,40,30.52,64,Quarantine,1387,OWN039,FRM013,3/1/2022
GT2071,Alpine,Male,12/29/2017,90,30.09,50,Quarantine,1109,OWN029,FRM005,5/9/2024
GT2072,Toggenburg,Female,7/25/2020,59,70.29,69,Healthy,1308,OWN049,FRM009,12/14/2024
GT2073,Nubian,Female,7/19/2019,71,43.38,78,Under Treatment,859,OWN002,FRM016,7/26/2020
GT2074,LaMancha,Female,8/19/2023,21,69.48,83,Mild Illness,963,OWN010,FRM003,8/18/2024
GT2075,LaMancha,Female,2/7/2018,89,25.94,70,Mild Illness,646,OWN021,FRM012,9/30/2019
GT2076,Alpine,Female,7/21/2020,59,31.17,63,Mild Illness,977,OWN039,FRM016,4/4/2021
GT2077,Saanen,Male,9/12/2023,21,56.96,49,Quarantine,244,OWN025,FRM019,4/25/2024
GT2078,Boer,Female,12/22/2022,29,39.76,76,Quarantine,1112,OWN028,FRM003,3/17/2024
GT2079,Alpine,Female,9/21/2021,45,37.63,62,Under Treatment,732,OWN031,FRM006,3/6/2022
GT2080,Nubian,Male,4/10/2018,87,70.49,78,Mild Illness,274,OWN025,FRM012,11/3/2020
GT2081,Saanen,Male,8/22/2015,119,20.85,55,Healthy,1460,OWN045,FRM018,7/26/2018
GT2082,Saanen,Female,3/30/2017,99,20.15,61,Quarantine,505,OWN019,FRM005,4/14/2022
GT2083,Oberhasli,Female,9/6/2017,94,33.1,56,Mild Illness,1038,OWN020,FRM006,8/11/2019
GT2084,LaMancha,Male,11/12/2020,55,30.07,50,Healthy,1372,OWN042,FRM006,11/22/2024
GT2085,Boer,Female,11/28/2015,115,76.23,55,Mild Illness,235,OWN013,FRM020,1/30/2023
GT2086,Toggenburg,Male,3/18/2021,51,19.38,51,Under Treatment,566,OWN035,FRM004,6/20/2024
GT2087,Oberhasli,Female,1/11/2022,41,50.97,68,Mild Illness,512,OWN035,FRM006,10/21/2022
GT2088,Nubian,Male,7/9/2023,23,36.16,55,Under Treatment,1251,OWN002,FRM017,11/30/2023
GT2089,LaMancha,Male,11/16/2023,18,40.6,55,Healthy,1160,OWN010,FRM005,11/21/2024
GT2090,Nubian,Female,8/8/2015,119,52.3,62,Quarantine,703,OWN030,FRM006,5/19/2021
GT2091,Toggenburg,Male,2/7/2020,64,61.37,55,Healthy,337,OWN025,FRM005,10/18/2023
GT2092,Saanen,Female,10/11/2022,32,44.95,76,Quarantine,1327,OWN035,FRM013,1/25/2023
GT2093,LaMancha,Female,1/18/2019,77,77.54,78,Under Treatment,1440,OWN037,FRM013,3/11/2022
GT2094,Oberhasli,Female,5/8/2021,49,49.03,71,Mild Illness,1230,OWN032,FRM005,11/29/2023
GT2095,Oberhasli,Male,5/30/2023,24,28.45,83,Under Treatment,811,OWN008,FRM020,3/7/2025
GT2096,Alpine,Female,7/11/2018,84,39.44,68,Healthy,844,OWN032,FRM007,11/5/2022
GT2097,Oberhasli,Male,3/22/2017,99,29.01,85,Mild Illness,1121,OWN038,FRM005,8/24/2022
GT2098,Toggenburg,Female,8/9/2016,107,40.76,54,Healthy,665,OWN029,FRM009,9/23/2022
GT2099,Alpine,Female,10/21/2017,92,45.31,74,Under Treatment,619,OWN030,FRM005,11/18/2019
GT2100,Alpine,Male,5/15/2023,25,30.95,54,Healthy,805,OWN024,FRM002,3/27/2025
GT2101,Boer,Female,11/16/2020,55,74.11,72,Healthy,1425,OWN019,FRM012,11/23/2022
GT2102,Oberhasli,Female,10/20/2021,44,17.63,75,Healthy,921,OWN022,FRM007,10/16/2024
GT2103,Boer,Male,8/19/2018,82,15.72,51,Mild Illness,1350,OWN018,FRM002,12/15/2023
GT2104,Saanen,Male,5/10/2024,13,55.99,68,Healthy,1118,OWN026,FRM011,5/24/2025
GT2105,Oberhasli,Female,6/29/2018,84,37.55,65,Under Treatment,953,OWN004,FRM017,7/12/2022
GT2106,LaMancha,Male,12/31/2020,53,72.43,76,Quarantine,1252,OWN003,FRM018,2/18/2024
GT2107,Toggenburg,Male,1/29/2022,40,79.91,54,Quarantine,876,OWN043,FRM015,4/5/2022
GT2108,Toggenburg,Female,10/8/2019,68,24.36,57,Healthy,1463,OWN025,FRM009,4/16/2025
GT2109,Alpine,Male,12/10/2023,18,17.72,64,Healthy,472,OWN013,FRM014,1/24/2025
GT2110,LaMancha,Male,1/23/2024,16,42.14,54,Quarantine,1320,OWN037,FRM009,3/15/2025
GT2111,Nubian,Male,1/14/2016,114,79.42,55,Healthy,743,OWN047,FRM016,4/21/2017
GT2112,Oberhasli,Male,11/15/2015,116,29.24,55,Quarantine,433,OWN006,FRM015,6/26/2019
GT2113,Oberhasli,Female,1/1/2016,114,55.09,68,Quarantine,728,OWN037,FRM018,7/11/2018
GT2114,LaMancha,Female,10/15/2017,92,56.05,65,Mild Illness,1407,OWN034,FRM009,4/8/2019
GT2115,Oberhasli,Male,7/4/2015,120,29.7,46,Quarantine,1189,OWN018,FRM011,1/5/2020
GT2116,LaMancha,Female,9/26/2022,32,47.43,70,Healthy,1411,OWN020,FRM009,5/11/2025
GT2117,Saanen,Male,2/24/2021,52,51.08,59,Mild Illness,1150,OWN010,FRM004,12/1/2022
GT2118,Toggenburg,Female,7/27/2016,107,41.82,70,Quarantine,1360,OWN022,FRM010,4/27/2023
GT2119,Saanen,Male,3/17/2018,87,25.56,75,Healthy,842,OWN004,FRM014,7/2/2021
GT2120,Alpine,Female,12/14/2022,30,25.01,75,Healthy,883,OWN024,FRM004,6/13/2023
GT2121,Boer,Male,9/25/2021,44,46.62,76,Quarantine,1405,OWN014,FRM013,3/11/2024
GT2122,Alpine,Male,2/27/2017,100,33.62,84,Mild Illness,888,OWN011,FRM020,2/5/2023
GT2123,Boer,Female,5/22/2016,110,70.46,51,Healthy,368,OWN048,FRM001,12/17/2020
GT2124,Nubian,Female,5/24/2019,73,47.02,50,Mild Illness,305,OWN001,FRM016,10/6/2022
GT2125,Nubian,Male,1/10/2024,17,23.68,68,Under Treatment,1371,OWN006,FRM002,8/10/2024
GT2126,Nubian,Female,8/1/2023,22,36.46,47,Healthy,280,OWN040,FRM001,4/9/2025
GT2127,Oberhasli,Male,4/19/2019,74,66.32,70,Quarantine,420,OWN018,FRM019,1/21/2022
GT2128,Boer,Male,1/19/2019,77,69.07,63,Mild Illness,333,OWN030,FRM020,11/18/2020
GT2129,Oberhasli,Female,4/28/2021,49,25.23,77,Healthy,1216,OWN039,FRM008,5/21/2021
