goat_id,production_date,morning_production_liters,evening_production_liters,milk_quality_grade,fat_content_percent,price_per_liter,total_production_liters
GT2524,2025-05-20,1.32,2.23,C,3.4,5.98,3.55
GT2524,2025-05-19,1.49,2.33,A,4.22,4.16,3.8200000000000003
GT2524,2025-05-18,2.83,1.3,A,3.07,3.41,4.13
GT2524,2025-05-17,2.47,2.35,B,4.54,4.67,4.82
GT2524,2025-05-16,1.0,2.27,A,4.78,4.2,3.27
GT2524,2025-05-15,2.41,0.69,A,4.96,4.6,3.1
GT2524,2025-05-14,0.58,1.86,A,3.92,4.85,2.44
GT2524,2025-05-13,1.9,0.49,A,3.31,3.5,2.3899999999999997
GT2524,2025-05-12,2.33,2.13,B,3.65,4.19,4.46
GT2524,2025-05-11,0.65,1.82,C,4.49,4.0,2.47
GT2524,2025-05-10,2.52,1.5,C,5.22,5.4,4.02
GT2524,2025-05-09,1.06,1.28,C,5.02,5.36,2.34
GT2524,2025-05-08,1.82,1.3,C,3.28,5.07,3.12
GT2524,2025-05-07,1.2,1.09,B,3.0,4.06,2.29
GT2524,2025-05-06,2.66,2.01,A,3.76,3.68,4.67
GT9877,2025-06-04,1.25,1.09,A,3.6,5.57,2.34
GT9877,2025-06-03,2.89,0.99,B,4.05,4.11,3.88
GT9877,2025-06-02,1.64,2.2,B,4.99,3.56,3.84
GT9877,2025-06-01,2.63,1.98,A,3.99,4.08,4.609999999999999
GT9877,2025-05-31,1.33,2.17,A,4.65,3.99,3.5
GT9877,2025-05-30,2.15,1.42,A,4.41,4.32,3.57
GT9877,2025-05-29,2.49,2.1,A,3.02,4.06,4.59
GT9877,2025-05-28,1.97,1.92,C,3.5,3.24,3.8899999999999997
GT9877,2025-05-27,2.0,2.15,B,4.67,3.86,4.15
GT9877,2025-05-26,1.17,0.59,A,4.18,3.97,1.7599999999999998
GT9877,2025-05-25,0.83,2.23,B,4.84,4.78,3.06
GT9877,2025-05-24,1.77,2.28,C,3.67,5.7,4.05
GT9877,2025-05-23,2.45,0.86,C,3.88,4.2,3.31
GT9877,2025-05-22,1.66,1.43,A,3.64,5.89,3.09
GT9877,2025-05-21,2.59,0.89,C,4.46,5.75,3.48
GT9877,2025-05-20,2.11,2.06,C,3.38,4.64,4.17
GT9877,2025-05-19,1.36,1.95,C,5.32,5.49,3.31
GT9877,2025-05-18,0.8,0.39,A,5.4,4.99,1.19
GT9877,2025-05-17,2.52,0.79,B,3.96,5.55,3.31
GT9877,2025-05-16,2.18,1.51,C,4.33,5.6,3.6900000000000004
GT9877,2025-05-15,2.92,0.4,B,5.15,3.22,3.32
GT9877,2025-05-14,2.5,2.25,B,5.05,4.53,4.75
GT9877,2025-05-13,0.84,0.54,C,3.71,5.05,1.38
GT9877,2025-05-12,1.43,2.13,A,3.88,4.19,3.5599999999999996
GT9877,2025-05-11,2.02,0.68,C,3.52,3.01,2.7
GT9877,2025-05-10,1.41,0.78,A,3.86,5.87,2.19
GT9877,2025-05-09,1.09,1.39,C,4.23,3.55,2.48
GT9877,2025-05-08,2.19,0.96,B,3.99,3.5,3.15
GT9877,2025-05-07,0.6,1.43,A,5.35,4.55,2.03
GT9877,2025-05-06,2.83,1.55,B,3.12,3.27,4.38
GT6170,2025-06-04,0.97,1.61,B,4.5,4.39,2.58
GT6170,2025-06-03,0.82,0.78,B,4.9,4.74,1.6
GT6170,2025-06-02,1.42,0.76,B,4.51,5.24,2.1799999999999997
GT6170,2025-06-01,1.65,1.32,B,4.62,5.18,2.9699999999999998
GT6170,2025-05-31,0.59,0.78,C,3.01,3.91,1.37
GT6170,2025-05-30,0.58,0.49,B,4.69,3.4,1.0699999999999998
GT6170,2025-05-29,2.92,1.16,A,3.95,3.14,4.08
GT6170,2025-05-28,2.35,0.76,B,5.36,4.27,3.1100000000000003
GT6170,2025-05-27,2.8,1.36,B,5.11,5.3,4.16
GT6170,2025-05-26,1.6,2.42,A,3.62,3.12,4.02
GT6170,2025-05-25,2.26,0.56,A,5.2,3.52,2.82
GT6170,2025-05-24,2.3,1.26,A,3.51,4.22,3.5599999999999996
GT6170,2025-05-23,1.64,1.58,A,4.59,4.96,3.2199999999999998
GT6170,2025-05-22,2.93,2.2,C,5.43,4.07,5.130000000000001
GT6170,2025-05-21,2.74,1.05,C,4.76,5.37,3.79
GT6170,2025-05-20,0.83,1.42,C,5.29,3.98,2.25
GT6170,2025-05-19,1.34,2.27,B,3.62,5.57,3.6100000000000003
GT6170,2025-05-18,2.27,2.09,C,4.03,4.57,4.359999999999999
GT6170,2025-05-17,1.06,0.95,A,3.06,4.9,2.01
GT6170,2025-05-16,1.0,0.97,C,3.68,5.9,1.97
GT6170,2025-05-15,2.42,1.95,C,3.23,4.47,4.37
GT6170,2025-05-14,2.71,2.16,C,3.48,4.17,4.87
GT6170,2025-05-13,2.71,2.32,C,5.38,4.08,5.029999999999999
GT6170,2025-05-12,0.84,2.06,C,3.36,4.56,2.9
GT6170,2025-05-11,2.48,0.56,A,4.3,4.29,3.04
GT6170,2025-05-10,0.79,1.47,C,3.53,5.34,2.26
GT6170,2025-05-09,1.92,1.75,C,5.26,5.93,3.67
GT6170,2025-05-08,2.59,1.84,B,4.38,3.99,4.43
GT6170,2025-05-07,1.81,1.98,A,3.82,4.36,3.79
GT6170,2025-05-06,1.71,0.38,B,3.22,4.86,2.09
GT7204,2025-06-04,1.32,1.39,A,3.29,4.18,2.71
GT7204,2025-06-03,0.92,1.89,C,5.28,4.23,2.81
GT7204,2025-06-02,2.85,1.78,C,3.52,3.74,4.63
GT7204,2025-06-01,0.81,2.23,B,4.28,5.83,3.04
GT7204,2025-05-31,0.64,1.74,C,4.31,4.68,2.38
GT7204,2025-05-30,2.12,2.15,A,4.81,5.76,4.27
GT7204,2025-05-29,0.86,0.82,C,3.4,3.88,1.68
GT7204,2025-05-28,2.75,1.93,C,3.93,5.28,4.68
GT7204,2025-05-27,0.99,0.86,B,5.09,4.3,1.85
GT7204,2025-05-26,0.67,0.96,A,4.87,4.5,1.63
GT7204,2025-05-25,2.25,2.09,C,4.82,5.01,4.34
GT7204,2025-05-24,0.98,0.45,B,3.18,3.77,1.43
GT7204,2025-05-23,1.11,1.82,A,4.12,5.5,2.93
GT7204,2025-05-22,2.94,2.22,B,4.27,5.57,5.16
GT7204,2025-05-21,1.03,0.92,C,5.35,5.56,1.9500000000000002
GT7204,2025-05-20,1.71,2.05,B,3.46,3.72,3.76
GT7204,2025-05-19,2.88,2.46,B,3.78,3.06,5.34
GT7204,2025-05-18,2.62,2.46,A,4.52,3.81,5.08
GT7204,2025-05-17,1.58,1.39,B,5.39,4.62,2.9699999999999998
GT7204,2025-05-16,1.55,0.47,B,3.06,5.82,2.02
GT7204,2025-05-15,0.95,1.43,C,4.12,4.63,2.38
GT7204,2025-05-14,2.49,1.9,B,3.36,5.49,4.390000000000001
GT7204,2025-05-13,2.07,1.79,C,4.28,3.32,3.86
GT7204,2025-05-12,0.79,1.7,B,4.55,3.15,2.49
GT7204,2025-05-11,2.11,2.3,A,4.81,5.37,4.41
GT7204,2025-05-10,1.62,0.5,C,3.29,4.9,2.12
GT7204,2025-05-09,2.33,1.27,A,5.21,5.67,3.6
GT7204,2025-05-08,0.79,2.49,C,4.74,3.57,3.2800000000000002
GT7204,2025-05-07,0.71,1.83,A,4.43,4.79,2.54
GT7204,2025-05-06,1.89,1.73,A,5.15,5.88,3.62
GT4787,2025-06-04,1.3,1.36,A,3.46,3.19,2.66
GT4787,2025-06-03,3.0,2.47,B,4.12,4.46,5.470000000000001
GT4787,2025-06-02,1.09,0.31,C,4.55,4.65,1.4000000000000001
GT4787,2025-06-01,1.72,1.71,C,3.18,5.93,3.4299999999999997
GT4787,2025-05-31,2.32,0.78,A,3.96,5.69,3.0999999999999996
GT4787,2025-05-30,2.08,1.5,C,3.14,4.27,3.58
GT4787,2025-05-29,0.6,2.28,C,4.49,3.74,2.88
GT4787,2025-05-28,2.42,1.76,C,5.01,4.66,4.18
GT4787,2025-05-27,1.57,0.73,B,5.05,4.32,2.3
GT4787,2025-05-26,1.85,1.48,C,3.27,5.13,3.33
GT4787,2025-05-25,2.0,2.05,C,3.39,3.6,4.05
GT4787,2025-05-24,1.95,1.83,A,4.07,3.63,3.7800000000000002
GT4787,2025-05-23,0.97,1.62,C,5.24,5.05,2.59
GT4787,2025-05-22,2.84,1.81,A,3.57,3.29,4.65
GT4787,2025-05-21,1.56,0.38,A,3.62,4.69,1.94
GT4787,2025-05-20,2.19,2.49,A,4.92,5.93,4.68
GT4787,2025-05-19,2.18,1.4,A,5.03,5.47,3.58
GT4787,2025-05-18,1.55,1.86,B,3.5,3.3,3.41
GT4787,2025-05-17,1.01,0.47,B,4.19,4.02,1.48
GT4787,2025-05-16,2.36,0.31,A,3.64,5.55,2.67
GT4787,2025-05-15,2.57,1.84,A,5.1,4.69,4.41
GT4787,2025-05-14,2.23,0.79,B,4.91,5.09,3.02
GT4787,2025-05-13,0.91,0.68,A,4.1,4.89,1.59
GT4787,2025-05-12,0.6,1.56,C,4.98,3.42,2.16
GT4787,2025-05-11,2.55,2.16,C,4.25,5.05,4.71
GT4787,2025-05-10,2.17,2.39,B,3.46,3.44,4.5600000000000005
GT4787,2025-05-09,1.68,0.39,A,5.37,5.53,2.07
GT4787,2025-05-08,1.41,0.38,A,4.7,3.6,1.79
GT4787,2025-05-07,1.73,1.73,A,3.08,5.1,3.46
GT4787,2025-05-06,0.76,1.26,B,4.66,5.41,2.02
GT7019,2025-06-04,2.53,2.43,C,5.33,5.12,4.96
GT7019,2025-06-03,0.51,1.15,C,3.41,5.72,1.66
GT7019,2025-06-02,2.75,1.14,A,4.76,4.26,3.8899999999999997
GT7019,2025-06-01,0.8,1.97,A,4.41,4.9,2.77
GT7019,2025-05-31,2.03,0.89,A,3.53,5.91,2.92
GT7019,2025-05-30,1.68,0.94,B,3.53,3.19,2.62
GT7019,2025-05-29,1.7,0.46,C,5.41,4.61,2.16
GT7019,2025-05-28,2.8,2.29,B,5.38,3.34,5.09
GT7019,2025-05-27,2.75,0.83,C,3.34,4.25,3.58
GT7019,2025-05-26,1.81,0.57,C,4.3,5.2,2.38
GT7019,2025-05-25,2.64,1.9,C,3.84,4.14,4.54
GT7019,2025-05-24,2.04,2.47,C,5.1,5.28,4.51
GT7019,2025-05-23,2.17,1.11,A,4.76,3.4,3.2800000000000002
GT7019,2025-05-22,0.68,0.47,B,4.9,4.51,1.15
GT7019,2025-05-21,0.96,0.82,B,4.97,4.45,1.7799999999999998
GT7019,2025-05-20,1.17,1.68,C,3.66,5.63,2.8499999999999996
GT7019,2025-05-19,1.09,1.94,B,4.16,5.71,3.0300000000000002
GT7019,2025-05-18,1.02,0.93,A,4.05,3.62,1.9500000000000002
GT7019,2025-05-17,1.9,2.18,C,5.02,4.18,4.08
GT7019,2025-05-16,1.22,1.62,A,4.23,4.75,2.84
GT7019,2025-05-15,0.78,1.7,A,3.43,5.06,2.48
GT7019,2025-05-14,2.97,0.79,A,3.28,3.74,3.7600000000000002
GT7019,2025-05-13,1.63,1.89,A,4.93,3.27,3.5199999999999996
GT7019,2025-05-12,0.69,0.78,B,4.7,3.35,1.47
GT7019,2025-05-11,2.81,2.43,A,4.8,5.4,5.24
GT7019,2025-05-10,0.98,2.24,C,3.6,4.04,3.22
GT7019,2025-05-09,0.63,0.47,C,5.09,3.46,1.1
GT7019,2025-05-08,1.63,1.37,B,4.68,4.5,3.0
GT7019,2025-05-07,1.33,2.09,A,4.18,4.4,3.42
GT7019,2025-05-06,2.27,1.24,A,3.57,5.67,3.51
GT9497,2025-06-04,2.31,0.9,A,3.2,4.88,3.21
GT9497,2025-06-03,1.99,2.42,B,4.97,3.81,4.41
GT9497,2025-06-02,1.67,2.04,A,3.44,5.72,3.71
GT9497,2025-06-01,1.53,0.34,A,5.38,5.14,1.87
GT9497,2025-05-31,0.77,2.44,A,3.84,4.93,3.21
GT9497,2025-05-30,2.08,0.5,A,3.65,5.89,2.58
GT9497,2025-05-29,2.8,1.88,C,5.28,4.06,4.68
GT9497,2025-05-28,2.19,0.98,C,4.42,3.13,3.17
GT9497,2025-05-27,2.55,0.51,B,4.67,5.76,3.0599999999999996
GT9497,2025-05-26,1.1,0.73,C,5.0,4.18,1.83
GT9497,2025-05-25,0.78,0.8,B,5.37,4.0,1.58
GT9497,2025-05-24,1.01,1.39,A,4.41,5.47,2.4
GT9497,2025-05-23,0.66,2.5,C,5.25,5.39,3.16
GT9497,2025-05-22,1.04,0.72,B,4.36,4.93,1.76
GT9497,2025-05-21,0.55,2.36,A,5.13,3.0,2.91
GT9497,2025-05-20,2.99,1.48,A,4.28,3.78,4.470000000000001
GT9497,2025-05-19,2.08,1.65,A,4.24,3.43,3.73
GT9497,2025-05-18,0.83,1.46,C,4.75,4.65,2.29
GT9497,2025-05-17,1.75,1.99,B,5.07,4.81,3.74
GT9497,2025-05-16,2.81,2.21,C,5.19,3.8,5.02
GT9497,2025-05-15,0.95,1.17,A,4.59,4.09,2.12
GT9497,2025-05-14,1.41,1.62,C,3.51,4.12,3.0300000000000002
GT9497,2025-05-13,1.44,1.8,A,3.65,5.76,3.24
GT9497,2025-05-12,1.65,1.97,C,4.25,5.14,3.62
GT9497,2025-05-11,0.64,0.87,A,5.5,4.86,1.51
GT9497,2025-05-10,2.42,1.54,B,4.28,3.28,3.96
GT9497,2025-05-09,2.25,0.35,A,3.16,5.09,2.6
GT9497,2025-05-08,2.54,2.47,A,3.48,5.05,5.01
GT9497,2025-05-07,2.37,2.06,A,5.28,3.78,4.43
GT9497,2025-05-06,2.58,0.86,B,5.4,3.66,3.44
GT4910,2025-06-04,2.03,1.71,C,3.18,4.19,3.7399999999999998
GT4910,2025-06-03,1.03,1.32,C,3.52,5.07,2.35
GT4910,2025-06-02,0.54,2.38,C,3.31,5.07,2.92
GT4910,2025-06-01,2.45,2.26,A,4.18,5.75,4.71
GT4910,2025-05-31,2.5,1.85,A,3.77,4.83,4.35
GT4910,2025-05-30,0.83,1.86,C,3.81,5.98,2.69
GT4910,2025-05-29,1.27,1.66,A,3.74,4.68,2.9299999999999997
GT4910,2025-05-28,0.61,1.78,B,5.05,3.83,2.39
GT4910,2025-05-27,1.12,1.72,C,3.03,5.88,2.84
GT4910,2025-05-26,1.76,0.73,B,4.37,3.47,2.49
GT4910,2025-05-25,1.94,1.49,A,3.05,3.68,3.4299999999999997
GT4910,2025-05-24,1.06,1.76,C,4.99,3.72,2.8200000000000003
GT4910,2025-05-23,2.42,1.75,B,3.31,3.6,4.17
GT4910,2025-05-22,1.72,0.39,A,4.74,3.7,2.11
GT4910,2025-05-21,2.88,1.05,A,4.58,5.75,3.9299999999999997
GT4910,2025-05-20,1.24,2.47,A,3.09,4.6,3.71
GT4910,2025-05-19,2.0,0.55,C,5.13,4.09,2.55
GT4910,2025-05-18,2.82,0.64,A,5.5,5.01,3.46
GT4910,2025-05-17,1.87,2.13,A,3.96,5.72,4.0
GT4910,2025-05-16,2.79,0.63,B,3.36,4.73,3.42
GT4910,2025-05-15,1.72,0.47,A,3.45,4.48,2.19
GT4910,2025-05-14,2.71,2.08,C,3.35,5.04,4.79
GT4910,2025-05-13,2.16,2.05,C,5.08,5.71,4.21
GT4910,2025-05-12,1.44,1.04,A,3.43,4.35,2.48
GT4910,2025-05-11,2.4,2.06,A,5.23,5.23,4.46
GT4910,2025-05-10,2.45,1.41,C,3.15,3.87,3.8600000000000003
GT4910,2025-05-09,2.59,2.08,C,4.52,4.41,4.67
GT4910,2025-05-08,0.85,1.42,B,5.45,4.1,2.27
GT4910,2025-05-07,0.7,1.43,A,3.71,3.62,2.13
GT4910,2025-05-06,0.66,0.83,C,3.39,3.26,1.49
GT8126,2025-06-04,2.33,1.68,C,4.17,3.18,4.01
GT8126,2025-06-03,0.98,1.96,B,4.65,3.9,2.94
GT8126,2025-06-02,2.59,0.54,C,5.19,3.74,3.13
GT8126,2025-06-01,1.9,1.38,B,5.01,3.81,3.28
GT8126,2025-05-31,0.72,0.72,B,4.93,3.42,1.44
GT8126,2025-05-30,1.13,1.41,C,4.7,3.43,2.54
GT8126,2025-05-29,2.63,2.5,C,3.14,4.99,5.13
GT8126,2025-05-28,1.05,0.74,A,3.44,5.04,1.79
GT8126,2025-05-27,2.63,1.96,A,3.32,5.45,4.59
GT8126,2025-05-26,2.03,1.76,C,4.16,4.97,3.79
GT8126,2025-05-25,1.62,2.49,B,5.44,5.23,4.11
GT8126,2025-05-24,1.96,2.12,C,3.41,4.6,4.08
GT8126,2025-05-23,1.03,1.94,B,3.89,4.65,2.9699999999999998
GT8126,2025-05-22,0.81,1.31,B,4.87,3.78,2.12
GT8126,2025-05-21,2.04,1.26,A,4.04,4.15,3.3
GT8126,2025-05-20,2.26,1.71,B,4.57,3.84,3.9699999999999998
GT8126,2025-05-19,1.1,1.15,A,3.08,5.24,2.25
GT8126,2025-05-18,1.4,0.32,A,3.63,5.54,1.72
GT8126,2025-05-17,1.57,0.87,B,4.99,5.28,2.44
GT8126,2025-05-16,1.49,2.06,C,3.0,3.89,3.55
GT8126,2025-05-15,1.63,1.66,C,4.02,3.72,3.29
GT8126,2025-05-14,1.06,1.32,C,4.4,5.43,2.38
GT8126,2025-05-13,1.15,1.68,A,3.68,5.79,2.83
GT8126,2025-05-12,2.8,1.19,B,3.57,4.24,3.9899999999999998
GT8126,2025-05-11,0.93,2.32,C,4.99,5.14,3.25
GT8126,2025-05-10,2.91,0.71,A,4.09,4.34,3.62
GT8126,2025-05-09,1.16,0.63,A,4.85,5.75,1.79
GT8126,2025-05-08,2.11,1.03,B,3.45,4.51,3.1399999999999997
GT8126,2025-05-07,1.29,2.04,C,4.24,5.11,3.33
GT8126,2025-05-06,1.89,1.86,A,4.65,5.35,3.75
GT1174,2025-06-04,0.8,0.93,B,3.3,5.3,1.73
GT1174,2025-06-03,2.8,1.35,A,4.54,4.9,4.15
GT1174,2025-06-02,2.51,1.77,C,4.85,5.33,4.279999999999999
GT1174,2025-06-01,1.23,1.5,B,4.35,5.01,2.73
GT1174,2025-05-31,2.7,2.39,C,3.58,5.74,5.09
GT1174,2025-05-30,1.19,0.65,B,4.73,4.66,1.8399999999999999
GT1174,2025-05-29,0.8,2.01,A,3.74,4.63,2.8099999999999996
GT1174,2025-05-28,2.39,2.27,A,3.37,4.02,4.66
GT1174,2025-05-27,0.51,1.46,C,4.49,4.22,1.97
GT1174,2025-05-26,0.76,2.05,B,3.19,4.14,2.8099999999999996
GT1174,2025-05-25,2.2,2.02,C,3.38,3.98,4.220000000000001
GT1174,2025-05-24,0.99,1.8,B,3.18,5.26,2.79
GT1174,2025-05-23,2.7,2.33,A,5.27,4.49,5.03
GT1174,2025-05-22,2.43,0.48,B,4.8,4.66,2.91
GT1174,2025-05-21,0.67,0.92,C,5.06,4.99,1.59
GT1174,2025-05-20,0.87,1.59,A,3.17,5.87,2.46
GT1174,2025-05-19,1.67,1.49,C,3.06,4.98,3.16
GT1174,2025-05-18,2.95,2.04,C,4.0,3.38,4.99
GT1174,2025-05-17,2.01,0.8,A,5.35,3.75,2.8099999999999996
GT1174,2025-05-16,2.21,0.51,A,3.02,5.93,2.7199999999999998
GT1174,2025-05-15,1.56,1.73,B,3.71,3.2,3.29
GT1174,2025-05-14,1.45,2.13,B,3.26,5.98,3.58
GT1174,2025-05-13,1.14,0.63,C,3.85,3.74,1.77
GT1174,2025-05-12,1.09,1.72,B,3.43,5.69,2.81
GT1174,2025-05-11,2.83,0.42,C,4.3,4.44,3.25
GT1174,2025-05-10,2.58,0.48,B,3.46,3.01,3.06
GT1174,2025-05-09,1.41,2.1,B,4.8,3.75,3.51
GT1174,2025-05-08,1.49,1.86,C,3.03,5.62,3.35
GT1174,2025-05-07,2.86,0.34,A,5.06,3.66,3.1999999999999997
GT1174,2025-05-06,2.23,1.68,C,4.52,5.48,3.91
GT4091,2025-06-04,2.49,1.21,A,3.41,4.77,3.7
GT4091,2025-06-03,1.54,1.77,B,4.75,3.36,3.31
GT4091,2025-06-02,2.33,0.82,A,4.95,3.47,3.15
GT4091,2025-06-01,2.17,2.33,B,3.69,5.4,4.5
GT4091,2025-05-31,1.19,1.61,A,4.42,4.93,2.8
GT4091,2025-05-30,0.67,0.79,C,4.8,5.67,1.46
GT4091,2025-05-29,2.79,1.36,C,3.6,5.2,4.15
GT4091,2025-05-28,1.07,1.37,C,3.95,3.36,2.4400000000000004
GT4091,2025-05-27,1.44,2.21,A,4.34,3.9,3.65
GT4091,2025-05-26,2.26,0.4,C,3.77,3.62,2.6599999999999997
GT4091,2025-05-25,0.72,1.52,C,4.39,5.0,2.24
GT4091,2025-05-24,2.89,1.51,B,3.25,4.92,4.4
GT4091,2025-05-23,2.03,1.21,A,3.11,4.0,3.2399999999999998
GT4091,2025-05-22,2.09,1.03,C,3.41,4.66,3.12
GT4091,2025-05-21,1.59,1.82,A,4.5,5.79,3.41
GT4091,2025-05-20,1.44,1.07,C,3.53,3.87,2.51
GT4091,2025-05-19,1.93,1.66,B,4.0,5.99,3.59
GT4091,2025-05-18,1.53,1.36,B,3.58,4.62,2.89
GT4091,2025-05-17,2.31,1.75,C,4.25,4.93,4.0600000000000005
GT4091,2025-05-16,0.98,1.21,B,4.6,3.08,2.19
GT4091,2025-05-15,1.71,0.81,B,5.27,3.76,2.52
GT4091,2025-05-14,1.0,1.94,B,4.87,5.14,2.94
GT4091,2025-05-13,1.04,0.79,A,3.42,5.36,1.83
GT4091,2025-05-12,1.9,1.93,C,3.89,5.23,3.83
GT4091,2025-05-11,1.23,0.83,A,4.94,5.11,2.06
GT4091,2025-05-10,1.04,1.99,B,5.47,5.79,3.0300000000000002
GT4091,2025-05-09,2.49,0.58,C,4.95,3.4,3.0700000000000003
GT4091,2025-05-08,0.7,1.68,C,3.1,5.05,2.38
GT4091,2025-05-07,2.75,1.96,B,3.59,5.48,4.71
GT4091,2025-05-06,1.11,1.87,C,3.23,5.8,2.9800000000000004
GT0698,2025-06-04,0.98,0.48,A,4.63,4.73,1.46
GT0698,2025-06-03,2.82,2.12,C,5.43,4.4,4.9399999999999995
GT0698,2025-06-02,0.97,2.32,C,4.54,4.19,3.29
GT0698,2025-06-01,0.87,1.49,B,4.26,3.37,2.36
GT0698,2025-05-31,2.62,1.04,C,4.48,4.2,3.66
GT0698,2025-05-30,1.38,0.85,A,4.21,5.99,2.23
GT0698,2025-05-29,0.9,1.86,A,4.28,3.3,2.7600000000000002
GT0698,2025-05-28,2.07,1.64,A,5.17,4.7,3.71
GT0698,2025-05-27,2.59,1.93,C,4.92,3.36,4.52
GT0698,2025-05-26,0.52,2.18,B,4.02,5.1,2.7
GT0698,2025-05-25,2.08,1.14,A,5.34,5.13,3.2199999999999998
GT0698,2025-05-24,1.85,0.66,A,4.24,4.64,2.5100000000000002
GT0698,2025-05-23,2.82,1.74,C,4.41,5.74,4.56
GT0698,2025-05-22,2.51,0.9,A,4.41,4.99,3.4099999999999997
GT0698,2025-05-21,1.07,0.47,B,5.29,3.02,1.54
GT0698,2025-05-20,1.61,1.24,B,4.43,3.11,2.85
GT0698,2025-05-19,2.19,0.99,B,3.92,3.4,3.1799999999999997
GT0698,2025-05-18,0.67,1.66,B,3.69,5.89,2.33
GT0698,2025-05-17,1.17,0.43,A,4.76,4.91,1.5999999999999999
GT0698,2025-05-16,2.24,0.91,C,4.31,3.27,3.1500000000000004
GT0698,2025-05-15,0.55,1.64,A,4.23,4.19,2.19
GT0698,2025-05-14,2.35,1.9,C,3.89,4.07,4.25
GT0698,2025-05-13,0.78,0.84,C,5.33,5.16,1.62
GT0698,2025-05-12,2.34,0.85,C,4.57,5.28,3.19
GT0698,2025-05-11,2.46,1.47,B,4.15,3.05,3.9299999999999997
GT0698,2025-05-10,0.76,1.8,B,3.09,5.64,2.56
GT0698,2025-05-09,0.84,1.77,B,4.78,5.95,2.61
GT0698,2025-05-08,1.76,1.99,B,5.01,5.08,3.75
GT0698,2025-05-07,2.25,0.65,B,5.1,5.63,2.9
GT0698,2025-05-06,1.86,2.15,C,3.53,5.33,4.01
GT7562,2025-06-04,0.79,2.37,A,4.48,3.22,3.16
GT7562,2025-06-03,2.06,1.94,A,5.07,5.46,4.0
GT7562,2025-06-02,1.86,2.22,A,4.7,4.24,4.08
GT7562,2025-06-01,2.89,1.1,B,5.05,5.34,3.99
GT7562,2025-05-31,0.64,1.26,B,4.57,3.2,1.9
GT7562,2025-05-30,0.72,1.75,C,3.61,3.27,2.4699999999999998
GT7562,2025-05-29,0.62,0.81,B,4.15,4.17,1.4300000000000002
GT7562,2025-05-28,2.05,2.44,A,3.23,5.42,4.49
GT7562,2025-05-27,1.77,0.5,C,4.65,4.63,2.27
GT7562,2025-05-26,2.9,2.01,C,4.34,4.75,4.91
GT7562,2025-05-25,1.26,1.62,B,5.31,5.51,2.88
GT7562,2025-05-24,1.15,1.38,B,4.92,4.77,2.53
GT7562,2025-05-23,2.06,1.31,C,3.6,5.38,3.37
GT7562,2025-05-22,0.65,1.99,B,3.76,3.81,2.64
GT7562,2025-05-21,1.85,1.67,A,5.25,4.45,3.52
GT7562,2025-05-20,2.52,2.19,B,3.92,5.0,4.71
GT7562,2025-05-19,1.29,1.96,B,4.51,3.42,3.25
GT7562,2025-05-18,2.72,1.55,A,4.46,5.99,4.2700000000000005
GT7562,2025-05-17,2.05,1.56,C,3.73,3.92,3.61
GT7562,2025-05-16,2.82,2.14,B,4.08,4.09,4.96
GT7562,2025-05-15,1.37,0.45,B,5.24,3.34,1.82
GT7562,2025-05-14,1.73,1.48,A,3.57,5.21,3.21
GT7562,2025-05-13,0.98,0.34,B,4.33,3.37,1.32
GT7562,2025-05-12,2.74,1.84,B,4.11,4.63,4.58
GT7562,2025-05-11,2.93,2.02,A,3.31,4.93,4.95
GT7562,2025-05-10,2.71,2.36,C,3.88,3.17,5.07
GT7562,2025-05-09,0.82,1.34,A,3.57,3.8,2.16
GT7562,2025-05-08,2.24,1.9,C,3.35,4.99,4.140000000000001
GT7562,2025-05-07,0.76,0.46,C,4.94,4.78,1.22
GT7562,2025-05-06,2.88,0.96,A,4.63,4.48,3.84
GT2357,2025-06-04,1.56,1.02,A,4.39,4.17,2.58
GT2357,2025-06-03,1.09,1.22,B,4.34,5.43,2.31
GT2357,2025-06-02,1.29,2.17,C,4.97,5.23,3.46
GT2357,2025-06-01,1.69,2.4,A,4.33,3.06,4.09
GT2357,2025-05-31,2.49,1.34,A,5.12,4.98,3.83
GT2357,2025-05-30,0.86,1.82,A,4.89,5.29,2.68
GT2357,2025-05-29,2.77,2.47,B,3.07,5.07,5.24
GT2357,2025-05-28,0.62,0.72,A,4.13,5.3,1.3399999999999999
GT2357,2025-05-27,1.38,2.31,B,4.73,3.34,3.69
GT2357,2025-05-26,1.53,0.94,B,3.13,3.0,2.4699999999999998
GT2357,2025-05-25,2.15,1.91,C,5.13,4.07,4.06
GT2357,2025-05-24,1.09,1.2,C,4.39,4.85,2.29
GT2357,2025-05-23,1.51,1.82,A,3.41,5.48,3.33
GT2357,2025-05-22,2.48,0.41,A,5.25,5.47,2.89
GT2357,2025-05-21,1.02,0.78,B,4.16,3.89,1.8
GT2357,2025-05-20,1.81,1.2,C,5.05,4.99,3.01
GT2357,2025-05-19,0.92,1.47,B,4.08,5.54,2.39
GT2357,2025-05-18,1.51,0.47,A,4.55,4.75,1.98
GT2357,2025-05-17,1.91,0.98,B,5.36,3.16,2.8899999999999997
GT2357,2025-05-16,2.37,2.49,B,4.65,5.4,4.86
GT2357,2025-05-15,1.99,2.21,A,4.84,4.86,4.2
GT2357,2025-05-14,1.41,0.48,B,3.2,3.38,1.89
GT2357,2025-05-13,0.74,0.77,A,4.96,5.71,1.51
